status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,finrat,savings,id
good,3,owner,48,29,married,no_rec,fixed,45,145,3500,0,700,1104,63,7,1048
good,4,parents,54,38,divorced,no_rec,fixed,35,53,0,0,850,1129,75,1,1049
good,18,owner,42,38,married,no_rec,freelance,75,229,8000,0,1700,1850,92,4,1050
bad,12,owner,60,47,married,yes_rec,freelance,75,285,20000,0,1440,1440,100,9,1051
good,2,rent,12,34,married,no_rec,freelance,69,240,0,0,500,700,71,4,1052
good,8,parents,60,22,single,no_rec,fixed,35,86,8000,0,1200,1214,99,3,1053
bad,24,priv,60,46,married,no_rec,fixed,60,165,3500,1300,1400,1530,92,4,1054
good,14,owner,60,39,married,no_rec,fixed,105,129,3500,1200,750,1888,40,1,1055
good,2,parents,60,28,married,no_rec,fixed,60,131,6000,0,1250,1346,93,3,1056
good,9,rent,60,39,married,no_rec,fixed,57,123,0,0,1000,1194,84,4,1057
bad,6,rent,48,53,separated,yes_rec,fixed,56,208,0,0,1200,1479,81,6,1058
good,23,owner,60,49,married,no_rec,fixed,60,133,2000,0,1000,1755,57,4,1059
good,3,owner,24,46,married,no_rec,freelance,75,500,14000,0,500,1095,46,20,1060
good,0,parents,36,56,married,yes_rec,fixed,35,102,6000,0,1000,1606,62,2,1061
good,15,owner,48,33,married,no_rec,fixed,75,150,3000,0,1000,1670,60,4,1062
good,0,parents,60,30,married,no_rec,fixed,75,100,5000,0,1350,1896,71,1,1063
good,1,rent,18,26,single,no_rec,fixed,46,110,0,0,500,600,83,2,1064
good,1,owner,60,34,married,no_rec,freelance,60,65,11000,0,1400,1500,93,0,1065
good,16,rent,60,36,single,yes_rec,fixed,47,120,5500,1700,1650,1852,89,2,1066
bad,2,parents,24,37,single,no_rec,fixed,35,78,0,0,800,1298,62,1,1067
good,12,owner,60,26,married,no_rec,fixed,60,187,6000,1000,1100,1175,94,6,1068
good,25,owner,60,62,married,no_rec,freelance,60,428,22000,0,1900,1994,95,12,1069
good,3,rent,60,41,married,no_rec,others,51,60,0,0,750,818,92,1,1070
bad,4,owner,60,37,married,no_rec,fixed,75,116,3000,575,950,950,100,2,1071
good,2,owner,36,32,married,no_rec,fixed,75,114,5000,0,1000,1853,54,1,1072
good,4,owner,48,32,married,no_rec,fixed,45,208,6500,5000,1000,1323,76,5,1073
good,16,owner,60,31,married,no_rec,fixed,75,123,4000,0,700,1698,41,4,1074
bad,0,rent,48,28,married,no_rec,partime,66,64,0,0,1100,1365,81,-0,1075
good,10,owner,48,37,married,no_rec,fixed,75,350,7000,0,1000,1628,61,13,1076
bad,3,parents,36,21,single,no_rec,fixed,35,85,0,0,105,105,100,17,1077
good,5,rent,24,31,married,no_rec,fixed,84,90,0,0,400,2230,18,0,1078
good,16,rent,60,36,married,no_rec,fixed,100,250,0,0,1250,1816,69,7,1079
good,17,owner,60,34,married,no_rec,fixed,75,173,4000,1600,933,964,97,5,1080
bad,1,rent,36,25,single,no_rec,fixed,49,135,0,0,600,675,89,5,1081
good,20,other,60,36,married,no_rec,fixed,75,210,0,0,1330,1330,100,6,1082
good,7,rent,60,47,married,no_rec,fixed,53,80,0,0,1350,1612,84,1,1083
good,3,priv,6,24,single,no_rec,fixed,35,173,4800,0,475,1323,36,2,1084
good,13,owner,60,28,married,no_rec,fixed,60,130,5000,1500,900,1281,70,4,1085
good,10,owner,36,32,married,no_rec,fixed,75,112,5000,3600,400,830,48,0,1086
bad,2,rent,60,35,married,yes_rec,fixed,52,70,0,0,1000,1000,100,1,1087
bad,4,parents,36,28,single,no_rec,fixed,35,116,0,0,925,1350,69,3,1088
good,3,owner,48,26,married,no_rec,fixed,45,165,4000,600,950,1490,64,6,1089
good,13,owner,36,60,married,no_rec,freelance,60,116,4000,0,1000,1100,91,2,1090
good,2,owner,24,57,married,no_rec,others,45,25,2500,0,400,1034,39,-1,1091
good,2,parents,36,34,separated,no_rec,fixed,35,130,4000,0,500,550,91,7,1092
bad,2,rent,60,57,married,no_rec,others,50,52,1800,0,800,866,92,0,1093
bad,0,other,24,46,single,yes_rec,fixed,35,78,0,0,550,550,100,2,1094
good,1,owner,60,28,married,no_rec,others,45,148,4500,0,1300,1695,77,5,1095
bad,0,owner,60,44,married,no_rec,others,60,246,25000,0,850,972,87,13,1096
good,12,rent,36,35,married,yes_rec,freelance,82,74,8000,0,475,550,86,-1,1097
good,1,rent,60,21,single,no_rec,fixed,49,138,0,0,950,984,97,6,1098
bad,0,owner,36,45,married,yes_rec,others,90,155,5000,0,300,1012,30,8,1099
good,5,rent,48,31,married,no_rec,fixed,70,247,0,0,900,1039,87,9,1100
good,1,parents,48,27,single,no_rec,freelance,35,85,0,0,650,650,100,4,1101
good,0,owner,12,59,married,no_rec,freelance,45,42,4000,0,400,790,51,-0,1102
good,17,ignore,60,55,married,no_rec,fixed,60,157,8000,0,1600,1600,100,4,1103
good,4,owner,60,36,married,yes_rec,fixed,75,236,3750,2000,1500,1615,93,6,1104
good,15,rent,60,41,married,no_rec,fixed,74,137,0,0,1000,1450,69,4,1105
good,28,owner,36,51,married,no_rec,freelance,60,152,10000,0,500,635,79,7,1106
bad,1,priv,60,35,married,no_rec,freelance,35,100,3000,0,1400,1411,99,3,1107
good,3,parents,60,33,single,no_rec,fixed,35,167,10000,0,2000,2250,89,4,1108
bad,0,rent,48,39,married,yes_rec,fixed,153,330,0,0,1000,1260,79,8,1109
good,7,rent,60,34,single,no_rec,fixed,60,250,9200,0,1500,1594,94,8,1110
bad,1,parents,36,22,single,no_rec,fixed,35,80,8000,0,490,690,71,3,1111
good,4,owner,36,25,single,no_rec,fixed,35,200,5000,0,900,1139,79,7,1112
good,35,owner,48,55,married,no_rec,freelance,60,84,13000,0,1390,1390,100,1,1113
good,19,owner,60,33,married,no_rec,fixed,75,200,10000,1620,1000,1671,60,7,1114
good,6,owner,60,28,married,no_rec,fixed,60,187,5000,0,1500,2180,69,5,1115
good,1,owner,60,24,single,no_rec,fixed,35,70,4000,0,1200,1505,80,2,1116
good,12,owner,60,38,married,no_rec,fixed,75,120,5000,0,1100,1172,94,2,1117
good,0,owner,60,30,married,no_rec,fixed,45,80,2000,200,1000,1331,75,2,1118
bad,15,rent,24,47,married,yes_rec,freelance,79,41,7000,0,1200,2257,53,-1,1119
bad,3,rent,60,31,married,yes_rec,fixed,81,57,0,0,1400,1475,95,-1,1120
bad,5,parents,36,26,single,no_rec,freelance,35,239,5000,3000,1200,2140,56,5,1121
good,0,parents,48,21,single,no_rec,fixed,35,70,0,0,1250,1365,92,1,1122
bad,0,rent,48,27,married,no_rec,freelance,70,250,0,0,860,970,89,10,1123
good,5,owner,60,65,married,no_rec,others,45,222,12000,0,600,1264,47,18,1124
good,14,owner,60,56,married,yes_rec,freelance,75,150,1,0,1000,1104,91,4,1125
good,10,owner,48,41,single,no_rec,fixed,35,175,3000,0,750,1128,66,9,1126
good,3,rent,36,25,single,no_rec,fixed,49,138,0,0,900,1717,52,4,1127
good,4,parents,36,27,married,no_rec,fixed,45,72,0,0,350,1426,25,3,1128
bad,0,owner,60,62,married,yes_rec,others,90,136,2650,0,600,790,76,5,1129
bad,10,owner,60,42,married,no_rec,freelance,90,40,5000,1600,2000,2550,78,-2,1130
good,2,parents,60,25,single,no_rec,freelance,45,130,8500,0,1100,1380,80,5,1131
bad,1,parents,60,34,married,no_rec,fixed,75,190,0,0,700,719,97,10,1132
good,2,owner,60,24,married,no_rec,fixed,60,243,2500,1980,1250,1451,86,8,1133
good,2,rent,60,26,married,yes_rec,fixed,70,98,0,0,1100,1240,89,2,1134
bad,0,parents,24,21,single,yes_rec,partime,35,126,0,0,1150,1586,73,2,1135
bad,10,owner,48,35,married,no_rec,partime,75,55,4000,0,1500,1786,84,-1,1136
bad,1,owner,60,49,married,no_rec,partime,105,88,2000,0,850,1149,74,-1,1137
bad,1,owner,60,35,single,no_rec,partime,35,181,4500,0,1600,1912,84,5,1138
bad,14,priv,60,33,married,yes_rec,fixed,90,77,3400,0,1500,1813,83,-1,1139
bad,4,parents,36,27,separated,yes_rec,fixed,35,110,0,0,300,550,55,9,1140
good,17,owner,60,35,married,no_rec,fixed,60,125,4000,0,1080,1428,76,4,1141
good,4,owner,60,27,married,no_rec,freelance,60,225,14500,1200,700,2273,31,13,1142
good,2,rent,36,35,single,no_rec,fixed,42,74,0,0,950,1000,95,1,1143
good,11,owner,18,37,married,no_rec,fixed,45,115,20000,0,600,1200,50,2,1144
good,1,rent,48,64,married,no_rec,others,74,137,3500,0,600,927,65,5,1145
good,14,owner,36,34,widow,no_rec,fixed,45,202,6500,0,350,800,44,16,1146
good,2,owner,48,37,married,no_rec,fixed,75,135,18000,0,1000,1062,94,3,1147
good,5,owner,48,43,married,no_rec,freelance,45,145,5000,0,680,1350,50,7,1148
bad,6,rent,36,49,married,no_rec,others,65,54,0,0,450,615,73,-1,1149
good,11,owner,12,51,married,no_rec,freelance,45,80,6000,0,1000,1931,52,0,1150
good,9,owner,36,24,married,no_rec,fixed,45,140,9000,0,1000,1100,91,3,1151
good,1,parents,60,22,single,no_rec,fixed,35,90,0,0,1250,1590,79,3,1152
bad,0,parents,36,30,single,no_rec,others,45,32,0,0,650,750,87,-1,1153
good,1,owner,24,33,married,no_rec,fixed,45,130,3000,0,800,1465,55,3,1154
good,17,owner,24,50,married,no_rec,freelance,60,285,22000,700,500,1321,38,10,1155
good,0,parents,36,19,single,no_rec,partime,35,75,0,0,1450,1473,98,1,1156
good,5,owner,36,26,married,yes_rec,freelance,45,150,7000,0,1500,2588,58,3,1157
good,12,owner,60,28,single,yes_rec,fixed,35,172,3000,2000,950,1184,80,7,1158
bad,1,rent,36,23,married,no_rec,freelance,75,300,0,0,400,700,57,20,1159
good,3,parents,60,26,single,yes_rec,fixed,35,73,0,0,650,1200,54,4,1160
good,20,owner,60,51,married,no_rec,fixed,60,165,3500,0,500,625,80,13,1161
bad,3,owner,36,38,married,no_rec,freelance,90,300,3000,0,1200,1881,64,6,1162
good,14,rent,60,30,married,yes_rec,fixed,67,217,0,0,1800,1807,100,5,1163
bad,0,other,60,41,married,yes_rec,fixed,105,134,0,0,1000,2750,36,2,1164
good,3,priv,60,29,married,no_rec,fixed,60,90,2000,0,1650,1800,92,1,1165
good,4,parents,36,28,married,no_rec,fixed,45,100,0,0,1000,2343,43,2,1166
good,0,owner,48,38,married,no_rec,fixed,75,217,3500,0,1400,1689,83,5,1167
bad,7,owner,48,29,married,no_rec,fixed,60,62,4000,0,984,984,100,0,1168
good,4,rent,6,28,married,no_rec,fixed,66,60,0,0,200,1566,13,-0,1169
good,16,owner,60,32,married,no_rec,fixed,60,117,1100,80,1400,1833,76,2,1170
bad,2,rent,48,22,single,no_rec,fixed,42,73,0,0,940,1127,83,2,1171
bad,2,parents,48,30,single,no_rec,fixed,35,86,0,0,900,1127,80,3,1172
bad,11,owner,48,30,married,no_rec,fixed,75,67,3000,2040,1000,1093,91,-1,1173
good,30,owner,36,53,married,no_rec,fixed,75,165,5000,0,900,900,100,4,1174
bad,2,priv,60,28,married,yes_rec,fixed,75,166,6000,0,1500,1599,94,4,1175
bad,5,other,48,22,single,no_rec,fixed,35,82,0,0,480,1910,25,5,1176
bad,1,rent,36,24,married,no_rec,freelance,44,90,0,0,1050,1493,70,2,1177
bad,1,rent,60,52,separated,yes_rec,fixed,68,327,0,0,700,819,85,22,1178
good,8,owner,60,34,married,no_rec,fixed,75,145,3000,1800,1500,1703,88,2,1179
good,20,rent,36,39,married,no_rec,freelance,95,202,0,0,600,1461,41,6,1180
good,4,owner,60,30,married,no_rec,partime,45,150,4000,2800,1400,1763,79,3,1181
good,5,rent,36,46,married,no_rec,fixed,82,223,0,0,450,650,69,11,1182
good,3,parents,36,52,married,yes_rec,fixed,60,325,0,0,400,1700,24,24,1183
good,10,owner,60,52,married,no_rec,fixed,60,143,5500,0,1300,1661,78,4,1184
good,10,rent,60,36,married,no_rec,fixed,85,100,0,0,850,1150,74,1,1185
good,11,owner,12,25,married,no_rec,fixed,45,124,2500,1000,800,1602,50,1,1186
good,22,rent,48,46,married,no_rec,fixed,86,110,0,0,1150,1528,75,1,1187
bad,0,other,48,45,married,no_rec,freelance,75,120,0,0,900,964,93,2,1188
good,25,owner,60,53,married,no_rec,fixed,60,107,4000,0,800,932,86,4,1189
bad,2,other,60,22,single,no_rec,fixed,35,83,0,0,1400,1430,98,2,1190
good,0,other,36,50,married,no_rec,partime,60,162,20000,0,1000,1615,62,4,1191
bad,0,owner,48,52,married,yes_rec,others,90,245,3850,2432,1520,1670,91,4,1192
good,12,priv,60,47,married,no_rec,fixed,60,243,8500,0,1850,1890,98,6,1193
good,4,rent,60,27,single,no_rec,fixed,43,76,0,0,650,1070,61,3,1194
good,12,owner,18,35,married,no_rec,fixed,60,400,6000,0,200,2225,9,31,1195
good,0,parents,48,21,single,no_rec,partime,35,106,5000,0,500,1131,44,7,1196
good,22,owner,36,44,married,no_rec,fixed,75,120,7000,0,650,1852,35,2,1197
bad,3,parents,60,32,single,no_rec,fixed,35,122,0,0,2000,2050,98,3,1198
good,1,rent,36,34,divorced,no_rec,fixed,43,80,0,0,700,700,100,2,1199
good,14,priv,60,36,married,no_rec,fixed,60,120,4000,1500,1500,1540,97,2,1200
good,10,rent,48,36,married,no_rec,fixed,80,200,0,0,978,1338,73,6,1201
good,13,rent,60,36,married,no_rec,fixed,79,191,4000,700,1000,1209,83,6,1202
good,1,rent,60,24,married,no_rec,fixed,52,67,0,0,800,1137,70,1,1203
bad,3,owner,36,26,single,no_rec,freelance,35,169,60000,3000,800,1000,80,5,1204
good,5,rent,12,35,married,yes_rec,freelance,96,210,0,0,300,700,43,5,1205
good,4,owner,60,42,single,no_rec,fixed,35,110,2500,0,1090,1565,70,4,1206
good,3,other,60,55,married,no_rec,fixed,45,45,0,0,600,864,69,0,1207
good,19,owner,60,49,married,no_rec,fixed,135,150,3500,0,1100,1477,74,1,1208
bad,4,parents,60,38,separated,no_rec,fixed,35,100,0,0,1300,1500,87,3,1209
good,9,owner,60,32,married,no_rec,fixed,75,345,6000,3300,700,994,70,20,1210
good,7,owner,60,36,married,no_rec,fixed,60,122,3000,0,750,850,88,5,1211
good,26,owner,60,55,married,no_rec,fixed,60,110,10000,0,1500,1527,98,2,1212
bad,2,rent,60,30,married,yes_rec,freelance,54,90,2000,0,1500,1500,100,1,1213
good,11,owner,48,29,married,no_rec,fixed,75,76,15000,0,300,1336,22,0,1214
good,4,rent,36,48,married,no_rec,freelance,94,340,1000,0,525,525,100,17,1215
bad,2,owner,60,29,married,yes_rec,fixed,60,185,6300,2300,2000,2675,75,3,1216
good,5,owner,60,42,married,no_rec,fixed,75,101,3500,0,1090,1190,92,1,1217
good,3,owner,24,32,married,no_rec,fixed,60,196,5000,300,800,1606,50,4,1218
good,17,owner,36,47,married,no_rec,fixed,75,158,17000,0,1000,2159,46,3,1219
good,9,parents,60,33,married,no_rec,fixed,45,221,3000,0,1600,2344,68,7,1220
good,18,owner,60,32,single,no_rec,fixed,35,133,3500,150,1600,2200,73,4,1221
good,18,owner,60,42,married,no_rec,freelance,90,331,5000,0,1300,2147,61,11,1222
good,6,owner,24,45,married,no_rec,freelance,90,150,5000,0,250,450,56,6,1223
good,12,owner,12,40,married,no_rec,fixed,75,390,8000,0,500,1732,29,8,1224
good,2,owner,36,28,married,no_rec,partime,60,146,2500,0,700,1258,56,4,1225
good,1,parents,48,29,single,no_rec,freelance,45,478,9000,0,2100,2450,86,10,1226
good,8,other,24,41,divorced,no_rec,fixed,60,90,4000,0,500,1600,31,1,1227
good,25,priv,48,55,married,no_rec,fixed,60,169,4000,0,1000,1459,69,5,1228
bad,25,owner,60,61,married,yes_rec,freelance,45,100,39000,0,1060,1134,93,3,1229
bad,3,rent,18,30,married,no_rec,freelance,54,90,0,0,300,425,71,2,1230
good,2,owner,48,40,married,no_rec,freelance,60,160,3000,800,1300,1521,85,3,1231
good,3,rent,48,36,married,yes_rec,fixed,82,222,0,0,1900,2100,90,4,1232
good,18,owner,60,42,married,no_rec,fixed,75,111,2500,0,1150,1640,70,2,1233
good,1,owner,48,18,single,no_rec,partime,45,111,7000,0,1100,1299,85,3,1234
good,4,owner,36,23,married,no_rec,fixed,75,168,4000,0,1100,1385,79,3,1235
good,20,owner,60,49,married,no_rec,freelance,90,215,4500,0,1000,1228,81,8,1236
good,14,owner,60,28,married,no_rec,freelance,75,94,5500,9500,1660,2419,69,-3,1237
good,0,parents,36,26,single,no_rec,fixed,35,63,0,0,600,994,60,2,1238
bad,8,rent,60,25,married,yes_rec,fixed,73,280,0,0,600,1364,44,21,1239
good,15,owner,48,33,married,no_rec,fixed,75,220,7000,0,1300,2400,54,5,1240
good,3,owner,60,30,married,no_rec,fixed,45,126,3500,2400,1000,1120,89,3,1241
good,20,owner,36,44,married,no_rec,fixed,60,120,3000,0,350,400,88,6,1242
bad,2,parents,60,25,divorced,no_rec,partime,35,90,0,0,900,1111,81,4,1243
good,17,owner,24,55,married,no_rec,freelance,75,191,14000,0,1000,2420,41,3,1244
good,20,rent,60,41,single,no_rec,freelance,50,148,4000,0,835,1356,62,7,1245
bad,0,other,60,47,widow,yes_rec,freelance,45,102,0,0,1500,1600,94,2,1246
good,2,parents,24,26,single,no_rec,fixed,35,88,0,0,325,450,72,4,1247
good,11,parents,60,27,married,no_rec,fixed,60,150,2500,0,1100,1129,97,5,1248
bad,12,owner,60,34,married,no_rec,fixed,60,115,4000,0,1650,1686,98,2,1249
bad,1,rent,60,31,divorced,yes_rec,fixed,43,76,0,0,500,1300,38,4,1250
good,2,owner,60,37,married,no_rec,fixed,60,145,3500,1100,1250,1763,71,4,1251
bad,17,priv,60,48,married,yes_rec,freelance,60,69,7000,0,1400,1813,77,0,1252
good,13,owner,60,52,married,no_rec,freelance,60,207,20000,0,1370,1714,80,6,1253
good,3,parents,36,22,single,no_rec,fixed,35,60,19000,0,775,1050,74,1,1254
bad,4,parents,48,25,single,no_rec,fixed,35,73,0,0,700,814,86,3,1255
good,38,owner,48,56,widow,no_rec,fixed,35,112,3000,0,850,960,89,4,1256
bad,12,owner,60,39,married,no_rec,fixed,90,95,4000,250,1450,1686,86,0,1257
good,15,parents,48,40,single,no_rec,fixed,35,150,0,0,1000,1399,71,6,1258
good,20,owner,60,51,married,no_rec,fixed,60,250,2500,0,1250,1825,68,9,1259
good,0,parents,48,27,single,yes_rec,fixed,35,46,0,0,900,1216,74,1,1260
good,2,priv,60,25,married,no_rec,fixed,45,60,3000,0,1150,1163,99,1,1261
bad,4,other,60,25,single,no_rec,partime,35,92,0,0,1400,1661,84,2,1262
good,7,owner,60,36,married,no_rec,fixed,90,120,6000,1500,900,1175,77,1,1263
good,4,owner,12,32,married,no_rec,fixed,45,231,13000,290,400,1198,33,5,1264
bad,2,rent,60,32,married,no_rec,fixed,93,175,0,0,1650,1688,98,3,1265
good,2,parents,48,23,single,no_rec,partime,35,160,3500,1200,1200,1426,84,5,1266
good,1,parents,60,22,single,no_rec,fixed,35,109,0,0,1000,1466,68,4,1267
bad,0,parents,48,25,married,no_rec,fixed,60,247,0,0,1900,1900,100,5,1268
bad,0,other,60,34,single,no_rec,fixed,35,140,3000,0,1550,1570,99,4,1269
good,2,other,60,41,separated,no_rec,freelance,35,100,5000,0,1200,1450,83,3,1270
good,8,parents,48,28,single,no_rec,fixed,35,115,500,0,360,363,99,11,1271
good,1,rent,36,37,married,no_rec,freelance,90,12,0,0,850,998,85,-3,1272
good,3,rent,36,34,single,no_rec,fixed,41,63,30000,0,625,921,68,1,1273
bad,0,parents,60,20,single,no_rec,fixed,35,79,0,0,1570,1575,100,2,1274
good,10,rent,48,38,married,no_rec,freelance,78,333,0,0,700,1386,51,17,1275
good,4,owner,48,49,single,yes_rec,fixed,35,183,8000,0,1200,1531,78,6,1276
good,2,parents,24,21,single,no_rec,freelance,35,46,0,0,250,355,70,1,1277
bad,0,owner,36,36,married,no_rec,others,45,25,3500,0,1300,2246,58,-1,1278
good,20,priv,60,39,married,no_rec,fixed,90,159,2000,0,750,790,95,6,1279
bad,10,rent,60,39,married,yes_rec,freelance,119,292,13000,2500,1500,2262,66,6,1280
good,0,rent,60,29,married,no_rec,partime,61,160,0,0,1000,1055,95,6,1281
good,21,rent,36,42,married,no_rec,fixed,74,135,450,0,240,1275,19,9,1282
bad,3,rent,60,48,separated,yes_rec,fixed,47,120,0,0,1000,1077,93,4,1283
good,2,owner,36,27,widow,no_rec,fixed,35,135,8000,0,750,1296,58,5,1284
bad,3,owner,36,43,married,no_rec,freelance,45,74,3500,0,600,800,75,2,1285
bad,1,owner,60,46,married,yes_rec,fixed,75,209,11000,0,1800,2015,89,4,1286
good,19,rent,18,39,single,no_rec,fixed,45,100,0,0,450,997,45,2,1287
bad,3,rent,24,22,single,no_rec,freelance,50,148,0,0,700,950,74,3,1288
bad,25,parents,60,64,married,yes_rec,fixed,45,130,0,0,2047,2946,69,2,1289
good,2,rent,60,28,single,no_rec,fixed,45,101,0,0,1300,1333,98,3,1290
good,3,parents,36,21,single,no_rec,partime,35,49,0,0,750,850,88,1,1291
good,5,rent,30,58,married,no_rec,fixed,80,200,15000,0,520,690,75,7,1292
bad,6,rent,36,41,married,yes_rec,freelance,75,94,0,0,775,875,89,1,1293
good,10,rent,36,47,single,no_rec,partime,86,114,3500,0,400,872,46,3,1294
good,17,rent,24,49,married,no_rec,freelance,80,53,0,0,600,1104,54,-1,1295
good,0,owner,12,22,single,no_rec,fixed,35,132,3500,0,300,509,59,4,1296
bad,0,owner,60,62,married,no_rec,others,45,42,4000,0,500,827,60,-0,1297
bad,2,parents,36,24,single,no_rec,fixed,35,90,0,0,1000,1150,87,2,1298
good,28,owner,24,59,married,no_rec,freelance,60,606,6000,0,1550,1760,88,8,1299
good,0,rent,48,36,married,no_rec,fixed,74,141,0,0,1150,1485,77,3,1300
good,5,owner,60,36,married,no_rec,fixed,75,141,4000,0,1300,1435,91,3,1301
bad,5,parents,36,45,married,yes_rec,fixed,75,68,0,0,2375,2875,83,-0,1302
good,12,owner,36,41,married,no_rec,freelance,60,150,10000,0,1000,2100,48,3,1303
good,4,owner,24,30,married,yes_rec,fixed,45,165,3000,0,250,450,56,12,1304
good,6,parents,60,43,married,no_rec,freelance,75,70,4000,0,1000,1548,65,-0,1305
good,0,rent,24,23,single,no_rec,fixed,42,70,0,0,125,125,100,5,1306
good,9,owner,48,41,separated,no_rec,fixed,35,60,8000,1000,1200,1538,78,1,1307
good,9,rent,36,31,married,yes_rec,freelance,84,241,10000,0,3800,5852,65,1,1308
bad,2,rent,12,47,married,yes_rec,fixed,103,426,0,0,350,450,78,11,1309
bad,2,rent,60,36,separated,yes_rec,freelance,35,53,0,0,2000,2676,75,1,1310
good,2,parents,12,25,single,yes_rec,freelance,35,74,18000,0,600,1638,37,1,1311
good,18,owner,60,49,married,no_rec,fixed,135,180,13500,0,900,994,91,3,1312
good,16,owner,36,57,married,no_rec,fixed,60,154,4000,130,700,1090,64,5,1313
bad,10,owner,60,26,married,no_rec,fixed,60,63,5000,3000,1400,1432,98,-1,1314
good,11,owner,60,37,married,no_rec,fixed,90,289,7000,250,1200,1599,75,10,1315
bad,14,owner,36,45,separated,no_rec,fixed,45,190,12000,0,2100,2758,76,2,1316
good,4,rent,60,24,married,no_rec,fixed,75,147,0,0,1300,1700,76,3,1317
bad,1,owner,60,42,married,yes_rec,fixed,105,198,3500,250,1000,1245,80,5,1318
bad,2,rent,24,23,single,yes_rec,freelance,75,400,0,0,750,900,83,10,1319
good,1,rent,60,38,married,no_rec,partime,58,130,0,0,1450,1593,91,3,1320
bad,2,owner,60,36,married,yes_rec,freelance,60,140,29000,0,3900,4812,81,1,1321
good,13,parents,60,27,married,no_rec,fixed,60,100,0,0,950,1152,82,3,1322
good,5,owner,24,37,married,no_rec,freelance,90,143,7000,0,700,900,78,2,1323
bad,1,rent,36,25,married,no_rec,fixed,54,87,0,0,500,646,77,2,1324
good,6,rent,60,23,married,no_rec,fixed,62,171,0,0,1000,1209,83,7,1325
good,20,owner,36,47,married,no_rec,fixed,75,203,4000,0,1050,1258,83,4,1326
good,9,owner,18,52,married,no_rec,fixed,60,154,5500,0,500,1531,33,3,1327
good,15,owner,12,55,married,no_rec,fixed,45,130,7000,0,200,1240,16,5,1328
good,0,parents,48,28,single,no_rec,fixed,35,90,3500,0,1000,1210,83,3,1329
good,5,parents,60,24,single,no_rec,fixed,35,92,0,0,1030,1068,96,3,1330
good,15,parents,36,40,married,yes_rec,freelance,75,22,0,0,375,375,100,-5,1331
good,4,owner,48,36,married,no_rec,fixed,75,210,4000,0,1800,2628,68,4,1332
good,4,owner,24,26,married,no_rec,fixed,45,115,4000,0,500,1400,36,3,1333
good,5,parents,18,22,single,no_rec,fixed,35,80,0,0,600,1132,53,1,1334
good,2,parents,60,25,single,no_rec,fixed,35,110,0,0,860,959,90,5,1335
good,4,owner,24,44,married,no_rec,freelance,75,86,5000,0,900,1100,82,0,1336
good,0,owner,60,56,married,no_rec,others,60,117,3000,0,1200,1347,89,3,1337
good,1,other,42,33,married,yes_rec,fixed,90,138,3500,606,1400,1700,82,1,1338
good,7,owner,60,42,married,no_rec,fixed,45,88,4000,0,850,1033,82,3,1339
good,11,parents,12,29,married,no_rec,fixed,60,54,0,0,600,1683,36,-0,1340
good,40,rent,18,62,married,no_rec,freelance,77,166,10000,0,900,2040,44,2,1341
good,10,owner,60,33,married,no_rec,fixed,75,364,60000,0,1300,1804,72,13,1342
good,3,owner,48,32,married,no_rec,freelance,75,65,10500,1500,1500,2155,70,-1,1343
good,24,owner,60,54,married,no_rec,freelance,45,109,17000,0,2000,3400,59,2,1344
good,6,parents,36,24,single,no_rec,fixed,35,57,0,0,380,490,78,2,1345
bad,2,rent,48,36,divorced,no_rec,fixed,45,99,0,0,750,1350,56,3,1346
good,3,parents,48,27,married,no_rec,fixed,45,227,0,0,1150,1575,73,8,1347
good,11,owner,60,29,single,no_rec,fixed,35,57,1500,0,700,994,70,2,1348
good,1,parents,24,22,single,no_rec,partime,35,80,0,0,150,400,38,7,1349
bad,5,rent,36,22,single,no_rec,fixed,42,70,0,0,850,870,98,1,1350
good,1,rent,48,39,married,no_rec,fixed,86,105,0,0,1300,1600,81,1,1351
bad,1,parents,48,24,single,yes_rec,fixed,35,65,0,0,900,1061,85,2,1352
good,20,owner,48,39,married,no_rec,freelance,75,45,10000,0,2000,3650,55,-1,1353
good,7,parents,48,31,single,yes_rec,fixed,35,72,5500,0,1000,1051,95,2,1354
good,3,parents,36,31,married,yes_rec,fixed,60,80,0,0,1450,1700,85,0,1355
good,25,owner,48,47,married,no_rec,freelance,60,157,15000,0,1990,2460,81,2,1356
good,12,owner,36,46,married,yes_rec,fixed,60,117,3000,0,825,1325,62,2,1357
good,4,rent,36,32,married,no_rec,fixed,55,100,0,0,300,500,60,5,1358
good,0,priv,12,28,married,no_rec,fixed,60,130,3000,2000,380,1308,29,2,1359
good,15,owner,12,49,married,no_rec,freelance,75,91,17000,0,700,1420,49,0,1360
good,20,owner,12,60,married,no_rec,freelance,60,67,40000,0,700,1420,49,0,1361
bad,0,other,60,31,married,yes_rec,fixed,90,69,0,0,1450,1604,90,-1,1362
good,12,owner,54,35,married,no_rec,fixed,75,113,3000,600,1650,1800,92,1,1363
good,10,owner,48,44,married,no_rec,fixed,75,450,12000,0,1030,1128,91,17,1364
good,0,parents,48,21,single,no_rec,fixed,35,50,0,0,1000,1091,92,1,1365
bad,2,owner,48,20,single,no_rec,freelance,35,450,31000,0,1500,1853,81,13,1366
bad,0,ignore,36,45,married,no_rec,partime,75,87,1500,0,300,480,62,1,1367
good,1,owner,60,34,married,yes_rec,fixed,45,180,2500,300,1300,1817,72,6,1368
