status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,finrat,savings,id
good,12,parents,60,28,single,no_rec,fixed,36,152,0,0,1369,1680,77,5,2278
good,5,owner,57,41,married,yes_rec,fixed,57,128,3535,0,1173,1267,96,4,2279
bad,2,owner,57,32,married,yes_rec,fixed,63,103,6739,2441,1534,1886,82,1,2280
good,13,owner,58,28,married,no_rec,fixed,34,139,5172,0,1330,1660,86,5,2281
bad,5,priv,68,28,married,no_rec,fixed,47,91,1438,808,1444,1471,97,2,2282
bad,1,other,38,41,married,yes_rec,fixed,76,155,0,0,840,824,95,3,2283
good,2,rent,46,43,separated,no_rec,fixed,62,166,0,0,934,1160,73,5,2284
bad,1,owner,46,34,married,no_rec,others,59,47,2578,0,993,1471,66,-1,2285
good,11,owner,46,44,married,no_rec,fixed,59,113,5199,0,942,1368,67,3,2286
good,0,parents,38,22,married,no_rec,partime,35,75,0,0,677,946,70,2,2287
good,6,parents,12,28,single,no_rec,freelance,36,123,0,0,390,1821,24,3,2288
good,3,parents,38,28,single,no_rec,partime,34,104,0,0,792,1488,59,3,2289
good,5,owner,37,56,married,no_rec,others,35,83,6929,0,755,1099,65,2,2290
bad,0,owner,37,44,married,no_rec,fixed,71,128,6666,0,2593,3186,79,1,2291
bad,15,owner,62,30,married,yes_rec,fixed,45,92,3960,0,967,1074,93,3,2292
good,5,parents,63,58,married,no_rec,others,35,134,4817,0,620,714,89,10,2293
good,20,rent,46,42,widow,yes_rec,freelance,45,75,0,0,573,1484,39,3,2294
bad,0,rent,38,35,single,no_rec,partime,45,81,0,0,336,364,86,5,2295
bad,29,owner,59,50,widow,no_rec,fixed,34,166,6243,0,1173,1108,105,7,2296
good,6,ignore,25,37,married,no_rec,fixed,78,464,10079,785,1713,1734,99,5,2297
bad,1,parents,47,23,single,no_rec,partime,37,54,0,0,1190,1372,87,1,2298
good,4,rent,36,36,married,no_rec,partime,52,71,0,0,350,871,41,2,2299
good,12,owner,38,52,married,no_rec,fixed,45,145,1812,0,736,1752,40,5,2300
good,5,owner,62,56,married,no_rec,freelance,47,96,46337,0,1525,2052,71,2,2301
good,14,owner,59,57,married,yes_rec,freelance,47,162,10860,0,1285,1414,91,5,2302
good,30,owner,63,56,married,no_rec,fixed,37,125,3891,0,1228,1337,87,4,2303
good,3,rent,36,43,married,no_rec,freelance,62,161,9688,0,979,1504,65,3,2304
good,19,owner,48,35,separated,no_rec,fixed,34,167,8040,1023,1303,2484,54,4,2305
good,0,parents,24,23,married,no_rec,partime,33,147,0,0,493,1124,43,6,2306
bad,5,rent,57,29,married,no_rec,fixed,55,101,0,0,1298,1452,98,2,2307
good,1,parents,59,20,single,no_rec,fixed,35,66,0,0,1041,1468,68,2,2308
bad,5,owner,11,26,married,no_rec,fixed,45,87,2514,0,953,1667,63,0,2309
bad,3,rent,60,33,married,no_rec,freelance,45,47,0,0,1034,1564,65,0,2310
good,10,rent,50,37,married,no_rec,fixed,51,171,0,0,844,1379,65,6,2311
good,3,other,60,34,married,no_rec,freelance,37,100,0,0,1017,1691,57,4,2312
good,5,owner,6,52,married,no_rec,fixed,34,125,1928,0,257,1451,16,2,2313
bad,4,rent,37,33,married,no_rec,fixed,71,129,0,0,1021,1230,81,2,2314
bad,3,owner,37,27,married,no_rec,partime,36,98,2854,0,1016,1829,51,2,2315
good,5,owner,38,47,married,no_rec,fixed,73,165,6808,2268,403,784,49,6,2316
good,27,owner,38,51,married,yes_rec,fixed,34,129,4024,0,353,1348,25,10,2317
good,1,owner,46,37,married,no_rec,fixed,44,153,10998,0,1283,1459,98,4,2318
good,25,owner,17,37,married,yes_rec,fixed,45,33,7318,90,303,405,78,-1,2319
good,15,owner,24,28,married,no_rec,fixed,43,125,4123,0,414,854,42,5,2320
good,21,owner,62,38,married,no_rec,fixed,47,229,4874,2601,1555,2553,65,6,2321
good,29,owner,50,60,married,yes_rec,freelance,59,225,18922,1792,619,926,69,11,2322
bad,0,owner,63,23,married,no_rec,others,35,100,7156,2524,1323,1400,91,2,2323
good,7,owner,36,38,married,no_rec,fixed,44,99,3823,0,332,1631,21,6,2324
good,9,rent,48,22,married,no_rec,fixed,47,117,0,0,1537,1606,93,2,2325
bad,0,rent,35,34,married,no_rec,partime,81,248,0,0,1057,1276,75,5,2326
good,18,other,38,49,married,no_rec,fixed,37,116,0,0,603,1371,42,5,2327
good,19,priv,59,52,married,no_rec,fixed,45,76,3479,0,1310,1532,84,2,2328
good,2,rent,34,46,single,no_rec,fixed,47,99,0,0,347,556,65,6,2329
good,8,owner,34,55,married,no_rec,fixed,46,251,5975,0,352,590,64,20,2330
good,13,owner,57,26,married,no_rec,fixed,33,162,3957,0,960,1588,67,8,2331
good,17,rent,61,48,married,yes_rec,fixed,69,123,0,0,1129,1420,85,3,2332
good,31,owner,36,58,married,no_rec,fixed,57,157,7174,0,1024,2993,35,3,2333
good,1,owner,60,61,married,no_rec,others,47,222,9561,0,1151,1207,99,10,2334
good,7,rent,57,55,married,no_rec,fixed,52,99,0,0,751,1088,70,3,2335
good,12,parents,38,27,single,no_rec,fixed,35,105,0,0,498,811,64,5,2336
bad,1,parents,46,37,married,no_rec,partime,57,157,0,0,1003,1202,84,4,2337
good,5,owner,58,48,married,yes_rec,fixed,61,119,13854,0,961,1283,75,4,2338
good,31,rent,24,54,married,no_rec,freelance,66,230,24513,0,1000,2112,47,4,2339
good,20,owner,50,52,married,no_rec,fixed,33,105,2942,0,1041,1733,58,4,2340
good,11,owner,59,39,married,no_rec,freelance,36,125,3623,0,954,1220,83,5,2341
good,11,rent,59,51,married,no_rec,freelance,50,144,0,0,1363,1659,87,4,2342
good,4,parents,47,20,single,no_rec,fixed,33,60,4192,0,582,1293,45,2,2343
bad,2,rent,63,39,married,no_rec,freelance,46,87,0,0,1874,2315,81,2,2344
good,19,owner,24,48,married,no_rec,freelance,37,41,17613,0,1012,1916,56,0,2345
good,25,owner,63,52,married,no_rec,freelance,59,185,83924,0,1612,2152,67,5,2346
good,19,owner,38,48,married,no_rec,fixed,59,137,3409,0,1035,2279,46,3,2347
good,1,parents,25,25,single,no_rec,fixed,46,155,18616,0,489,1466,31,5,2348
good,8,priv,36,31,married,no_rec,freelance,45,158,5334,0,624,1089,56,7,2349
good,11,priv,46,39,married,no_rec,freelance,58,104,9326,0,1156,2032,63,2,2350
good,4,owner,61,39,married,no_rec,freelance,33,134,17494,0,768,1617,53,7,2351
good,2,owner,61,35,married,no_rec,fixed,57,206,4642,3509,722,793,97,9,2352
bad,13,rent,48,28,married,yes_rec,fixed,56,200,0,0,764,1156,68,8,2353
good,27,owner,24,51,married,no_rec,fixed,36,70,2757,0,418,503,82,2,2354
bad,5,parents,24,28,single,yes_rec,freelance,36,32,0,0,413,610,65,0,2355
good,22,owner,38,50,married,no_rec,fixed,72,161,1481,0,902,1223,70,3,2356
good,3,owner,58,29,married,yes_rec,partime,63,126,4885,1013,816,1539,56,4,2357
good,2,owner,35,30,married,no_rec,freelance,33,86,3863,0,1061,1865,59,2,2358
good,6,priv,63,47,married,no_rec,fixed,62,166,2492,285,1228,1574,81,5,2359
good,4,parents,24,38,single,no_rec,fixed,36,153,5288,601,508,1699,31,5,2360
good,1,rent,62,30,married,no_rec,fixed,62,138,0,0,733,1358,50,7,2361
bad,2,parents,36,24,single,no_rec,fixed,34,63,0,0,900,852,98,1,2362
good,0,owner,59,32,single,no_rec,partime,35,299,8312,0,856,1193,71,18,2363
bad,0,rent,49,48,married,no_rec,partime,54,68,0,0,491,955,50,2,2364
bad,2,owner,37,29,single,no_rec,freelance,33,70,2985,0,962,1314,77,1,2365
bad,14,owner,47,48,married,yes_rec,freelance,59,94,151,1,4187,6220,68,0,2366
bad,12,owner,46,27,married,no_rec,fixed,36,135,3643,0,195,1862,10,23,2367
good,25,owner,50,46,married,yes_rec,fixed,36,206,3803,0,796,1787,43,10,2368
good,20,owner,34,48,divorced,no_rec,freelance,34,38,76901,0,1311,1443,87,0,2369
good,19,owner,38,65,married,no_rec,freelance,35,106,5811,0,986,1612,60,3,2370
good,9,owner,57,31,married,no_rec,fixed,43,103,4366,0,1073,1252,84,3,2371
good,15,owner,63,52,married,no_rec,fixed,62,223,4907,0,972,1242,79,9,2372
good,5,parents,62,26,single,no_rec,fixed,36,75,0,0,1250,1296,89,2,2373
bad,1,other,62,32,married,yes_rec,partime,34,119,4020,487,1100,1596,72,4,2374
good,14,owner,62,29,married,yes_rec,fixed,33,191,7104,881,960,1857,53,9,2375
good,9,rent,46,34,married,yes_rec,fixed,85,284,0,0,1009,1580,58,9,2376
good,7,owner,11,46,widow,yes_rec,freelance,76,206,15255,0,587,1095,52,2,2377
good,1,parents,24,21,single,no_rec,fixed,37,65,3053,0,699,1213,54,1,2378
good,20,owner,23,36,married,no_rec,fixed,62,90,4075,0,195,1091,17,4,2379
good,11,owner,60,27,married,no_rec,fixed,33,70,5141,0,1049,1314,84,2,2380
good,1,parents,48,20,single,no_rec,partime,33,161,0,0,1376,1568,93,4,2381
good,2,owner,24,38,married,no_rec,freelance,59,69,4935,0,708,1711,42,0,2382
good,6,parents,47,36,married,no_rec,fixed,44,180,0,0,962,1493,63,6,2383
good,5,owner,57,37,married,no_rec,freelance,47,84,25857,0,1539,1766,84,2,2384
bad,16,owner,59,49,widow,yes_rec,freelance,36,26,14700,2643,918,972,98,-2,2385
good,5,parents,24,26,single,no_rec,partime,34,116,0,0,733,1153,68,2,2386
good,12,owner,57,41,married,no_rec,fixed,45,127,3494,0,1549,1786,85,3,2387
good,6,parents,61,42,married,no_rec,fixed,74,215,0,0,1214,1192,103,7,2388
good,26,owner,34,50,married,no_rec,freelance,59,338,24522,3125,2406,3240,73,4,2389
good,20,other,47,49,married,no_rec,fixed,45,182,0,0,1141,1494,80,5,2390
bad,5,owner,34,36,separated,no_rec,freelance,45,96,1946,0,780,954,76,3,2391
good,3,parents,25,19,single,no_rec,fixed,35,173,1948,0,506,1545,33,6,2392
good,2,owner,50,59,married,no_rec,fixed,46,185,3916,0,1042,1570,70,7,2393
good,10,owner,35,45,married,no_rec,fixed,63,206,6347,0,1337,1725,78,4,2394
good,16,owner,57,30,married,no_rec,fixed,44,41,14477,4580,1534,2586,63,-2,2395
bad,0,rent,59,36,married,no_rec,fixed,66,67,0,0,1187,1429,83,0,2396
good,0,rent,36,26,single,no_rec,partime,45,91,0,0,810,1209,68,2,2397
bad,0,owner,36,27,married,no_rec,freelance,46,67,3384,1575,581,796,78,1,2398
good,4,other,50,20,single,no_rec,fixed,37,246,0,0,1121,1600,68,9,2399
bad,1,rent,38,42,married,yes_rec,fixed,57,91,0,0,488,649,77,2,2400
bad,17,owner,62,42,married,no_rec,fixed,35,150,2625,388,1937,2217,93,3,2401
good,0,parents,12,21,single,no_rec,others,36,41,0,0,205,760,26,0,2402
good,14,owner,47,29,married,no_rec,freelance,44,174,16855,0,1381,2449,58,4,2403
good,14,rent,23,42,married,yes_rec,fixed,41,63,0,0,200,401,50,3,2404
good,8,priv,13,30,single,yes_rec,freelance,35,267,5000,0,1619,3068,54,2,2405
good,8,priv,59,29,married,no_rec,fixed,33,58,8316,5751,2029,2680,80,-1,2406
bad,4,owner,25,21,single,no_rec,fixed,37,99,3349,0,1019,954,96,1,2407
good,10,owner,57,57,married,no_rec,fixed,45,226,14526,0,1171,1403,83,9,2408
good,5,owner,13,60,married,no_rec,fixed,60,122,5186,0,386,1320,29,2,2409
bad,7,rent,50,43,married,no_rec,fixed,43,95,0,0,1238,1642,75,2,2410
good,9,rent,61,33,single,no_rec,fixed,44,90,0,0,1197,1383,87,2,2411
good,19,owner,36,47,married,no_rec,freelance,62,79,42119,0,2155,2140,104,0,2412
good,5,parents,59,23,single,no_rec,freelance,34,86,0,0,939,1164,85,3,2413
good,11,owner,36,39,married,no_rec,fixed,46,205,7622,3804,880,1615,56,5,2414
good,1,parents,17,26,single,no_rec,partime,36,48,0,0,403,1429,30,1,2415
good,21,rent,50,48,married,no_rec,fixed,103,225,0,0,680,937,74,10,2416
good,10,owner,24,49,married,no_rec,freelance,44,98,6254,0,1041,2564,42,1,2417
bad,1,parents,60,27,single,no_rec,partime,36,270,0,0,2449,2626,97,6,2418
bad,3,priv,24,48,married,no_rec,fixed,63,121,3902,1530,827,1002,83,1,2419
good,11,owner,62,39,married,yes_rec,fixed,62,352,5164,0,1301,1785,73,13,2420
good,2,rent,59,35,single,no_rec,fixed,53,169,0,0,1315,1399,96,5,2421
good,17,owner,61,34,married,no_rec,fixed,47,88,3967,0,981,1207,79,3,2422
bad,14,priv,49,47,married,yes_rec,fixed,59,112,2063,1010,884,941,93,2,2423
good,5,parents,13,42,married,no_rec,freelance,36,140,0,0,887,1882,45,1,2424
bad,0,rent,38,26,married,no_rec,partime,41,71,0,0,701,889,78,2,2425
bad,0,parents,38,24,single,no_rec,fixed,37,210,0,0,1124,2093,55,5,2426
bad,0,other,63,28,married,no_rec,freelance,57,44,0,0,1360,1396,91,-1,2427
bad,0,owner,50,49,married,no_rec,partime,33,131,4972,1565,859,1135,72,5,2428
good,9,owner,60,25,married,no_rec,fixed,33,129,4024,0,1010,1203,84,5,2429
good,13,owner,34,51,married,no_rec,freelance,37,79,11509,1923,961,1251,79,1,2430
good,2,other,63,22,married,no_rec,freelance,34,143,0,0,1357,1616,89,4,2431
good,9,rent,49,24,married,no_rec,fixed,65,187,0,0,380,2279,18,17,2432
good,21,owner,49,44,single,no_rec,fixed,35,118,4864,0,933,1440,60,5,2433
bad,0,priv,62,41,married,no_rec,partime,35,85,1549,0,1254,1386,91,2,2434
good,0,owner,63,26,single,no_rec,fixed,37,85,15161,0,1045,1031,95,3,2435
bad,17,owner,17,39,married,yes_rec,freelance,58,98,19696,0,982,1407,72,1,2436
bad,1,priv,50,66,married,no_rec,others,35,106,2008,0,524,1416,37,7,2437
good,2,other,29,22,single,no_rec,fixed,36,50,4973,0,961,1467,69,1,2438
good,29,owner,50,54,married,no_rec,freelance,47,340,37405,0,1542,2192,76,9,2439
good,3,parents,38,27,single,no_rec,fixed,33,86,0,0,1030,2141,48,2,2440
good,16,owner,59,48,married,no_rec,fixed,44,106,3140,0,256,1053,23,13,2441
good,10,other,59,51,single,no_rec,fixed,34,143,0,0,1115,1147,95,6,2442
bad,1,parents,36,27,single,yes_rec,partime,35,349,0,0,599,702,89,17,2443
bad,5,parents,50,27,married,no_rec,fixed,35,178,0,0,1587,1607,95,4,2444
good,3,rent,57,23,single,no_rec,fixed,62,153,0,0,1054,1342,77,5,2445
good,10,owner,59,27,married,no_rec,fixed,72,248,24788,0,1357,1833,74,8,2446
bad,4,rent,38,24,married,no_rec,partime,54,105,0,0,662,712,92,2,2447
good,4,owner,24,47,married,no_rec,fixed,43,132,14290,0,849,1404,64,2,2448
good,1,parents,60,22,single,no_rec,fixed,35,54,83182,0,1171,1459,78,1,2449
good,3,owner,63,51,married,no_rec,fixed,34,117,23988,0,1821,2163,82,3,2450
good,3,owner,62,65,widow,no_rec,others,35,137,2562,0,655,649,93,9,2451
good,0,owner,59,42,married,yes_rec,partime,35,91,3069,1569,1177,1424,85,2,2452
bad,2,ignore,12,32,married,yes_rec,fixed,44,58,3023,0,986,1840,58,0,2453
good,28,owner,49,57,married,no_rec,fixed,34,157,3404,0,999,1567,71,5,2454
good,20,owner,24,44,married,yes_rec,freelance,63,138,10084,0,982,1650,59,2,2455
good,2,parents,59,23,single,yes_rec,fixed,36,77,0,0,1592,1686,92,2,2456
good,21,owner,48,55,married,no_rec,fixed,34,114,5057,0,1565,1672,88,2,2457
good,13,parents,38,28,married,no_rec,fixed,36,177,0,0,1051,1512,75,4,2458
good,5,other,23,31,married,no_rec,fixed,61,116,0,0,403,1618,24,3,2459
good,5,owner,59,25,married,no_rec,fixed,37,53,6243,0,1144,1151,101,1,2460
good,23,owner,47,46,married,no_rec,fixed,90,285,9684,3404,524,1109,44,16,2461
good,1,owner,58,27,married,yes_rec,fixed,37,70,5704,0,1148,2102,54,2,2462
bad,0,rent,12,22,married,no_rec,partime,41,81,0,0,190,1238,18,2,2463
good,40,owner,36,58,married,no_rec,freelance,35,182,17416,3098,501,1494,34,9,2464
good,6,owner,57,21,single,no_rec,fixed,46,228,9905,0,831,992,85,12,2465
good,1,parents,61,34,married,no_rec,fixed,57,354,12483,0,1881,2048,87,9,2466
good,3,parents,48,24,single,no_rec,fixed,33,31,0,0,716,1140,64,0,2467
bad,0,parents,58,23,single,no_rec,partime,33,49,0,0,1298,1354,90,1,2468
good,8,owner,36,25,married,no_rec,fixed,34,191,2936,0,1679,2306,72,3,2469
good,2,rent,60,27,single,no_rec,fixed,45,121,0,0,950,1019,96,4,2470
good,1,parents,57,22,single,yes_rec,freelance,36,73,0,0,783,908,87,3,2471
bad,0,owner,49,41,separated,yes_rec,fixed,62,115,15481,0,763,764,99,4,2472
bad,3,priv,57,35,married,yes_rec,fixed,43,225,997,0,1046,1226,78,10,2473
good,15,owner,48,42,married,no_rec,fixed,59,109,2936,0,510,1745,28,4,2474
bad,8,rent,63,57,married,no_rec,fixed,34,280,0,0,1695,2138,79,8,2475
good,6,rent,59,23,married,no_rec,fixed,47,140,0,0,1043,1067,97,5,2476
bad,0,owner,61,42,married,no_rec,partime,43,39,4450,84,806,866,92,0,2477
good,3,other,58,26,single,no_rec,fixed,35,186,4540,726,1336,1708,86,6,2478
good,1,parents,63,20,married,no_rec,partime,33,90,0,0,1434,1566,91,2,2479
bad,7,rent,60,21,married,no_rec,partime,47,113,0,0,1041,1153,91,4,2480
good,19,priv,60,53,married,no_rec,fixed,43,124,3977,0,1288,1616,74,3,2481
good,0,parents,11,25,single,no_rec,freelance,33,88,0,0,230,237,100,2,2482
good,1,parents,34,23,single,no_rec,fixed,33,95,0,0,1023,1578,64,2,2483
good,4,rent,48,32,married,no_rec,fixed,59,131,0,0,1568,1789,85,2,2484
good,4,parents,28,32,single,no_rec,fixed,37,80,0,0,596,778,74,2,2485
good,2,priv,62,33,married,no_rec,fixed,35,199,10104,2012,718,750,90,12,2486
good,1,other,23,45,married,no_rec,partime,45,69,2402,0,390,609,65,2,2487
good,10,rent,47,51,married,no_rec,fixed,49,125,0,0,475,967,51,8,2488
bad,4,rent,58,60,married,yes_rec,freelance,62,81,0,0,927,2765,33,2,2489
good,3,owner,62,42,married,no_rec,freelance,57,143,13374,0,1937,1963,105,3,2490
good,5,rent,49,26,separated,no_rec,fixed,53,177,0,0,1175,2226,52,5,2491
good,27,owner,48,50,married,no_rec,fixed,63,251,1939,0,1695,2092,86,5,2492
good,6,owner,35,22,married,no_rec,fixed,47,131,3439,1445,633,1123,57,4,2493
good,8,rent,55,30,married,no_rec,fixed,45,80,0,0,988,1262,81,2,2494
bad,15,owner,46,55,married,no_rec,freelance,43,191,15089,3457,1681,1944,78,3,2495
good,7,owner,37,26,married,no_rec,fixed,36,67,2921,764,652,693,88,2,2496
good,19,owner,36,46,married,no_rec,fixed,35,115,12266,1564,1393,1842,78,2,2497
good,10,priv,34,41,married,no_rec,fixed,46,170,11972,4125,260,506,48,11,2498
good,21,parents,37,37,married,yes_rec,freelance,58,62,24695,0,1501,1595,94,0,2499
bad,2,priv,23,40,married,yes_rec,freelance,91,20,4853,0,828,1885,44,-2,2500
good,5,rent,25,38,married,no_rec,fixed,70,96,0,0,702,3013,22,1,2501
good,2,other,34,29,married,no_rec,fixed,45,129,0,0,587,1099,51,5,2502
bad,2,priv,48,45,married,no_rec,others,63,99,4239,0,1292,1224,97,1,2503
good,3,parents,57,24,single,no_rec,freelance,43,66,3966,0,1005,1396,72,2,2504
good,10,rent,34,46,married,yes_rec,fixed,81,402,0,0,823,4476,18,14,2505
bad,10,owner,48,36,married,no_rec,fixed,44,66,4863,335,953,1515,66,1,2506
good,4,parents,63,25,single,no_rec,fixed,36,106,2532,2091,1027,1010,95,3,2507
good,2,parents,49,27,married,no_rec,fixed,43,162,0,0,1155,1414,77,5,2508
good,21,owner,29,54,married,no_rec,freelance,77,215,26121,0,1149,1854,54,4,2509
good,0,parents,49,18,single,no_rec,partime,33,55,0,0,1190,1293,93,1,2510
good,1,owner,12,34,married,no_rec,freelance,60,256,11481,0,400,617,64,6,2511
good,4,rent,62,28,married,yes_rec,fixed,60,140,1050,0,1240,1316,98,4,2512
good,17,owner,59,53,married,yes_rec,fixed,44,179,5109,0,1523,1518,97,5,2513
good,1,rent,63,23,married,yes_rec,fixed,55,90,0,0,1422,1666,89,2,2514
good,15,priv,57,29,married,no_rec,fixed,58,101,2378,774,967,1374,73,2,2515
bad,0,rent,61,36,married,no_rec,others,47,116,0,0,866,1482,63,5,2516
good,6,other,58,21,married,no_rec,fixed,43,127,0,0,1248,1445,85,4,2517
bad,10,priv,61,29,married,no_rec,fixed,33,125,1934,0,1676,1639,105,3,2518
bad,10,owner,59,60,married,no_rec,fixed,60,76,5899,0,1107,1108,95,1,2519
good,4,other,38,27,single,no_rec,freelance,34,43,0,0,200,786,26,1,2520
good,6,priv,62,36,married,no_rec,fixed,46,165,2902,1167,931,1689,55,7,2521
good,2,owner,49,50,married,no_rec,fixed,37,84,4024,0,871,1174,75,3,2522
good,15,parents,62,33,married,no_rec,fixed,37,100,0,0,1432,1486,100,3,2523
bad,0,other,35,19,single,no_rec,fixed,33,99,0,0,663,676,96,4,2524
good,3,priv,57,27,married,no_rec,fixed,45,197,3560,972,673,1132,67,13,2525
good,2,owner,35,22,single,no_rec,freelance,45,137,9943,0,1228,1399,89,3,2526
bad,2,parents,61,25,single,yes_rec,partime,35,64,0,0,1451,1798,75,1,2527
good,5,parents,59,29,married,no_rec,freelance,45,193,0,0,1938,2274,90,4,2528
good,2,owner,48,57,married,yes_rec,fixed,43,201,14651,0,1301,2667,47,6,2529
good,24,owner,24,48,married,no_rec,fixed,36,101,3337,0,219,512,44,7,2530
good,9,parents,59,25,married,no_rec,fixed,35,174,0,0,1261,1493,82,7,2531
good,15,owner,23,40,married,no_rec,fixed,59,187,4535,0,610,1717,35,5,2532
bad,7,owner,59,36,married,no_rec,fixed,43,123,3874,0,2046,2181,87,2,2533
good,17,priv,50,51,married,no_rec,fixed,44,126,2989,486,505,954,49,8,2534
good,24,owner,49,45,married,no_rec,fixed,100,136,2506,0,738,983,76,2,2535
good,2,owner,25,29,single,no_rec,fixed,35,122,9311,0,497,1794,26,4,2536
bad,15,owner,57,40,married,yes_rec,fixed,63,149,5210,2492,1196,1435,89,3,2537
good,19,priv,46,36,married,no_rec,fixed,58,55,2575,0,892,1244,70,0,2538
good,36,rent,62,57,married,no_rec,fixed,54,207,0,0,1372,1542,87,7,2539
good,2,rent,50,29,married,no_rec,freelance,86,311,0,0,1517,2343,67,7,2540
good,6,parents,46,48,married,no_rec,fixed,33,197,0,0,800,1522,57,10,2541
good,1,owner,24,57,married,no_rec,others,71,96,3907,0,411,1140,37,1,2542
good,15,owner,18,34,married,yes_rec,fixed,63,141,12438,249,256,545,48,6,2543
good,1,rent,37,28,single,no_rec,fixed,51,148,0,0,720,832,79,5,2544
good,5,priv,23,40,married,no_rec,fixed,60,86,840,0,244,861,29,2,2545
good,1,owner,59,34,married,no_rec,fixed,58,95,3545,0,1188,1232,101,2,2546
bad,5,rent,36,32,married,yes_rec,freelance,62,41,14808,0,1273,1436,91,-1,2547
good,0,parents,59,41,married,no_rec,freelance,44,68,0,0,1338,1804,69,1,2548
good,8,rent,59,33,married,no_rec,fixed,65,208,0,0,2037,2225,85,4,2549
bad,15,priv,17,29,married,no_rec,fixed,47,68,2917,0,205,408,48,2,2550
good,17,owner,34,45,married,no_rec,freelance,57,113,4389,0,686,1300,49,3,2551
good,21,owner,28,54,married,yes_rec,fixed,45,82,3461,0,245,1323,20,5,2552
good,0,owner,47,31,married,no_rec,fixed,45,124,3812,0,965,1564,67,4,2553
good,0,rent,58,33,single,no_rec,fixed,61,248,0,0,1707,1689,98,7,2554
good,16,rent,46,54,married,no_rec,fixed,173,331,0,0,898,1027,78,9,2555
bad,10,priv,18,47,married,yes_rec,freelance,34,49,3998,354,394,483,81,0,2556
good,5,parents,57,23,single,no_rec,fixed,35,122,0,0,927,1221,76,6,2557
good,3,owner,50,26,married,yes_rec,freelance,34,78,37,0,509,1704,31,4,2558
good,0,owner,35,44,married,no_rec,freelance,71,39,10480,0,788,1114,74,-2,2559
bad,0,owner,42,40,married,no_rec,freelance,61,123,4064,0,2080,2460,81,1,2560
good,0,owner,50,23,married,no_rec,partime,37,156,5074,3078,965,1467,72,4,2561
good,5,rent,35,29,married,no_rec,freelance,44,107,0,0,405,770,56,6,2562
bad,1,priv,63,40,married,yes_rec,fixed,43,75,4004,0,1315,1698,78,1,2563
bad,1,rent,37,39,separated,yes_rec,others,53,63,0,0,475,679,74,1,2564
good,5,rent,37,28,married,no_rec,fixed,72,138,0,0,824,825,95,3,2565
bad,0,priv,62,32,married,no_rec,partime,34,103,2928,2459,984,1230,80,3,2566
good,5,priv,61,24,single,no_rec,fixed,36,184,2016,0,1392,1719,84,6,2567
bad,2,owner,60,33,married,no_rec,partime,46,77,2540,0,1001,1190,85,2,2568
good,2,owner,46,52,married,no_rec,freelance,57,249,6473,50,862,1136,85,10,2569
good,25,owner,37,55,married,no_rec,fixed,47,360,70,0,1001,2545,39,12,2570
good,6,parents,25,27,single,no_rec,fixed,44,144,6792,0,858,1293,66,3,2571
good,2,owner,59,25,married,no_rec,fixed,33,155,6021,4194,1332,1494,98,3,2572
good,10,rent,59,48,married,no_rec,fixed,55,91,0,0,431,1323,35,5,2573
good,0,rent,62,33,married,no_rec,others,62,102,5138,0,1246,1624,83,2,2574
good,2,owner,23,47,married,yes_rec,freelance,34,91,6920,0,802,2437,35,2,2575
good,4,other,23,43,married,no_rec,freelance,43,131,0,0,391,1050,35,5,2576
good,14,owner,60,29,married,no_rec,fixed,43,107,4387,933,1362,1590,82,3,2577
good,2,rent,61,41,married,no_rec,fixed,91,147,0,0,1240,1248,105,2,2578
bad,3,parents,50,27,single,no_rec,freelance,37,79,0,0,1353,1879,73,2,2579
good,14,rent,61,39,divorced,no_rec,fixed,83,125,0,0,1424,1464,95,1,2580
bad,5,parents,60,39,married,yes_rec,fixed,45,96,0,0,1412,1349,96,2,2581
good,14,owner,13,44,separated,no_rec,freelance,36,85,15458,0,1007,1949,53,1,2582
good,1,parents,49,28,single,no_rec,fixed,34,71,12855,0,951,1271,78,2,2583
bad,0,owner,59,33,married,no_rec,others,47,77,4148,0,1793,2098,83,1,2584
good,2,parents,62,32,married,no_rec,partime,77,63,0,0,1113,1408,85,-1,2585
good,2,owner,46,35,married,no_rec,fixed,43,175,4429,3134,313,1101,26,15,2586
good,7,owner,62,49,married,no_rec,freelance,43,232,8862,0,1512,1643,86,7,2587
good,6,other,60,35,married,no_rec,fixed,71,99,0,0,1238,1735,65,1,2588
good,4,owner,35,36,married,no_rec,fixed,43,72,4072,0,801,805,95,1,2589
bad,2,rent,48,22,single,no_rec,partime,51,154,0,0,1244,1681,78,4,2590
good,20,parents,36,41,married,no_rec,freelance,58,355,34579,0,1829,2456,77,5,2591
bad,1,rent,38,45,married,no_rec,partime,79,72,0,0,870,1460,57,0,2592
good,10,parents,62,32,married,no_rec,fixed,63,203,818,0,1763,2446,74,4,2593
good,26,owner,60,53,divorced,yes_rec,fixed,33,70,38060,499,1196,1481,75,1,2594
bad,14,owner,57,32,married,no_rec,fixed,62,105,6729,3637,1208,1254,100,0,2595
good,1,parents,46,23,single,no_rec,partime,33,108,0,0,823,1323,62,4,2596
good,1,parents,46,23,single,no_rec,fixed,34,77,0,0,1006,1442,69,2,2597
good,25,owner,34,44,married,no_rec,fixed,93,95,6044,0,507,1499,32,1,2598
good,5,owner,36,46,married,no_rec,freelance,62,77,4192,0,342,402,86,2,2599
