id,Status,Time,Amount,Price
1428,good,48,1300,1501
1429,bad,60,1000,1110
1430,bad,60,1570,1914
1431,good,60,1000,1537
1432,bad,48,400,1751
1433,good,24,800,1197
1434,good,36,500,670
1435,bad,36,600,785
1436,good,60,1450,1457
1437,bad,36,500,1050
1439,good,48,1170,1297
1440,good,60,1400,1460
1441,good,36,400,1908
1443,good,60,625,1083
1444,good,18,700,1073
1445,good,60,800,860
1448,good,60,1100,1150
1449,good,18,300,450
1450,good,60,1000,1688
1452,bad,36,500,1100
1453,good,42,800,1687
1454,good,48,1640,1649
1456,good,12,300,1056
1458,bad,48,1300,1600
1459,good,48,350,1511
1460,good,36,1950,2074
1461,good,60,450,911
1462,bad,36,500,700
1463,good,24,500,974
1464,bad,12,300,500
1465,bad,36,2100,2300
1466,good,60,1175,1375
1469,good,60,1150,1850
1470,good,48,1300,1561
1471,bad,60,1300,1510
1472,bad,60,1580,1756
1473,bad,60,1400,1420
1474,bad,48,1050,1238
1475,bad,36,775,850
1476,bad,60,1030,1170
1477,good,60,1500,1856
1478,bad,60,1400,1703
1479,bad,60,1300,1795
1480,good,36,2000,2961
1481,good,36,1000,1426
1482,good,24,800,1472
1483,good,60,1200,1670
1484,bad,60,900,1777
1486,bad,60,1300,1588
1488,bad,60,870,875
1489,good,48,770,872
1490,good,48,1300,1410
1491,bad,60,1000,1055
1492,good,30,850,2243
1494,good,36,475,800
1495,bad,60,1400,1702
1496,good,48,1100,2080
1497,good,60,610,1027
1499,good,48,1600,2078
1500,bad,48,900,1312
1501,bad,60,1400,1847
1502,good,36,800,1158
1503,bad,48,1500,2977
1504,bad,24,175,300
1505,bad,60,900,1056
1506,good,48,460,1589
1507,good,48,1000,1698
1508,good,12,250,1000
1509,bad,60,1000,1310
1512,good,60,700,1700
1513,good,36,950,1566
1514,good,60,1200,1731
1515,good,42,750,830
1516,good,36,1900,2200
1517,good,48,1150,1348
1519,good,48,1450,1769
1520,good,48,1350,1819
1521,good,48,500,862
1522,bad,60,1175,1800
1523,bad,60,1900,2530
1524,bad,36,690,790
1525,good,18,800,1717
1526,good,24,600,950
1528,bad,36,500,525
1530,good,60,800,1235
1531,bad,60,850,1104
1532,good,12,1800,2309
1533,bad,60,1600,1815
1535,good,60,1500,1531
1536,good,60,1150,1230
1537,bad,48,1000,1041
1538,good,30,500,635
1539,good,24,400,1224
1540,bad,36,1000,1905
1542,bad,60,1300,1350
1543,good,36,550,700
1544,good,48,1300,1495
1545,bad,60,1700,2329
1546,good,36,900,943
1547,good,30,700,1460
1548,good,48,700,1703
1549,good,24,400,1195
1550,bad,60,1250,1442
1551,bad,60,1100,1340
1553,good,60,1450,1564
1554,bad,60,1540,1770
1555,bad,36,400,882
1556,good,36,1000,1187
1557,good,48,1000,1000
1558,good,36,600,675
1559,good,36,430,1132
1560,bad,60,480,1481
1561,good,60,1250,1350
1562,bad,48,2000,2397
1564,good,48,800,1137
1566,bad,36,450,450
1568,bad,48,1300,1582
1570,good,60,1500,1525
1571,bad,60,1500,1600
1574,bad,48,1650,1679
1576,bad,48,1100,1729
1577,bad,60,1100,1260
1579,bad,12,675,1387
1581,bad,48,1450,1610
1582,bad,48,1200,1215
1583,good,60,1170,1398
1584,bad,36,450,625
1585,good,60,900,1200
1587,good,12,1000,1300
1588,good,48,1200,1450
1589,good,60,1100,1134
1590,bad,36,375,575
1591,good,60,1000,1230
1592,good,36,1600,2122
1593,bad,48,1100,1335
1594,good,36,1000,1818
1595,bad,60,1150,1565
1596,bad,60,750,936
1597,bad,48,1000,1603
1601,bad,36,2500,3350
1602,good,60,1600,1739
1603,good,60,1300,1785
1604,good,60,1250,1549
1605,good,12,1250,1721
1608,good,60,950,1050
1609,good,36,500,1686
1610,good,24,1800,3669
1611,good,36,1000,1155
1612,bad,60,1400,1490
1613,good,36,1000,1597
1614,good,36,700,1100
1616,good,48,1000,3313
1617,bad,60,1400,1496
1618,bad,36,500,500
1619,good,36,1000,2335
1620,bad,36,375,500
1622,good,48,800,1210
1623,bad,48,1300,2058
1624,good,60,1500,2659
1625,good,48,700,1054
1626,good,60,1000,1312
1628,good,48,800,889
1630,good,60,940,1379
1632,good,60,1100,1286
1635,good,24,400,500
1637,good,60,800,1373
1640,good,60,1100,1220
1641,good,24,1000,2256
1642,good,36,1510,1625
1643,bad,48,1500,1768
1644,bad,48,700,987
1645,bad,48,887,887
1646,bad,36,1300,1700
1647,good,24,1300,2063
1648,good,36,550,700
1649,bad,48,1500,1756
1650,good,48,800,1111
1651,bad,36,500,625
1652,good,48,1350,1519
1653,bad,60,2250,2850
1654,good,48,1400,1565
1656,good,48,500,600
1657,good,60,400,1244
1658,good,12,600,670
1659,bad,60,1700,2210
1660,bad,48,1200,1521
1662,bad,48,1300,1440
1663,bad,48,1870,2217
1666,good,48,740,1325
1667,good,24,600,943
1668,good,60,1400,1432
1669,bad,48,1300,1573
1670,good,48,800,1015
1671,good,30,600,1127
1672,bad,24,1300,1372
1673,good,60,1100,1519
1674,good,60,1100,1222
1676,bad,60,1500,1670
1677,good,24,1900,3088
1678,bad,60,1170,1362
1679,good,36,600,1690
1680,good,60,1100,1650
1681,good,36,1000,2355
1682,bad,60,1700,1888
1683,good,60,2180,2654
1684,good,36,1590,1597
1685,good,30,700,1054
1686,good,60,1200,1823
1687,good,48,1000,1303
1688,good,60,1700,2290
1690,good,48,700,2684
1691,good,36,425,1175
1692,good,36,1350,1406
1693,good,36,1200,2267
1694,bad,36,900,1150
1695,good,48,1000,1300
1696,bad,60,1500,1750
1697,good,36,1000,1298
1698,good,36,525,625
1699,good,60,1400,1702
1700,good,36,450,500
1702,good,60,830,1700
1703,good,48,1000,1300
1704,good,60,1400,1538
1705,good,48,1100,1200
1707,good,60,1000,1678
1708,bad,60,1400,1600
1710,good,60,1000,1297
1711,good,36,700,770
1712,bad,36,450,450
1714,good,60,1000,1147
1715,good,12,150,550
1716,good,36,800,870
1717,good,36,1000,1500
1718,good,12,1000,3081
1719,good,60,1500,1812
1720,good,24,600,1097
1721,bad,60,1465,1544
1722,bad,24,425,590
1723,good,60,1100,1563
1724,good,60,1100,1387
1725,bad,60,900,960
1726,bad,60,1350,1364
1727,bad,48,1100,1427
1728,good,36,700,875
1729,good,60,820,875
1730,good,60,2250,2250
1731,good,36,700,1693
1732,bad,60,1300,1850
1733,good,36,1400,3959
1734,good,60,1000,1627
1735,bad,60,1400,1646
1736,bad,60,1200,1503
1737,good,48,1000,1295
1738,bad,36,1220,1745
1739,good,24,200,300
1740,bad,36,1300,2276
1741,good,60,1500,2230
1743,good,48,770,1129
1744,good,48,1100,1664
1745,bad,60,1000,1142
1748,bad,42,1100,1135
1749,good,60,1200,1296
1751,good,24,350,975
1752,good,48,1250,1525
1753,bad,36,1000,1304
1755,good,60,950,1386
1756,good,60,1200,1506
1757,bad,48,1145,1145
1758,good,36,450,1388
1762,good,36,300,495
1763,good,36,560,1163
1764,good,36,350,400
1766,good,48,1200,1240
1767,good,48,550,2340
1770,good,36,1075,1631
1771,good,60,943,1018
1772,good,18,450,1678
1773,good,48,600,790
1774,bad,48,1300,1696
1775,good,60,1225,1360
1776,bad,60,1700,1700
1778,good,12,400,1202
1779,good,60,1450,1600
1780,good,60,1000,1290
1781,bad,60,1400,1557
1782,good,60,1300,1347
1783,good,36,2700,3560
1785,good,12,400,1454
1786,bad,12,1000,1844
1788,bad,60,1450,1490
1789,good,48,900,1281
1790,good,60,1310,1464
1791,good,48,900,1045
1794,bad,60,1700,1878
1795,bad,48,1550,1839
1796,good,60,1100,1100
1797,good,24,1318,1318
1798,good,36,450,680
1800,good,24,1000,2436
1801,good,18,600,1150
1802,bad,60,1800,2292
1803,good,48,1000,1429
1804,good,36,900,1125
1805,bad,60,2200,2538
1806,good,48,400,1415
1807,good,24,1650,2261
1808,good,42,1150,1397
1809,good,60,930,1135
1810,good,48,1200,1290
1811,good,36,687,687
1812,good,18,800,1017
1813,good,36,500,690
1814,good,36,700,1296
1815,good,60,2000,2240
1816,good,36,500,1400
1818,good,60,750,850
1819,good,24,1400,2060
1820,good,60,1350,1553
1821,bad,60,1300,1566
1822,good,60,600,1735
1823,good,60,1650,1816
1824,bad,60,280,855
1825,bad,60,850,882
1826,good,36,750,857
1827,bad,60,800,990
1828,good,24,250,1400
1829,good,36,400,1062
1831,good,24,370,1555
1833,good,24,600,1118
1835,good,60,1500,1878
1836,bad,60,1150,1152
1837,good,36,400,428
1838,good,36,1500,1700
1839,good,18,175,225
1841,bad,60,1530,1586
1842,good,48,1100,1298
1843,good,60,1000,1057
1844,good,48,795,1458
1847,good,60,900,996
1848,good,36,1200,1620
1849,good,48,1100,1382
1850,good,36,800,1180
1851,bad,48,1350,1518
1852,good,18,800,1615
1853,good,48,2500,2976
1854,good,36,900,1888
1855,good,60,1100,1481
1856,good,30,1086,1086
1857,good,60,1000,1594
1858,good,60,1200,2100
1860,good,60,1100,1152
1861,bad,60,1350,1743
1862,bad,60,1000,1034
1864,good,60,1300,1682
1866,good,36,1000,1688
1867,good,36,875,950
1868,good,60,1250,1391
1869,bad,36,800,1000
1870,good,24,740,2095
1871,good,24,500,1214
1872,good,48,1700,1797
1873,bad,24,700,1229
1874,good,48,1600,2075
1875,good,60,1000,1000
1876,good,60,1150,1497
1877,bad,36,550,600
1878,bad,60,2000,3467
1879,good,60,1000,1317
1880,bad,36,750,875
1881,good,60,850,1044
1882,good,60,1600,1700
1884,bad,48,660,1461
1885,good,60,1500,1519
1886,good,60,800,1177
1887,good,60,950,1164
1888,bad,18,5000,6500
1889,good,60,1250,1490
1890,good,48,800,1300
1891,good,48,1250,1550
1892,good,60,1250,1500
1893,bad,36,2100,2100
1894,bad,36,250,450
1895,bad,60,1300,1500
1896,bad,30,250,550
1897,good,60,1200,1682
1898,bad,36,800,1250
1899,good,60,1250,1668
1900,bad,60,1450,1450
1901,bad,60,1100,1300
1902,good,12,500,1909
1903,bad,48,1300,1491
1904,bad,60,1350,1427
1905,good,60,1660,1838
1906,good,48,1000,1400
1907,good,36,1000,1300
1908,good,18,700,2243
1910,good,36,600,940
1911,good,12,400,1127
1912,good,36,1000,1300
1913,good,36,1400,2438
1914,good,60,750,829
1915,bad,48,1200,1366
1916,bad,60,1150,1297
1917,good,60,1350,1498
1919,good,60,1500,1813
1921,bad,48,800,1566
1922,bad,60,850,996
1923,good,24,500,788
1926,good,48,1085,1736
1927,good,12,500,1504
1928,good,12,200,1156
1929,bad,60,1400,1850
1930,good,48,1000,1301
1931,good,24,1000,1588
1932,good,48,700,1100
1933,good,54,500,1116
1934,good,36,1740,2340
1935,good,60,1245,1503
1936,bad,48,1500,1637
1938,good,6,500,1825
1939,good,36,800,960
1940,good,60,700,1504
1941,bad,48,1800,1809
1942,bad,60,1900,2260
1943,bad,12,350,999
1945,good,36,500,550
1946,good,18,600,1850
1947,good,36,800,800
1948,good,6,800,1804
1949,good,60,1400,2099
1950,good,36,800,2200
1952,good,12,500,1500
1953,good,12,300,850
1954,bad,60,1500,1537
1956,bad,36,675,775
1957,bad,48,600,700
1958,good,24,750,1705
1959,good,36,600,848
1960,bad,60,1200,1380
1961,good,48,1700,2481
1963,good,36,550,590
1964,good,12,350,350
1965,bad,48,1250,1757
1966,good,60,1100,1378
1968,good,36,800,1151
1970,good,24,350,1097
1971,bad,60,600,847
1974,bad,36,1500,4500
1975,bad,48,1400,1463
1976,good,60,1350,1610
1977,good,48,750,797
1979,good,48,2000,2284
1980,good,60,1350,1445
1981,good,60,1250,1455
1982,good,48,900,1204
1985,good,60,1600,1796
1986,good,60,1500,1558
1988,bad,36,800,950
1990,bad,36,500,800
1991,good,36,350,450
1992,good,42,1300,1683
1993,bad,48,1500,1575
1994,good,60,700,873
1996,good,36,750,900
1999,good,48,750,1431
2000,good,36,1200,1397
2001,bad,36,1000,1800
2003,good,12,1000,2000
2005,bad,60,2500,2664
2006,bad,48,1100,1100
2007,good,60,1050,1490
2009,good,48,1200,1483
2010,good,60,1300,1681
2011,good,36,700,850
2012,good,48,1450,1474
2013,good,60,1350,1729
2014,good,36,600,1604
2015,bad,60,1300,1450
2016,bad,60,400,790
2017,good,36,600,900
2019,good,24,1150,2244
2020,good,48,1600,1856
2021,bad,60,800,949
2022,bad,60,850,930
2023,bad,36,600,1415
2024,good,36,600,1206
2025,good,60,900,1500
2026,good,30,775,1100
2027,good,60,800,1246
2028,good,36,1000,1387
2029,good,60,750,856
2030,good,12,500,1595
2032,bad,60,1500,1648
2033,bad,24,1750,2038
2034,good,24,350,350
2035,good,36,450,550
2036,good,36,625,725
2037,bad,60,1700,1700
2038,bad,36,1000,1600
2039,good,60,1300,1409
2041,good,60,700,2061
2042,good,48,1100,1537
2043,good,60,1550,1657
2044,good,36,700,1400
2045,good,24,2000,3400
2046,good,60,1650,1800
2047,good,36,1000,2050
2048,good,36,500,1135
2050,good,60,1100,1263
2051,good,36,600,2467
2053,good,60,950,1175
2054,good,36,600,1180
2055,bad,60,1500,1967
2056,good,60,800,1200
2057,bad,60,1450,1450
2060,good,60,800,1293
2062,bad,60,1250,1742
2063,good,12,800,2335
2064,good,12,1350,1612
2065,bad,48,1200,1410
2066,good,48,1550,2294
2067,good,36,500,1600
2070,good,24,325,1365
2071,bad,24,450,600
2072,good,60,500,1205
2074,bad,48,1100,1376
2075,good,48,1150,1400
2076,good,60,1070,1172
2078,bad,30,1200,1426
2079,bad,60,1750,1750
2080,good,60,1300,1648
2081,bad,60,2500,2860
2082,bad,60,2000,2220
2083,bad,48,2000,2580
2084,good,24,1000,1751
2086,good,36,800,1762
2087,good,60,1800,2218
2090,good,36,1000,1831
2091,good,48,900,1041
2093,bad,48,900,1022
2095,good,48,350,1526
2096,good,36,1000,1888
2097,good,60,1600,1852
2098,good,36,700,1018
2099,good,60,1000,1300
2100,good,36,300,850
2103,good,36,1400,1568
2104,good,36,2500,2700
2105,good,24,983,1200
2106,good,18,500,2071
2108,bad,60,1100,1297
2109,good,36,600,690
2110,bad,48,2000,2196
2111,bad,60,1800,1979
2112,good,48,1450,1698
2114,good,48,1000,1575
2115,good,60,1500,2360
2116,bad,60,1000,1026
2117,good,60,1600,1661
2119,good,30,500,1634
2120,good,60,1150,1683
2122,good,36,800,1054
2123,good,48,850,1344
2124,good,60,1250,1301
2125,good,36,700,1338
2126,good,36,1100,1489
2127,good,60,1000,1568
2129,good,48,650,869
2130,bad,48,1100,1409
2131,bad,60,1650,2200
2132,good,60,1200,1541
2133,good,60,750,997
2134,good,36,1400,1705
2135,good,24,1600,4200
2136,bad,60,750,784
2137,good,48,1000,1541
2138,bad,36,900,975
2139,good,36,450,575
2140,bad,60,1350,1520
2141,good,60,550,2055
2142,good,60,1000,1656
2143,good,36,275,300
2145,bad,36,400,425
2146,bad,48,1575,1702
2147,good,48,660,933
2149,good,60,1450,2009
2150,good,36,500,600
2151,bad,60,2700,3700
2153,bad,36,950,950
2155,bad,60,1600,1759
2156,good,48,1420,1595
2157,good,48,1250,1484
2158,good,60,1100,2035
2159,good,36,950,1339
2160,good,60,1400,1675
2161,good,24,1500,2070
2162,good,60,600,1400
2163,good,36,400,450
2164,good,60,960,960
2165,good,18,280,434
2167,good,36,600,980
2168,good,60,1000,2300
2170,good,60,1500,1736
2171,good,48,700,1100
2172,bad,12,225,375
2173,good,60,500,1418
2174,bad,36,800,1165
2175,good,36,910,1128
2176,bad,36,1000,1200
2178,bad,48,1350,1357
2179,good,60,1330,1935
2180,good,36,550,850
2181,good,60,1200,1661
2182,bad,30,500,650
2183,good,48,1100,1487
2184,good,12,550,800
2185,bad,36,500,715
2187,good,48,1195,1244
2189,good,48,1300,2094
2191,good,24,325,425
2193,good,60,930,955
2194,bad,48,1800,2196
2195,bad,48,900,975
2196,good,60,800,1054
2197,good,48,1400,1635
2198,good,48,1300,1700
2199,good,60,1500,1645
2200,bad,60,2000,2700
2202,good,60,1500,1797
2206,bad,36,500,1350
2207,bad,60,1140,1461
2208,bad,36,450,550
2209,good,24,700,1299
2210,good,48,400,1195
2211,good,60,1000,1350
2212,good,36,700,1553
2213,bad,60,1400,1996
2214,good,24,600,1589
2215,bad,60,1000,1067
2216,bad,48,700,975
2218,good,60,1600,1682
2219,bad,60,750,1302
2220,good,60,1050,1383
2221,good,48,1000,1300
2222,bad,12,190,693
2223,bad,30,450,500
2225,good,60,1250,1400
2226,good,36,780,1785
2227,good,48,660,933
2228,bad,24,1000,1795
2229,good,48,1320,1600
2230,good,48,950,1290
2231,good,60,870,979
2232,good,48,800,1651
2233,good,36,600,650
2234,good,48,900,980
2235,good,36,700,795
2236,good,60,2900,4600
2237,good,48,1575,2082
2238,good,60,1400,1461
2239,good,60,1000,1140
2240,good,60,1400,1531
2241,bad,60,900,1286
2242,good,60,1050,1190
2244,good,60,1500,1800
2245,good,60,1200,1271
2246,good,24,1000,1923
2247,good,12,200,431
2248,bad,24,500,650
2249,good,60,1800,2450
2250,good,36,975,1576
2251,good,36,1100,1460
2252,good,36,1000,1310
2254,good,24,700,1461
2255,good,48,800,900
2256,good,48,1600,1661
2257,good,60,1300,1525
2259,bad,60,1500,1702
2261,good,48,800,1218
2262,bad,60,1600,1601
2264,good,60,900,1014
2265,good,48,1700,2437
2266,good,60,1600,1700
2267,good,36,1100,1897
2268,good,24,350,1158
2269,good,48,850,1000
2270,good,24,900,1635
2271,good,48,1280,1879
2273,bad,36,700,900
2276,good,60,1500,2250
2277,bad,24,250,250
2279,bad,48,1000,1100
2280,good,48,500,800
2281,good,48,1180,1442
2283,good,12,500,1230
2284,good,48,750,954
2285,good,24,800,1230
2286,good,6,500,1402
2287,bad,60,2050,2050
2288,good,60,850,1618
2289,bad,60,1500,1912
2290,bad,60,1250,1600
2291,good,36,600,850
2292,good,36,525,800
2293,good,60,1400,2035
2295,good,60,650,1584
2296,bad,18,300,400
2297,good,36,1000,1670
2298,good,60,1200,1823
2299,bad,48,150,816
2300,bad,48,1650,2165
2301,bad,60,850,884
2302,good,12,400,1531
2303,good,48,1250,1650
2304,bad,60,1000,1248
2305,good,48,1100,2500
2306,good,36,500,1288
2307,bad,36,600,750
2309,good,48,880,882
2311,bad,48,1070,1378
2312,good,12,400,2575
2313,good,60,1350,1442
2314,good,36,700,1300
2315,good,60,1000,1252
2316,good,60,800,1517
2317,good,36,900,1501
2318,bad,36,800,800
2319,good,48,1000,1242
2320,bad,60,1250,1293
2321,good,48,1200,1952
2322,bad,36,375,375
2323,good,42,1000,1900
2324,good,60,1000,1163
2325,good,60,1000,1206
2327,good,48,1000,1560
2328,good,36,1000,1204
2331,good,36,1000,1440
2332,good,24,600,1243
2333,bad,48,1300,1608
2334,good,60,1500,2600
2335,good,30,600,850
2336,good,60,850,1105
2337,good,60,1100,1388
2338,bad,60,1618,1618
2339,good,18,350,1236
2340,good,36,700,1631
2341,good,60,1870,2622
2342,good,60,1100,1738
2343,good,60,1300,1579
2344,good,48,1100,1192
2345,bad,36,400,525
2346,good,36,400,935
2347,good,24,400,1100
2349,good,60,1400,1640
2350,good,60,900,1436
2351,good,60,900,1700
2352,bad,60,949,949
2353,bad,60,1200,1476
2354,good,60,1020,1648
2355,bad,60,1100,1131
2356,good,48,1000,1350
2357,good,24,500,2070
2358,good,48,750,1590
2361,good,48,1200,1636
2362,good,18,600,925
2364,bad,48,1800,2417
2366,good,24,350,400
2370,good,60,1500,2730
2371,good,60,800,994
2372,good,48,700,1172
2373,good,36,1000,1364
2375,good,54,850,1050
2376,good,60,900,1430
2377,bad,36,900,1000
2378,good,36,800,1600
2379,good,36,500,1472
2380,bad,36,2000,2300
2381,good,48,1200,2472
2382,bad,48,900,1300
2384,bad,60,4000,6700
2385,good,36,500,1026
2386,good,60,1500,1531
2388,good,36,1500,2000
2389,good,24,590,894
2390,good,36,350,950
2391,good,60,850,1213
2394,bad,60,800,865
2395,good,60,2000,2086
2396,good,24,1000,1603
2397,good,12,900,2327
2398,bad,36,1450,1500
2399,good,36,550,999
2401,good,48,500,980
2402,good,12,700,1568
2403,good,60,1000,1297
2404,good,12,200,1338
2405,bad,48,1000,1492
2406,good,60,900,1082
2407,bad,24,500,640
2408,good,60,1100,1670
2409,bad,60,1400,1410
2412,good,36,500,1531
2413,bad,60,1400,1612
2414,good,36,1500,2050
2415,bad,60,1200,1457
2416,bad,36,1300,1813
2418,good,60,1550,1850
2419,good,24,600,1350
2420,good,60,950,1169
2421,good,60,1450,1575
2422,good,36,965,1265
2423,bad,60,1450,1657
2424,good,60,1400,1714
2425,bad,48,1140,1143
2426,good,24,550,1319
2427,good,24,480,620
2430,good,18,500,1727
2432,bad,36,1200,1730
2433,good,36,400,1661
2435,good,60,1600,1647
2438,good,48,1000,1641
2440,good,36,1000,2223
2441,good,60,1450,1970
2442,good,60,1000,1097
2443,bad,48,1500,1637
2445,good,42,200,829
2447,bad,60,1700,1777
2448,good,60,1250,1461
2449,bad,30,800,1452
2450,good,48,1100,1467
2451,good,48,400,975
2452,bad,36,1300,1736
2453,bad,36,2000,2500
2454,bad,36,650,975
2455,bad,60,2400,2500
2456,good,36,900,1210
2457,good,48,650,824
2459,good,24,700,982
2460,good,48,1000,1189
2461,bad,60,700,969
2462,good,36,1050,1055
2463,bad,60,2000,2250
2464,good,36,900,1150
2465,good,36,775,925
2466,good,36,1000,1243
2468,good,48,825,1661
2469,bad,48,850,1053
2470,good,36,3875,5175
2471,good,48,1200,1590
2473,good,60,1000,1844
2474,good,60,1500,1671
2475,bad,36,1000,1620
2476,good,60,1350,1496
2477,good,48,700,940
2478,good,48,700,1580
2479,good,36,1400,1490
2480,good,60,1350,1609
2481,good,48,1000,1777
2482,bad,60,1250,1250
2484,bad,60,600,1690
2485,good,60,1000,1353
2486,good,36,250,1341
2487,good,48,1000,1409
2488,good,48,1300,1852
2489,bad,24,290,490
2491,bad,24,750,1192
2492,bad,60,1100,1139
2493,good,60,900,1092
2495,good,36,500,1017
2496,good,60,1600,1601
2497,good,60,800,1032
2498,good,60,600,1661
2499,good,18,850,1400
2502,bad,36,300,365
2504,good,24,650,1356
2505,bad,18,200,300
2506,good,24,350,865
2507,good,24,600,2143
2508,good,24,625,725
2509,bad,60,1200,1300
2510,good,60,725,1460
2511,good,30,700,1804
2512,good,36,1700,2450
2513,good,48,1200,1505
2514,good,60,1500,1850
2515,bad,36,800,1300
2516,good,60,1050,1348
2517,good,60,1400,1490
2518,good,60,900,950
2519,good,36,1500,2700
2520,good,60,1300,1743
2521,good,60,1100,1628
2522,good,60,1090,1491
2523,bad,24,500,975
2524,bad,48,1200,1668
2525,bad,60,600,790
2526,good,60,1000,3300
2527,good,48,900,1300
2528,good,54,740,989
2529,good,60,1700,1719
2530,good,48,1000,1350
2531,good,60,1000,1100
2532,good,6,200,2179
2534,good,48,1100,1650
2535,bad,60,1800,2101
2536,good,48,900,1097
2537,good,36,475,475
2538,good,60,1100,1668
2539,good,48,600,1680
2540,good,60,730,1070
2541,bad,24,1897,2517
2542,good,54,1700,1957
2543,good,42,700,950
2544,good,36,525,525
2545,good,60,1500,1740
2546,good,30,600,1200
2548,good,48,1500,1689
2549,good,36,1100,1288
2550,good,60,1000,1000
2552,bad,48,980,2981
2553,good,60,1500,1600
2554,good,60,1100,1472
2555,good,60,1250,1525
2556,good,60,1150,1715
2557,good,60,2000,4904
2558,good,48,1150,1379
2559,bad,48,1200,1530
2560,good,36,900,1596
2561,good,48,650,650
2562,good,36,1400,1850
2563,good,60,1300,1310
2564,good,48,1100,1487
2565,good,60,1500,1737
2568,good,48,1300,1450
2569,good,60,1100,1324
2570,good,6,1100,2235
2573,good,48,1170,1372
2574,bad,24,550,550
2575,good,48,1200,1450
2576,good,60,1400,1423
2578,good,60,1050,1214
2579,bad,60,700,1250
2581,good,48,1000,1383
2582,good,48,500,1997
2583,good,48,1100,1200
2584,good,48,600,900
2586,good,24,450,530
2587,bad,60,1200,1500
2588,good,48,1500,1788
2590,bad,36,250,350
2592,good,60,800,982
2593,bad,60,1300,1540
2594,bad,60,1050,1158
2595,good,48,1200,1700
2596,good,36,1100,1876
2597,good,24,250,400
2598,good,60,1300,1400
2599,bad,48,650,722
2600,good,60,1200,1515
2601,bad,48,1200,1487
2603,good,36,1200,2050
2604,bad,60,1600,2222
2605,good,60,1100,1338
2606,good,36,700,1380
2607,bad,36,400,400
2608,good,48,1300,1588
2609,bad,60,650,865
2610,good,48,700,1702
2611,good,60,900,1158
2612,good,36,900,1607
2613,good,36,1000,2318
2614,good,60,1450,1786
2616,good,36,600,1580
2617,bad,60,1200,1445
2618,bad,60,700,1738
2619,good,24,1200,2676
2620,bad,36,800,975
2621,good,36,800,1150
2622,good,48,1300,1763
2623,good,48,800,1694
2624,good,6,500,1196
2626,bad,60,1500,1743
2627,good,48,2300,2750
2628,bad,36,225,350
2629,bad,36,1200,1619
2630,good,60,700,1465
2631,good,60,316,1080
2632,good,48,2300,2936
2633,good,60,1000,1056
2634,good,48,1000,1387
2635,good,36,400,450
2636,good,60,1200,1609
2637,bad,24,200,2000
2638,good,12,1000,2997
2639,good,36,2800,4400
2640,good,36,750,1366
2641,good,48,1100,1358
2642,good,60,1500,2038
2643,good,48,600,1243
2644,bad,60,1600,1800
2645,bad,48,1000,1135
2646,bad,60,1300,1321
2647,bad,24,1300,2099
2648,good,12,700,1100
2649,good,60,1400,1601
2650,good,60,1000,1346
2651,good,48,775,950
2652,good,24,500,2700
2653,good,60,1435,1875
2654,good,12,500,1253
2655,good,36,850,1334
2656,good,48,800,847
2657,good,60,1350,1550
2658,good,60,1200,1323
2659,good,60,1300,2060
2660,bad,24,800,1750
2661,good,48,850,928
2662,bad,36,1800,2800
2663,bad,60,1400,2079
2664,good,36,600,1100
2665,good,60,1000,1303
2666,good,60,1000,1338
2667,good,48,1250,2040
2668,bad,60,1500,1813
2669,good,36,575,1075
2671,good,60,1000,1349
2672,good,36,800,1000
2673,good,18,500,1364
2674,good,60,1000,1500
2675,good,60,1200,1214
2676,bad,36,1600,2000
2677,bad,6,760,768
2678,good,60,1700,1847
2680,bad,60,1300,1511
2681,bad,60,750,790
2682,good,48,1350,1500
2685,good,60,1332,1332
2686,bad,36,1000,1613
2688,good,42,800,1400
2689,good,60,1350,2006
2690,bad,48,750,1720
2691,good,48,1230,1515
2692,good,30,1200,1531
2693,bad,48,890,890
2694,good,60,1200,1503
2695,good,24,600,750
2696,bad,48,1200,1800
2697,good,36,1000,1912
2698,good,48,1200,1385
2699,good,60,1000,11140
2700,good,48,1100,1370
2701,good,60,1350,1423
2702,bad,60,1500,1599
2703,good,60,1550,2100
2704,good,24,300,600
2705,good,24,100,560
2707,good,60,700,925
2708,bad,60,1200,1830
2709,good,60,1400,1581
2710,bad,60,1000,1189
2711,bad,48,550,818
2712,good,36,475,550
2716,good,48,1200,1642
2719,good,60,1800,1888
2720,good,36,1200,1974
2721,good,48,1000,1643
2722,bad,60,800,1084
2723,bad,36,500,615
2724,good,24,500,1490
2725,bad,48,1000,1843
2726,bad,60,1805,1805
2727,good,60,600,1625
2728,good,48,944,1054
2729,good,60,1500,2738
2730,good,36,750,1092
2731,good,24,800,1081
2732,good,48,1000,1284
2734,good,60,1300,1665
2735,good,48,1050,1317
2736,good,60,1000,1200
2737,good,48,850,1400
2738,good,60,1500,1889
2739,good,30,600,1293
2740,good,60,750,1546
2741,good,12,500,1342
2742,good,36,400,1084
2743,good,24,900,931
2744,bad,48,600,1258
2746,good,60,1000,1000
2748,good,30,500,1661
2749,bad,60,1200,1451
2750,good,60,1350,1650
2751,good,48,1000,1226
2753,bad,60,1388,1388
2754,good,60,1600,1776
2755,good,36,1000,1734
2757,bad,36,250,750
2759,good,36,650,1601
2760,good,60,1600,1707
2761,good,60,850,863
2762,good,60,850,880
2763,bad,36,900,1200
2764,good,60,1000,1388
