id,Seniority,Home,Age,Marital,Records,Job,Expenses,Income,Assets,Debt
1085,13,owner,28,married,no_rec,fixed,62,130,5000,1500
1086,10,owner,32,married,no_rec,fixed,63,112,5000,3600
1087,2,rent,35,married,yes_rec,fixed,58,70,0,0
1089,3,owner,26,married,no_rec,fixed,39,165,4000,600
1090,13,owner,60,married,no_rec,freelance,58,116,4000,0
1091,2,owner,57,married,no_rec,others,47,25,2500,0
1092,2,parents,34,separated,no_rec,fixed,33,130,4000,0
1093,2,rent,57,married,no_rec,others,59,52,1800,0
1094,0,other,46,single,yes_rec,fixed,33,78,0,0
1095,1,owner,28,married,no_rec,others,49,148,4500,0
1096,0,owner,44,married,no_rec,others,56,246,25000,0
1097,12,rent,35,married,yes_rec,freelance,95,74,8000,0
1098,1,rent,21,single,no_rec,fixed,44,138,0,0
1099,0,owner,45,married,yes_rec,others,83,155,5000,0
1100,5,rent,31,married,no_rec,fixed,59,247,0,0
1101,1,parents,27,single,no_rec,freelance,36,85,0,0
1102,0,owner,59,married,no_rec,freelance,52,42,4000,0
1103,17,ignore,55,married,no_rec,fixed,62,157,8000,0
1104,4,owner,36,married,yes_rec,fixed,92,236,3750,2000
1105,15,rent,41,married,no_rec,fixed,84,137,0,0
1106,28,owner,51,married,no_rec,freelance,54,152,10000,0
1107,1,priv,35,married,no_rec,freelance,36,100,3000,0
1108,3,parents,33,single,no_rec,fixed,32,167,10000,0
1109,0,rent,39,married,yes_rec,fixed,129,330,0,0
1110,7,rent,34,single,no_rec,fixed,65,250,9200,0
1111,1,parents,22,single,no_rec,fixed,33,80,8000,0
1112,4,owner,25,single,no_rec,fixed,35,200,5000,0
1113,35,owner,55,married,no_rec,freelance,75,84,13000,0
1114,19,owner,33,married,no_rec,fixed,69,200,10000,1620
1117,12,owner,38,married,no_rec,fixed,81,120,5000,0
1118,0,owner,30,married,no_rec,fixed,39,80,2000,200
1119,15,rent,47,married,yes_rec,freelance,74,41,7000,0
1120,3,rent,31,married,yes_rec,fixed,73,57,0,0
1121,5,parents,26,single,no_rec,freelance,33,239,5000,3000
1122,0,parents,21,single,no_rec,fixed,31,70,0,0
1123,0,rent,27,married,no_rec,freelance,70,250,0,0
1124,5,owner,65,married,no_rec,others,38,222,12000,0
1125,14,owner,56,married,yes_rec,freelance,67,150,1,0
1126,10,owner,41,single,no_rec,fixed,29,175,3000,0
1127,3,rent,25,single,no_rec,fixed,47,138,0,0
1128,4,parents,27,married,no_rec,fixed,44,72,0,0
1129,0,owner,62,married,yes_rec,others,81,136,2650,0
1131,2,parents,25,single,no_rec,freelance,37,130,8500,0
1132,1,parents,34,married,no_rec,fixed,72,190,0,0
1134,2,rent,26,married,yes_rec,fixed,61,98,0,0
1135,0,parents,21,single,yes_rec,partime,40,126,0,0
1137,1,owner,49,married,no_rec,partime,115,88,2000,0
1138,1,owner,35,single,no_rec,partime,34,181,4500,0
1139,14,priv,33,married,yes_rec,fixed,72,77,3400,0
1140,4,parents,27,separated,yes_rec,fixed,40,110,0,0
1141,17,owner,35,married,no_rec,fixed,63,125,4000,0
1142,4,owner,27,married,no_rec,freelance,67,225,14500,1200
1143,2,rent,35,single,no_rec,fixed,39,74,0,0
1145,1,rent,64,married,no_rec,others,70,137,3500,0
1146,14,owner,34,widow,no_rec,fixed,47,202,6500,0
1147,2,owner,37,married,no_rec,fixed,72,135,18000,0
1148,5,owner,43,married,no_rec,freelance,41,145,5000,0
1149,6,rent,49,married,no_rec,others,53,54,0,0
1150,11,owner,51,married,no_rec,freelance,52,80,6000,0
1151,9,owner,24,married,no_rec,fixed,38,140,9000,0
1153,0,parents,30,single,no_rec,others,49,32,0,0
1154,1,owner,33,married,no_rec,fixed,43,130,3000,0
1155,17,owner,50,married,no_rec,freelance,62,285,22000,700
1157,5,owner,26,married,yes_rec,freelance,51,150,7000,0
1158,12,owner,28,single,yes_rec,fixed,32,172,3000,2000
1159,1,rent,23,married,no_rec,freelance,75,300,0,0
1160,3,parents,26,single,yes_rec,fixed,41,73,0,0
1161,20,owner,51,married,no_rec,fixed,74,165,3500,0
1162,3,owner,38,married,no_rec,freelance,88,300,3000,0
1163,14,rent,30,married,yes_rec,fixed,62,217,0,0
1165,3,priv,29,married,no_rec,fixed,60,90,2000,0
1166,4,parents,28,married,no_rec,fixed,52,100,0,0
1167,0,owner,38,married,no_rec,fixed,66,217,3500,0
1168,7,owner,29,married,no_rec,fixed,56,62,4000,0
1169,4,rent,28,married,no_rec,fixed,64,60,0,0
1170,16,owner,32,married,no_rec,fixed,71,117,1100,80
1172,2,parents,30,single,no_rec,fixed,35,86,0,0
1173,11,owner,30,married,no_rec,fixed,65,67,3000,2040
1174,30,owner,53,married,no_rec,fixed,78,165,5000,0
1176,5,other,22,single,no_rec,fixed,43,82,0,0
1177,1,rent,24,married,no_rec,freelance,37,90,0,0
1178,1,rent,52,separated,yes_rec,fixed,66,327,0,0
1179,8,owner,34,married,no_rec,fixed,73,145,3000,1800
1180,20,rent,39,married,no_rec,freelance,111,202,0,0
1181,4,owner,30,married,no_rec,partime,48,150,4000,2800
1183,3,parents,52,married,yes_rec,fixed,62,325,0,0
1184,10,owner,52,married,no_rec,fixed,61,143,5500,0
1185,10,rent,36,married,no_rec,fixed,82,100,0,0
1186,11,owner,25,married,no_rec,fixed,43,124,2500,1000
1187,22,rent,46,married,no_rec,fixed,104,110,0,0
1189,25,owner,53,married,no_rec,fixed,76,107,4000,0
1190,2,other,22,single,no_rec,fixed,33,83,0,0
1191,0,other,50,married,no_rec,partime,56,162,20000,0
1192,0,owner,52,married,yes_rec,others,83,245,3850,2432
1193,12,priv,47,married,no_rec,fixed,56,243,8500,0
1195,12,owner,35,married,no_rec,fixed,59,400,6000,0
1197,22,owner,44,married,no_rec,fixed,73,120,7000,0
1198,3,parents,32,single,no_rec,fixed,35,122,0,0
1199,1,rent,34,divorced,no_rec,fixed,42,80,0,0
1200,14,priv,36,married,no_rec,fixed,76,120,4000,1500
1201,10,rent,36,married,no_rec,fixed,80,200,0,0
1202,13,rent,36,married,no_rec,fixed,85,191,4000,700
1203,1,rent,24,married,no_rec,fixed,44,67,0,0
1204,3,owner,26,single,no_rec,freelance,29,169,60000,3000
1205,5,rent,35,married,yes_rec,freelance,86,210,0,0
1206,4,owner,42,single,no_rec,fixed,28,110,2500,0
1207,3,other,55,married,no_rec,fixed,44,45,0,0
1208,19,owner,49,married,no_rec,fixed,114,150,3500,0
1211,7,owner,36,married,no_rec,fixed,63,122,3000,0
1213,2,rent,30,married,yes_rec,freelance,67,90,2000,0
1214,11,owner,29,married,no_rec,fixed,69,76,15000,0
1215,4,rent,48,married,no_rec,freelance,90,340,1000,0
1216,2,owner,29,married,yes_rec,fixed,51,185,6300,2300
1217,5,owner,42,married,no_rec,fixed,58,101,3500,0
1218,3,owner,32,married,no_rec,fixed,74,196,5000,300
1219,17,owner,47,married,no_rec,fixed,71,158,17000,0
1220,9,parents,33,married,no_rec,fixed,52,221,3000,0
1221,18,owner,32,single,no_rec,fixed,30,133,3500,150
1222,18,owner,42,married,no_rec,freelance,108,331,5000,0
1224,12,owner,40,married,no_rec,fixed,77,390,8000,0
1225,2,owner,28,married,no_rec,partime,58,146,2500,0
1227,8,other,41,divorced,no_rec,fixed,67,90,4000,0
1229,25,owner,61,married,yes_rec,freelance,47,100,39000,0
1232,3,rent,36,married,yes_rec,fixed,79,222,0,0
1233,18,owner,42,married,no_rec,fixed,79,111,2500,0
1234,1,owner,18,single,no_rec,partime,47,111,7000,0
1235,4,owner,23,married,no_rec,fixed,92,168,4000,0
1237,14,owner,28,married,no_rec,freelance,87,94,5500,9500
1238,0,parents,26,single,no_rec,fixed,32,63,0,0
1239,8,rent,25,married,yes_rec,fixed,74,280,0,0
1240,15,owner,33,married,no_rec,fixed,70,220,7000,0
1241,3,owner,30,married,no_rec,fixed,50,126,3500,2400
1242,20,owner,44,married,no_rec,fixed,58,120,3000,0
1243,2,parents,25,divorced,no_rec,partime,33,90,0,0
1244,17,owner,55,married,no_rec,freelance,73,191,14000,0
1245,20,rent,41,single,no_rec,freelance,45,148,4000,0
1246,0,other,47,widow,yes_rec,freelance,39,102,0,0
1247,2,parents,26,single,no_rec,fixed,30,88,0,0
1248,11,parents,27,married,no_rec,fixed,54,150,2500,0
1250,1,rent,31,divorced,yes_rec,fixed,49,76,0,0
1251,2,owner,37,married,no_rec,fixed,65,145,3500,1100
1253,13,owner,52,married,no_rec,freelance,53,207,20000,0
1254,3,parents,22,single,no_rec,fixed,29,60,19000,0
1255,4,parents,25,single,no_rec,fixed,34,73,0,0
1257,12,owner,39,married,no_rec,fixed,85,95,4000,250
1261,2,priv,25,married,no_rec,fixed,44,60,3000,0
1263,7,owner,36,married,no_rec,fixed,93,120,6000,1500
1264,4,owner,32,married,no_rec,fixed,47,231,13000,290
1266,2,parents,23,single,no_rec,partime,37,160,3500,1200
1268,0,parents,25,married,no_rec,fixed,62,247,0,0
1269,0,other,34,single,no_rec,fixed,41,140,3000,0
1270,2,other,41,separated,no_rec,freelance,35,100,5000,0
1271,8,parents,28,single,no_rec,fixed,43,115,500,0
1273,3,rent,34,single,no_rec,fixed,41,63,30000,0
1274,0,parents,20,single,no_rec,fixed,32,79,0,0
1275,10,rent,38,married,no_rec,freelance,78,333,0,0
1276,4,owner,49,single,yes_rec,fixed,31,183,8000,0
1277,2,parents,21,single,no_rec,freelance,36,46,0,0
1280,10,rent,39,married,yes_rec,freelance,120,292,13000,2500
1281,0,rent,29,married,no_rec,partime,57,160,0,0
1283,3,rent,48,separated,yes_rec,fixed,44,120,0,0
1284,2,owner,27,widow,no_rec,fixed,35,135,8000,0
1285,3,owner,43,married,no_rec,freelance,42,74,3500,0
1286,1,owner,46,married,yes_rec,fixed,74,209,11000,0
1287,19,rent,39,single,no_rec,fixed,46,100,0,0
1288,3,rent,22,single,no_rec,freelance,44,148,0,0
1289,25,parents,64,married,yes_rec,fixed,46,130,0,0
1290,2,rent,28,single,no_rec,fixed,46,101,0,0
1291,3,parents,21,single,no_rec,partime,44,49,0,0
1292,5,rent,58,married,no_rec,fixed,74,200,15000,0
1293,6,rent,41,married,yes_rec,freelance,60,94,0,0
1294,10,rent,47,single,no_rec,partime,82,114,3500,0
1297,0,owner,62,married,no_rec,others,41,42,4000,0
1298,2,parents,24,single,no_rec,fixed,35,90,0,0
1299,28,owner,59,married,no_rec,freelance,65,606,6000,0
1300,0,rent,36,married,no_rec,fixed,74,141,0,0
1301,5,owner,36,married,no_rec,fixed,70,141,4000,0
1302,5,parents,45,married,yes_rec,fixed,83,68,0,0
1303,12,owner,41,married,no_rec,freelance,61,150,10000,0
1304,4,owner,30,married,yes_rec,fixed,42,165,3000,0
1305,6,parents,43,married,no_rec,freelance,77,70,4000,0
1306,0,rent,23,single,no_rec,fixed,40,70,0,0
1307,9,owner,41,separated,no_rec,fixed,39,60,8000,1000
1308,9,rent,31,married,yes_rec,freelance,85,241,10000,0
1310,2,rent,36,separated,yes_rec,freelance,37,53,0,0
1311,2,parents,25,single,yes_rec,freelance,37,74,18000,0
1312,18,owner,49,married,no_rec,fixed,133,180,13500,0
1313,16,owner,57,married,no_rec,fixed,64,154,4000,130
1314,10,owner,26,married,no_rec,fixed,51,63,5000,3000
1315,11,owner,37,married,no_rec,fixed,74,289,7000,250
1316,14,owner,45,separated,no_rec,fixed,49,190,12000,0
1317,4,rent,24,married,no_rec,fixed,69,147,0,0
1318,1,owner,42,married,yes_rec,fixed,114,198,3500,250
1320,1,rent,38,married,no_rec,partime,53,130,0,0
1321,2,owner,36,married,yes_rec,freelance,63,140,29000,0
1322,13,parents,27,married,no_rec,fixed,62,100,0,0
1323,5,owner,37,married,no_rec,freelance,93,143,7000,0
1324,1,rent,25,married,no_rec,fixed,59,87,0,0
1325,6,rent,23,married,no_rec,fixed,75,171,0,0
1326,20,owner,47,married,no_rec,fixed,71,203,4000,0
1327,9,owner,52,married,no_rec,fixed,69,154,5500,0
1328,15,owner,55,married,no_rec,fixed,43,130,7000,0
1329,0,parents,28,single,no_rec,fixed,44,90,3500,0
1330,5,parents,24,single,no_rec,fixed,31,92,0,0
1331,15,parents,40,married,yes_rec,freelance,73,22,0,0
1333,4,owner,26,married,no_rec,fixed,56,115,4000,0
1334,5,parents,22,single,no_rec,fixed,34,80,0,0
1335,2,parents,25,single,no_rec,fixed,36,110,0,0
1338,1,other,33,married,yes_rec,fixed,83,138,3500,606
1339,7,owner,42,married,no_rec,fixed,39,88,4000,0
1340,11,parents,29,married,no_rec,fixed,58,54,0,0
1341,40,rent,62,married,no_rec,freelance,74,166,10000,0
1342,10,owner,33,married,no_rec,fixed,86,364,60000,0
1343,3,owner,32,married,no_rec,freelance,65,65,10500,1500
1344,24,owner,54,married,no_rec,freelance,48,109,17000,0
1345,6,parents,24,single,no_rec,fixed,37,57,0,0
1346,2,rent,36,divorced,no_rec,fixed,56,99,0,0
1347,3,parents,27,married,no_rec,fixed,47,227,0,0
1350,5,rent,22,single,no_rec,fixed,38,70,0,0
1352,1,parents,24,single,yes_rec,fixed,34,65,0,0
1353,20,owner,39,married,no_rec,freelance,79,45,10000,0
1354,7,parents,31,single,yes_rec,fixed,32,72,5500,0
1356,25,owner,47,married,no_rec,freelance,57,157,15000,0
1358,4,rent,32,married,no_rec,fixed,58,100,0,0
1359,0,priv,28,married,no_rec,fixed,64,130,3000,2000
1361,20,owner,60,married,no_rec,freelance,62,67,40000,0
1362,0,other,31,married,yes_rec,fixed,90,69,0,0
1363,12,owner,35,married,no_rec,fixed,77,113,3000,600
1364,10,owner,44,married,no_rec,fixed,95,450,12000,0
1365,0,parents,21,single,no_rec,fixed,40,50,0,0
1366,2,owner,20,single,no_rec,freelance,40,450,31000,0
1367,0,ignore,45,married,no_rec,partime,73,87,1500,0
1368,1,owner,34,married,yes_rec,fixed,51,180,2500,300
1369,1,rent,21,married,no_rec,fixed,60,132,0,0
1372,15,rent,40,married,yes_rec,fixed,107,125,0,0
1373,11,parents,29,single,no_rec,fixed,33,64,0,0
1374,1,rent,44,married,no_rec,fixed,123,145,0,0
1375,1,rent,27,single,no_rec,fixed,35,67,0,0
1376,1,owner,27,married,no_rec,partime,46,127,4500,3000
1377,11,owner,46,married,no_rec,freelance,78,160,10000,0
1378,2,owner,43,married,yes_rec,fixed,38,63,3000,0
1379,1,owner,25,widow,no_rec,fixed,42,60,2000,0
1380,11,rent,28,single,no_rec,fixed,41,67,0,0
1381,3,owner,30,married,no_rec,fixed,74,88,6000,400
1382,1,rent,29,married,no_rec,partime,77,170,0,0
1383,15,rent,39,married,no_rec,freelance,51,145,5000,0
1384,1,other,24,single,yes_rec,fixed,35,60,0,0
1385,8,owner,29,married,no_rec,fixed,54,92,6000,2400
1386,10,priv,55,married,no_rec,fixed,59,195,4000,0
1389,0,other,24,single,no_rec,fixed,31,42,0,0
1390,9,other,32,single,no_rec,fixed,38,125,0,0
1392,0,parents,24,single,no_rec,partime,34,117,4000,0
1394,1,parents,30,single,no_rec,fixed,35,75,0,0
1396,6,rent,34,separated,no_rec,fixed,54,120,0,0
1397,3,rent,35,separated,no_rec,fixed,62,240,0,0
1398,4,owner,24,married,no_rec,freelance,59,250,9000,3400
1400,5,owner,28,married,no_rec,fixed,51,102,2500,1300
1401,12,owner,49,married,yes_rec,fixed,49,152,7500,0
1402,4,priv,44,married,no_rec,fixed,78,96,4000,0
1403,9,parents,31,single,yes_rec,fixed,28,92,0,0
1405,0,owner,43,married,no_rec,partime,70,71,14000,0
1406,13,owner,38,single,no_rec,fixed,43,80,4000,0
1407,2,other,25,married,no_rec,fixed,62,190,0,0
1408,8,owner,40,married,no_rec,freelance,83,200,10000,0
1409,14,priv,49,married,no_rec,fixed,95,140,3000,500
1410,11,rent,40,married,no_rec,fixed,61,140,0,0
1411,20,owner,57,married,no_rec,fixed,94,114,5000,1500
1412,1,parents,28,single,no_rec,fixed,36,140,0,0
1413,14,parents,28,married,no_rec,fixed,56,140,0,0
1414,13,owner,54,married,yes_rec,fixed,46,90,2500,0
1415,0,owner,36,married,no_rec,fixed,83,424,9500,700
1416,1,rent,26,married,no_rec,partime,54,155,0,0
1417,0,owner,36,married,yes_rec,freelance,67,239,6000,0
1418,10,rent,26,married,no_rec,fixed,92,175,0,0
1419,28,parents,44,married,no_rec,freelance,69,180,0,0
1420,8,owner,30,married,no_rec,fixed,65,50,5000,400
1421,1,owner,24,married,no_rec,fixed,37,113,3500,0
1422,1,rent,26,single,no_rec,fixed,40,100,0,0
1423,0,other,27,married,yes_rec,fixed,65,122,0,0
1425,1,other,29,single,no_rec,fixed,32,52,0,0
1427,10,owner,46,married,no_rec,freelance,122,400,6000,2700
1428,4,rent,39,married,no_rec,fixed,85,157,0,0
1429,0,parents,30,married,no_rec,freelance,67,114,0,0
1430,10,owner,27,married,no_rec,fixed,42,120,5000,2000
1431,9,rent,37,married,no_rec,fixed,88,162,0,0
1432,0,owner,26,married,no_rec,freelance,48,184,16000,3648
1433,5,rent,29,married,no_rec,freelance,52,198,0,0
1434,8,owner,60,married,no_rec,freelance,45,78,11000,0
1435,0,rent,26,married,no_rec,partime,80,195,0,0
1436,2,rent,33,single,no_rec,fixed,78,400,0,0
1437,0,other,52,married,no_rec,freelance,43,74,0,0
1439,20,owner,53,married,no_rec,fixed,47,135,4000,0
1440,10,owner,36,married,no_rec,fixed,73,204,5000,0
1441,14,owner,34,married,no_rec,fixed,76,155,3000,1000
1443,3,parents,25,single,no_rec,fixed,33,130,6000,0
1444,2,owner,43,married,no_rec,freelance,90,356,5000,800
1445,25,other,50,married,no_rec,fixed,83,230,0,0
1448,7,owner,23,single,no_rec,fixed,71,145,4500,0
1449,0,rent,34,married,yes_rec,partime,119,81,0,0
1450,1,owner,29,married,no_rec,fixed,57,136,7000,0
1452,2,owner,19,single,yes_rec,freelance,41,184,9000,0
1453,18,rent,35,married,no_rec,fixed,71,157,0,0
1454,0,parents,24,single,no_rec,partime,39,76,0,0
1456,1,parents,24,single,no_rec,fixed,40,128,0,0
1458,5,rent,30,separated,yes_rec,partime,47,41,0,0
1459,12,owner,35,married,no_rec,fixed,53,125,6000,0
1460,1,other,28,single,no_rec,freelance,37,100,0,0
1461,14,owner,45,married,no_rec,fixed,111,250,18000,0
1462,3,parents,19,single,yes_rec,fixed,39,47,0,0
1463,2,parents,30,married,no_rec,partime,43,57,0,0
1464,6,owner,36,married,yes_rec,fixed,84,78,6000,2700
1465,2,rent,29,married,no_rec,fixed,87,100,0,0
1466,13,owner,28,married,no_rec,fixed,64,102,3500,0
1469,15,owner,40,married,yes_rec,freelance,69,1,16000,0
1470,1,parents,26,single,no_rec,freelance,33,500,0,0
1471,8,rent,40,separated,no_rec,fixed,77,100,0,0
1472,1,owner,52,single,no_rec,fixed,32,150,6000,0
1473,1,parents,24,single,no_rec,partime,28,115,0,0
1474,0,owner,38,married,no_rec,freelance,95,38,2800,0
1475,1,rent,25,married,no_rec,partime,68,67,0,0
1476,3,rent,38,married,yes_rec,partime,66,123,0,0
1477,18,owner,36,married,no_rec,fixed,43,85,3000,0
1478,0,owner,44,divorced,yes_rec,fixed,68,60,4000,3378
1479,4,owner,33,married,no_rec,partime,75,82,3500,1000
1480,1,owner,36,single,no_rec,fixed,32,345,18000,0
1481,0,parents,26,married,no_rec,partime,69,142,0,0
1482,10,owner,63,married,no_rec,freelance,63,107,17000,0
1483,2,owner,40,married,no_rec,fixed,111,161,8000,470
1484,4,other,24,single,no_rec,partime,34,63,0,0
1486,7,parents,40,married,no_rec,fixed,81,93,8000,0
1488,4,priv,30,married,yes_rec,fixed,66,74,1500,0
1489,15,owner,31,married,no_rec,fixed,69,131,3000,0
1490,4,owner,22,single,no_rec,fixed,38,113,14000,0
1491,1,owner,61,married,no_rec,others,51,30,6000,0
1492,7,parents,33,married,no_rec,fixed,84,154,4000,125
1494,3,owner,35,married,no_rec,fixed,79,84,3000,144
1495,1,owner,24,married,no_rec,fixed,41,199,6500,3000
1496,3,parents,26,single,no_rec,fixed,34,120,0,0
1497,6,other,63,married,no_rec,fixed,38,234,0,0
1499,17,owner,42,married,no_rec,freelance,70,250,7000,1000
1500,1,rent,37,separated,yes_rec,fixed,47,110,0,0
1501,5,owner,44,married,no_rec,freelance,44,65,4000,0
1502,2,rent,36,married,no_rec,freelance,85,200,5000,0
1503,0,rent,37,married,yes_rec,partime,133,300,8000,2000
1504,6,owner,39,married,no_rec,fixed,68,58,2000,0
1505,20,owner,54,married,no_rec,freelance,77,99,10000,0
1506,2,owner,32,married,no_rec,fixed,78,139,2000,80
1507,22,owner,45,married,no_rec,fixed,38,208,11500,0
1508,4,other,28,married,no_rec,fixed,45,99,0,0
1509,1,rent,25,married,no_rec,freelance,51,54,0,0
1512,14,owner,37,married,no_rec,fixed,52,79,3500,0
1513,1,owner,36,married,no_rec,partime,43,80,500,0
1514,12,owner,37,married,no_rec,freelance,61,85,6000,0
1515,25,rent,61,married,no_rec,fixed,46,121,0,0
1516,20,owner,41,married,no_rec,freelance,95,250,13500,0
1517,1,owner,33,married,no_rec,fixed,44,104,6500,0
1519,2,parents,34,single,no_rec,fixed,42,157,4000,0
1520,1,rent,42,married,no_rec,fixed,104,192,0,0
1521,16,parents,35,separated,no_rec,fixed,57,103,0,0
1522,6,parents,38,married,no_rec,fixed,38,75,0,0
1523,8,rent,28,married,no_rec,fixed,50,177,0,0
1524,0,parents,21,single,yes_rec,fixed,27,75,0,0
1525,20,owner,40,married,no_rec,fixed,94,210,3500,0
1526,0,owner,39,married,no_rec,others,29,54,10000,0
1528,6,priv,29,single,no_rec,partime,28,68,1500,0
1530,18,rent,52,married,no_rec,fixed,53,128,0,0
1531,1,owner,39,married,no_rec,freelance,56,93,6000,3000
1532,0,owner,49,widow,no_rec,freelance,62,134,21000,0
1533,0,owner,49,married,no_rec,freelance,61,189,3500,0
1535,6,owner,29,married,no_rec,fixed,47,125,5000,0
1536,11,parents,37,married,no_rec,fixed,74,100,0,0
1537,1,parents,25,single,no_rec,partime,39,50,0,0
1538,0,owner,55,married,no_rec,freelance,63,155,6000,0
1539,1,ignore,27,married,no_rec,partime,75,128,4000,0
1540,10,owner,43,married,no_rec,freelance,61,195,4500,0
1542,0,other,32,married,no_rec,fixed,84,160,0,0
1543,6,other,36,married,no_rec,fixed,61,160,0,0
1544,5,parents,22,single,no_rec,fixed,36,75,27000,0
1545,0,other,34,married,yes_rec,fixed,57,214,0,0
1546,10,priv,44,married,no_rec,freelance,71,77,8000,0
1547,5,rent,59,married,no_rec,fixed,76,207,20000,0
1548,11,owner,42,married,no_rec,fixed,67,180,3500,1200
1549,17,owner,53,married,no_rec,fixed,66,132,4000,0
1550,0,owner,33,married,no_rec,partime,48,128,4500,0
1551,10,rent,37,married,no_rec,fixed,105,96,4000,850
1553,19,rent,41,married,no_rec,fixed,91,125,0,0
1554,5,owner,50,married,no_rec,partime,67,81,5000,0
1555,7,owner,37,married,yes_rec,freelance,82,150,4500,3000
1556,8,rent,33,married,no_rec,fixed,69,175,0,0
1557,10,rent,56,married,no_rec,freelance,85,112,0,0
1558,20,owner,43,married,no_rec,fixed,61,80,3000,0
1559,0,owner,62,married,no_rec,others,37,73,5000,0
1560,6,parents,38,married,no_rec,freelance,111,164,0,0
1561,2,priv,34,married,no_rec,fixed,70,186,8000,4000
1562,0,owner,29,married,yes_rec,others,47,391,6500,420
1564,0,owner,49,married,no_rec,freelance,108,280,20000,0
1566,13,other,35,married,no_rec,fixed,72,70,0,0
1568,0,rent,30,married,no_rec,partime,58,150,0,0
1570,2,other,23,single,no_rec,fixed,40,175,7500,0
1571,20,owner,50,married,yes_rec,freelance,43,125,3000,0
1574,1,owner,42,divorced,no_rec,fixed,31,210,6500,1500
1576,7,other,22,married,no_rec,freelance,46,174,0,0
1577,2,rent,21,married,no_rec,freelance,63,100,2000,0
1579,10,parents,25,single,no_rec,freelance,42,131,0,0
1581,1,owner,26,married,no_rec,freelance,65,180,1600,0
1582,10,rent,34,married,no_rec,fixed,77,79,0,0
1583,4,owner,32,married,yes_rec,fixed,66,183,8000,0
1584,11,owner,37,married,yes_rec,freelance,49,205,13600,4500
1585,12,owner,27,married,no_rec,fixed,60,118,6000,800
1587,11,other,41,single,no_rec,fixed,35,135,0,0
1588,8,owner,26,married,no_rec,freelance,96,113,3000,750
1589,5,parents,21,single,no_rec,fixed,41,60,0,0
1590,0,rent,24,single,no_rec,partime,41,85,0,0
1591,16,owner,30,married,no_rec,fixed,51,135,5000,0
1592,15,owner,35,married,no_rec,fixed,48,146,3500,0
1593,4,rent,26,single,no_rec,freelance,56,150,0,0
1594,3,owner,36,married,no_rec,freelance,87,114,4000,0
1595,1,priv,32,married,no_rec,freelance,81,124,1200,0
1596,10,priv,43,married,no_rec,fixed,100,110,4500,1500
1597,0,owner,39,married,yes_rec,partime,43,132,3500,0
1601,0,parents,38,married,yes_rec,freelance,93,125,11000,0
1602,2,parents,28,single,no_rec,fixed,37,220,0,0
1603,2,parents,25,single,no_rec,fixed,38,96,0,0
1604,11,parents,41,separated,yes_rec,fixed,33,100,0,0
1605,12,owner,50,married,no_rec,freelance,77,200,17000,3000
1608,4,owner,26,married,no_rec,fixed,46,152,4000,1200
1609,1,rent,29,married,no_rec,freelance,63,86,0,0
1610,5,owner,42,married,no_rec,fixed,43,113,7100,0
1611,14,owner,39,married,no_rec,fixed,87,200,5000,0
1612,0,other,46,single,no_rec,fixed,30,150,0,0
1613,7,owner,24,married,no_rec,fixed,51,95,3000,0
1614,12,parents,31,married,no_rec,fixed,63,160,3000,1000
1616,17,owner,42,married,no_rec,fixed,85,450,8000,1800
1617,14,rent,63,married,no_rec,fixed,80,127,0,0
1618,0,rent,18,single,no_rec,partime,48,51,0,0
1619,19,owner,43,married,no_rec,freelance,79,70,7000,0
1620,0,parents,26,single,no_rec,partime,31,70,3500,350
1622,14,rent,29,married,no_rec,fixed,47,70,0,0
1623,0,parents,28,divorced,yes_rec,fixed,33,280,0,0
1624,10,owner,39,married,yes_rec,fixed,93,195,12000,0
1625,6,parents,30,single,no_rec,freelance,34,56,7000,0
1626,20,owner,43,married,no_rec,partime,52,138,20000,0
1628,3,rent,29,married,no_rec,fixed,51,137,0,0
1630,13,rent,41,single,no_rec,fixed,39,95,0,0
1632,3,priv,54,married,no_rec,fixed,43,134,2000,0
1635,30,owner,57,married,no_rec,freelance,47,40,17000,0
1637,16,owner,39,married,yes_rec,fixed,70,115,3000,0
1640,11,owner,27,married,no_rec,fixed,59,125,2500,0
1641,8,owner,35,married,yes_rec,freelance,87,180,12000,0
1642,37,parents,52,married,no_rec,fixed,60,240,0,0
1643,2,owner,34,married,no_rec,freelance,85,250,16000,2000
1644,0,rent,39,married,no_rec,freelance,46,54,0,0
1645,6,rent,37,married,no_rec,fixed,74,170,0,0
1646,4,rent,27,separated,no_rec,fixed,48,116,0,0
1647,10,owner,34,married,no_rec,freelance,41,225,25000,0
1648,5,rent,63,married,no_rec,others,58,54,3000,0
1649,4,rent,26,single,no_rec,fixed,49,124,0,0
1650,9,owner,23,single,no_rec,fixed,29,123,7500,0
1651,1,parents,28,married,yes_rec,fixed,51,95,4000,0
1652,7,other,43,married,yes_rec,fixed,78,160,0,0
1653,2,owner,27,married,yes_rec,fixed,72,115,4000,800
1654,2,owner,52,married,no_rec,fixed,73,218,3000,10
1656,12,owner,48,married,no_rec,fixed,41,293,12000,0
1657,4,owner,33,married,no_rec,fixed,70,128,3500,100
1658,7,priv,30,single,no_rec,freelance,40,64,3000,0
1659,14,rent,46,married,no_rec,freelance,46,25,0,0
1660,2,other,29,married,no_rec,fixed,89,96,6000,3000
1662,1,rent,35,married,no_rec,fixed,81,55,1500,0
1663,0,rent,37,married,no_rec,partime,60,154,0,0
