title,movie_id,budget,genres,homepage,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline
In Good Company,4315,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5812, ""name"": ""bad boss""}]",en,In Good Company,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.",15.376391,"[{""name"": ""Depth of Field"", ""id"": 1473}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29-12,0,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"He's rich, young and handsome. He's in love with you and he's your dad's boss."
Original Sin,3312,42000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 515, ""name"": ""women""}, {""id"": 572, ""name"": ""sex""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 1808, ""name"": ""lover (female)""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 6180, ""name"": ""coffee grower""}, {""id"": 7412, ""name"": ""sin""}, {""id"": 197602, ""name"": ""denunciation""}]",en,Original Sin,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",14.831402,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",03-08,35402320,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,This is not a love story - it's a story about love.
Flipper,4285,25530000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",NA,"[{""id"": 630, ""name"": ""dolphin""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 3546, ""name"": ""florida keys""}, {""id"": 13088, ""name"": ""summer""}]",en,Flipper,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",4.475007,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Bubble Factory"", ""id"": 27128}, {""name"": ""American Films"", ""id"": 38181}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-05,20080020,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This summer it's finally safe to go back in the water.
The Passion of the Christ,4266,30000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.thepassionofthechrist.com/,"[{""id"": 186, ""name"": ""christianity""}, {""id"": 835, ""name"": ""jewry""}, {""id"": 1405, ""name"": ""roman empire""}, {""id"": 2974, ""name"": ""jesus christ""}, {""id"": 3032, ""name"": ""suffering""}, {""id"": 3033, ""name"": ""apostle""}, {""id"": 3034, ""name"": ""last supper""}, {""id"": 3035, ""name"": ""roman""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 13006, ""name"": ""torture""}]",en,The Passion of the Christ,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.",38.171417,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-02,611899420,127,"[{""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,"By his wounds, we were healed."
Scooby-Doo 2: Monsters Unleashed,4149,0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",NA,"[{""id"": 703, ""name"": ""detective""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 6101, ""name"": ""engine""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 15162, ""name"": ""dog""}]",en,Scooby-Doo 2: Monsters Unleashed,"When Mystery, Inc. are guests of honor at the grand opening of the Coolsville Museum of Criminology, a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...Could it be that their nemesis, mad scientist Jonathan Jacobo has returned and is trying to recreate their deadliest foes?",22.644275,"[{""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",24-03,181466833,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They came. They saw. They ran.
Freddy vs. Jason,1138,30000000,"[{""id"": 27, ""name"": ""Horror""}]",NA,"[{""id"": 9826, ""name"": ""murder""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 161794, ""name"": ""bad dream""}]",en,Freddy vs. Jason,"Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo.",26.69592,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Cecchi Gori Group Tiger Cinematografica"", ""id"": 371}, {""name"": ""Avery Pix"", ""id"": 1565}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}, {""name"": ""Crystal Lake Entertainment"", ""id"": 21783}, {""name"": ""WTC Productions"", ""id"": 50102}, {""name"": ""Yannix Technology Corporation"", ""id"": 53063}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-08,114908830,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil Will Battle Evil
Jimmy Neutron: Boy Genius,563,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",NA,"[{""id"": 797, ""name"": ""showdown""}, {""id"": 2998, ""name"": ""gi""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 6257, ""name"": ""genius""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 12101, ""name"": ""miniaturization""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 18069, ""name"": ""laser gun""}, {""id"": 18096, ""name"": ""spear""}, {""id"": 33353, ""name"": ""boy genius""}]",en,Jimmy Neutron: Boy Genius,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",12.739721,"[{""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Universal Cartoon Studios"", ""id"": 4285}, {""name"": ""Paramount Animation"", ""id"": 24955}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-12,80936232,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"He may be small, but he's got a big brain!"
Bridget Jones's Diary,299,25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 212, ""name"": ""london england""}, {""id"": 392, ""name"": ""england""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 572, ""name"": ""sex""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 903, ""name"": ""telecaster""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1774, ""name"": ""news broadcast""}, {""id"": 2039, ""name"": ""sexual frustration""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 3170, ""name"": ""cigarette""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 207317, ""name"": ""christmas""}]",en,Bridget Jones's Diary,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",35.310712,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Little Bird"", ""id"": 11358}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13-04,281929795,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.
Chocolat,3612,25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 715, ""name"": ""chocolate""}, {""id"": 1919, ""name"": ""mayor""}, {""id"": 1924, ""name"": ""praline""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10707, ""name"": ""mother daughter relationship""}]",en,Chocolat,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",28.727731,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""David Brown Productions"", ""id"": 903}, {""name"": ""Fat Free"", ""id"": 65781}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-12,152500343,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,...and the world is still indulging!
The Omen,2348,2800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 345, ""name"": ""monk""}, {""id"": 530, ""name"": ""prophecy""}, {""id"": 1704, ""name"": ""ambassador""}, {""id"": 2341, ""name"": ""nanny""}, {""id"": 4083, ""name"": ""rottweiler""}, {""id"": 4084, ""name"": ""devil's son""}, {""id"": 4087, ""name"": ""revelation""}, {""id"": 5160, ""name"": ""aggression by animal""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 41586, ""name"": ""archaeologist""}]",en,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.",25.939385,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",06-06,60922980,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,It is the greatest mystery of all because no human being will ever solve it.
Finding Neverland,2913,25000000,"[{""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 212, ""name"": ""london england""}, {""id"": 388, ""name"": ""scotland""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 3321, ""name"": ""childhood memory""}, {""id"": 3836, ""name"": ""success""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 4326, ""name"": ""theatre play""}, {""id"": 4327, ""name"": ""stroke of fate""}, {""id"": 4328, ""name"": ""costume""}, {""id"": 4332, ""name"": ""peter pan""}, {""id"": 4333, ""name"": ""theatre group""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 4549, ""name"": ""loss of husband""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6034, ""name"": ""theatre milieu""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 10818, ""name"": ""author""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 40895, ""name"": ""illness""}, {""id"": 184989, ""name"": ""spectacle""}, {""id"": 208349, ""name"": ""child""}]",en,Finding Neverland,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,34.160448,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Film Colony"", ""id"": 560}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-10,116766556,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Where will your imagination take you?
Nothing to Lose,2135,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",NA,"[{""id"": 897, ""name"": ""rap music""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 3016, ""name"": ""security camera""}, {""id"": 6203, ""name"": ""loss""}, {""id"": 8207, ""name"": ""crook""}, {""id"": 9740, ""name"": ""sociopath""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9854, ""name"": ""artifact""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 15291, ""name"": ""on the road""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 41180, ""name"": ""security guard""}, {""id"": 155419, ""name"": ""shoplifting""}, {""id"": 160362, ""name"": ""screwball""}, {""id"": 163975, ""name"": ""reckless driving""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 167541, ""name"": ""buddy comedy""}, {""id"": 167982, ""name"": ""unlikely friendship""}, {""id"": 168736, ""name"": ""carjacker""}, {""id"": 168750, ""name"": ""advertising executive""}, {""id"": 168763, ""name"": ""suv""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Nothing to Lose,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.",8.618208,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-07,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When the odds are against you, sometimes the only bet is yourself."
Beauty Shop,2809,25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",NA,[],en,Beauty Shop,"You thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in Beauty Shop.",5.625632,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02-06,36351350,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Cut Above
Elizabeth,3730,30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",NA,"[{""id"": 4235, ""name"": ""duke""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 10202, ""name"": ""treason""}, {""id"": 18396, ""name"": ""catholic""}, {""id"": 41022, ""name"": ""protestant""}]",en,Elizabeth,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",14.179538,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13-09,82150642,124,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.
Bride of Chucky,4310,25000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",NA,"[{""id"": 4944, ""name"": ""route 66""}, {""id"": 6300, ""name"": ""puppet""}, {""id"": 9707, ""name"": ""evil doll""}, {""id"": 10603, ""name"": ""killer doll""}, {""id"": 180691, ""name"": ""killer toys""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 190349, ""name"": ""chucky""}]",en,Bride of Chucky,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",14.340095,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Midwinter Productions Inc."", ""id"": 5550}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",16-10,50671850,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Chucky Gets Lucky.
Spice World,2276,25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",NA,"[{""id"": 637, ""name"": ""pop""}, {""id"": 1740, ""name"": ""pop culture""}, {""id"": 3490, ""name"": ""pop star""}]",en,Spice World,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",6.889437,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",19-12,1e8,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You say you want a revolution?
He Got Game,1329,25000000,"[{""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 378, ""name"": ""prison""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 2538, ""name"": ""begnadigung""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 3446, ""name"": ""forgiveness""}, {""id"": 3616, ""name"": ""college""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 10183, ""name"": ""independent film""}]",en,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,10.232599,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-05,21567853,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The father, the son and the holy game."
Half Past Dead,2078,13000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 836, ""name"": ""resistance""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 3859, ""name"": ""alcatraz""}, {""id"": 8627, ""name"": ""stolen money""}]",en,Half Past Dead,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,6.337063,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-11,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
"Bright Lights, Big City",3634,0,"[{""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 4620, ""name"": ""magazine""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 167198, ""name"": ""fashion show""}]",en,"Bright Lights, Big City","A young kid from Kansas moves to New York to work on a magazine. He gets caught up in the world of drink and drugs, and starts a steady decline. The only hope is the cousin of one of his drinking partners, can she pull him through it ?",2.753501,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""CST Telecommunications"", ""id"": 32793}, {""name"": ""Star Partners"", ""id"": 67823}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-04,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
The Girl Next Door,1387,25000000,"[{""id"": 35, ""name"": ""Comedy""}]",NA,"[{""id"": 2727, ""name"": ""porn actor""}, {""id"": 5593, ""name"": ""pornographic video""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6275, ""name"": ""school party""}, {""id"": 6946, ""name"": ""blonde""}, {""id"": 222174, ""name"": ""girl next door""}]",en,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",39.784026,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Daybreak"", ""id"": 49241}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-04,30411183,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Matt never saw her coming... but all his friends had!
Stealing Harvard,3174,0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 642, ""name"": ""robbery""}, {""id"": 5090, ""name"": ""fool""}, {""id"": 5948, ""name"": ""studies""}, {""id"": 6095, ""name"": ""house""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10594, ""name"": ""money""}]",en,Stealing Harvard,"John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.",7.321181,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13-09,0,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Their intentions were honorable. Their methods were criminal.
Michael Collins,445,28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 393, ""name"": ""civil war""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 3538, ""name"": ""freedom fighter""}, {""id"": 4355, ""name"": ""chinese civil war""}, {""id"": 14985, ""name"": ""ireland""}]",en,Michael Collins,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",8.314624,"[{""name"": ""Geffen Pictures"", ""id"": 360}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",25-10,169e5,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Ireland, 1916. His Dreams Inspired Hope. His Words Ignited Passion. His Courage Forged A Nation's Destiny."
Abandon,2574,25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 703, ""name"": ""detective""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3616, ""name"": ""college""}, {""id"": 8438, ""name"": ""job""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9309, ""name"": ""elite""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 156478, ""name"": ""boyfriend""}, {""id"": 158763, ""name"": ""thesis""}, {""id"": 201885, ""name"": ""pressure""}]",en,Abandon,"A psychological thriller about a senior at one of America's most prestigious universities. Under enormous pressure to complete her thesis and earn a top job at one of the world's most competitive consulting firms, Katie is still coping with the sudden unexplained disappearance of her first love two years prior. As the investigation continues, Katie is forced to choose between past passions and new possibilities, even as new facts are uncovered.",3.888776,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-10,10719357,99,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Watch who you leave behind.
Tank Girl,2731,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",NA,"[{""id"": 2535, ""name"": ""destroy""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5484, ""name"": ""reincarnation""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 160129, ""name"": ""artial arts""}, {""id"": 187056, ""name"": ""woman director""}]",en,Tank Girl,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",8.186936,"[{""name"": ""Trilogy Entertainment Group"", ""id"": 2231}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",31-03,4064495,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In 2033, justice rides a tank and wears lip gloss."
