"id","date","text","tag"
19953,2018-03-31,"Лошан есть Азбука Вкуса есть ВкусВилл бегу Сегодня, последний день действия 5% на супермаркет, нужно устроить налёт на Лошан","конкуренты"
19954,2018-04-01,"я пробовала все. Представить только - состоят из кокосового молока, а вкус как у обычного молочного сыра 🤗 Продаются в Азбуке вкуса, а скоро на прилавках магазинов сети X5 retail group. Буду покупать обязательно (у меня в карусели их ассортимент сыров). Ещё меня поразило, какое количество людей, собравшихся на маркете, практикуют веганство и сыроедение на протяжении многих лет. Люди называли 8 и 12 лет 😱. Я вообще, если бы не моя проблема, днями и ночами ела шоколадные торты и запивала совким молоком 😅 Дети; мамы, которые родили на","ассортимент"
19955,2018-04-01,"Рекламные услуги полного цикла! #novamedialtd #реклама #диджитал #индор #продуктовыесети #рекламанарадио #рекламанателевидении #рекламавметро #рекламанатранспорте #рекламавинтернете #регистрациярекламы #наружнаяреклама #размещениерекламы #рекламныевидеоролики #рекламныетексты #пиар #организациямероприятий #евенты #ico #blockchain #ашан #азбукавкуса#алыепаруса #дикси","спам"
19956,2018-03-31,"Приходите в Азбуку Вкуса 🍓😗🎁👄#весна #сакура #азбукавкуса #япония#мастеркласс #акварель #аквагрим #лицо#личико #weekend #spring #самурай#снегвапреле #солнышко #солнце #sun","упоминание"
19957,2018-03-31,"в ""виктории"" продается, в ""азбуке вкуса""","конкуренты"
19958,2018-03-31,"Изобилие интересностей в #АзбукаВкуса. Ещё найдены льняные хлебцы, о которых многие упоминали, но мне хочется сделать их дома самой. 🥥 кокосик разделанный меня вообще покорил. #diet #безуглеводнаядиета #безуглеводов #ketogeniclifestyle #непп #худеемвместе #необычноепитание #crazyрезультат #lowcarbdiet #lchf","ассортимент"
19959,2018-03-31,"В Москве в Азбуке Вкуса появились соевые сливки Alpro, в Питере они продаются в Веганике. Покупаю всегда много, по вкусу.","конкуренты"
19960,2018-03-31,"40 евро!!!! Это 3 кило узбекских томатов в азбуке вкуса...","цена"
19961,2018-03-31,"Редкие долгожданные минуты покоя🍓 #breaktime #russianstyle #brunch🍴 #bazaarmagazine #tastemagazine #азбукавкуса #полезныйперекус #бранч #健康的 #雑誌 #暇","упоминание"
19962,2018-03-31,"#0calories #0калорий #ппдесерты #пп #ппрецепты #ппобед #ппзавтрак #ппперекус #ппужин #ппголовногомозга #правильноепитание #диета #диеталюбимая #безкалорийныедесерты #фитнес #сахарныйдиабет #ппшка #ппшки #сушкатела #фитнесмама #мамочкивдекрете #мамавдекрете #полезнаяеда #азбукавкуса","спам"
19963,2018-03-31,"На обед! И похудеть без утруждаема можно ! В месяц спокойно можно уйти на -10/15 кг! Без спорта , главное питаться! Вкусно, разные вкусы. Так же есть косметика ! Интересно ? Обращайтесь в direct/what’s app 89670399536! К тому же закрытие месяца , сейчас есть скидки ! Так же есть что будет следить за вашим аппетитом ! Заказывайте и не бойтесь ! Ребят вы же ходите в магазин ( пятёрочка , ашан, лента , азбукавкуса и т.д.) у нас точно так же есть свой магазин ! Проверенный лично мной . Так же косметика , которую мы берём обычно в рив гош, mac и так далее . А вы попробуйте у нас , гарантирую не разочаруетесь ❤️💋все бегом заказывать 😊💋","упоминание"
19964,2018-03-31,"как вкусно пахнет булочками из соседнего отдела. 😋 Они уже порезанные, тридцать видов — не выбрать. ⠀ Я будто оказываюсь в прежней жизни, состоящей из работы и дома, из выходных и будней. Я будто в «Азбуке вкуса», лето. Сейчас выйду, а там мой самокат припаркован. Я будто в России или даже Европе, или Австралии. ⠀ Где с потолка дуют кондиционеры, и ни за что не надо торговаться. Где расплачиваются банковскими картами, где молоко хранится дольше людей. Где есть отдельный прилавок с сырами. ⠀ Я иду вдоль стены с кукурузными хлопьями. На меня","упоминание"
19965,2018-03-31,"Мои вкусняшки😋🤩❣️ #азбукавкуса","ассортимент"
19966,2018-03-31,"Цветочный вальс!🍀🌹🌾 Очень романтичная коллекция🍒 и очень романтичное название😊 Летние, легкие, воздушные вазочки закружились в едином хороводе из цветов, бабочек, стрекоз и лета🐞🌼🍃 Эти вазочки - кусочек тепла, запах свежескошенной травы, ощущение солнца на коже💜🌸 Они - лето в Вашем доме🍃😊🍒 💻http://dеcor-of-today.com¬ Tel/WhatsApp/Vi… #decoroftoday #кофе #гум #цум #парксокольники #ресторан #кафе #азбукавкуса #тцевропейский #ботаническийсад #встреча #подарок #семья #дерево #любовь #москва #цветы #москвасити #природа #работа #девушка #друзья #среда #дача #красиво #нежность #белый #стиль #зелень","спам"
19967,2018-03-31,"Рыба-попугай #азбукавкуса#рыбапопугай🐡🐳#индийскийокеан🌊экзотика","ассортимент"
19968,2018-03-31,"Рыба-попугай #азбукавкуса#рыбапопугай🐡🐳#индийскийокеан🌊#экзотика","ассортимент"
19969,2018-03-31,"Что стоит знать о халяльном мясе?✅ . 1⃣ термин ""халяль"" - это в первую очередь подтверждение соответствия исламским традициям. 2⃣ ""халяль"" означает, что продукция не содержит компонентов, запрещённых для употребления в пищу. 3⃣""халяль"" является чистым продуктом ""Духовного происхождения"". 4⃣ халяльные продукты могут употребляться в пищу людьми ЛЮБОЙ национальности и вероисповедания. 5⃣ продукты ""Эколь"" - халяль 6⃣ халяльное мясо ""Эколь"" можно найти в магазинах ""ПЕРЕКРЕСТОК"", ""SPAR"", ""ДИКСИ"", ""BILLA"", ""АЗБУКА ВКУСА"", ""ПЯТЁРОЧКА"", ""ЛЕНТА"", ""О","конкуренты"
19970,2018-03-31,"Азбука вкуса празднует открытие🎉 При покупке на 1000 рублей можно приобрести бесплатный недельный абонемент на свежесваренный кофе ☕️ #азбукавкуса #спб #санктпетербуг #spb #spbru","акции"
19971,2018-03-31,"Отдыхаем #я #селфи #себяшка #азбукавкуса #selfie #selfies #selfiesunday #selfietime #selfienation #selfiesaturday #selfiee #selfiequeen #selfiesfordays #selfiestick #selfieoftheday #face #faceoftheday #me #instaselfie #instagramanet #instatag #instame #girls #eyes #follow #followme #follow4follow","чекин"
19972,2018-03-31,"качества, 550 мл, покупала по акции в Азбуке Вкуса по 79 руб (без скидки 120 вроде); ❤️средство для мытья посуды, овощей и фруктов на основе минералов с экстрактом граната PoshOne, японская штука, 750 мл, все в той же Азбуке, по акции 179 руб, без вроде 250; у обоих средст просто потрясающие ароматы, мыть посуду одно удовольствие, очень удобные помпы и хорошее пенообразование, что сокращает расход. 🛀 Средство чистящее для ванной комнаты, вот здесь сама не ожидала, что #faberlic так меня удивит, прекрасно справляется с налетом и ржавчиной, из","цена"
19973,2018-04-01,"Дикие цены, много просрочки, вот вся АВ","необоснованная цена"
19974,2018-04-01,"просрочкой в АВ не торгуют вообще. За один два дня до окончания срока хранения товара скидка 50% потом утилизация. Теперь после 21.00. скидка на мясо, мясо птицы и полуфабрикаты то же 50%. ","качество продукции"
19975,2018-04-01,"Это вы расскажите моему коллеге по работе, купившему там дорогой торт. Явная переклейка была со сроками годности. Как итог - тяжелое расстройство желудка у всех попробовавших. Хлеб по 150р тоже за пределами разумного. Про черешню по 7000 вообще молчу.","качество продукции"
19976,2018-04-01,"В сезон там на фрукты и овощи очень приемлимые цены, часто ниже чем в перекрестке. Например Сербские груши и яблоки сейчас в АВ дешевле чем на рынке, мандарины и лимоны есть не дорогие, бананы там всегда дешевые, ананасы были долго по акции по 89 рублей за кг. Хлеб по 150-400 рублей можно не покупать, там так же продается хлеб по нормальной цене. Сахарный песок АВ стоит 60 рублей, молоко Можайское и Домик в деревне бывает дешевле чем в перекрестке, молочка вся за несколько дней до окончания срока реализации со скидкой 20-50 % в перекрестке такого нет!!! ","цена"
19977,2018-04-01,"Напоминает оценку состоятельности клиентов по методике Азбуки Вкуса 😁, с учетом 40% теневой экономики, точность расчёта - пол/потолок). Если взять Сбер, с его состоятельными клиентами, ВТБ и ещё пару банков то уже процентов на 5-7 потянет, больше, вряд ли.","управление компанией"
19978,2018-04-01,"Бесплатный или платный - я без понятия. Мне, как и любому зарабатывающу человеку (коих в эти комментариях много) без разницы сколько стоят знания о том как увеличить мультипликатор собственной эффективности. Интересует достоверность утверждения что подобные знания у автора есть. И да, как выше написал: уверен, что они есть. Они есть у всех. Кассир азбуки вкуса может многому научить кассира пятерочки. Вопрос в точке отсчёта. Которую я и пытаюсь выяснить вот уже 10м комментарием.","сервис"
19979,2018-04-01,"Светлана Колосова ""Азбука вкуса"" им. ""Боско ди Чиледжи""?))","упоминание"
19980,2018-04-01,"Я вот такое покупаю обычно, продается также во Вкусвиле, Азбуке Вкуса https://ru.iherb.com/pr/Nutiva-Organic-Coconut-Oil…, Органическое кокосовое масло, рафинированное, 23 жидких унций (680 мл) Скопируйте и поделитесь этой страницей с Вашим кодом вознаграждения . Подробнее о Вознаграждения.","конкуренты"
19981,2018-04-01,"Дарим стильные доски c первым с заказом на av.ru! Забрать доску  http://doska.av.ru/?utm_source=fb&utm_medium=cpc&utm_campaign=AB_retargeting_msk_doska","акции"
19982,2018-04-01,"Напиши потом обзор плиз. А то никак не найду нормальную рыбу. Беру в азбуке вкуса, но верю что есть лучше","ассортимент"
19983,2018-04-01,"Вы часто делаете покупки в «Азбуке Вкуса» и являетесь участником клубной программы «Вкусомания»? Тогда напоминаем, что у вас остались буквально считанные часы до 1 апреля, чтобы пожертвовать накопленные бонусы фонду «Подари жизнь»! Как это сделать, читайте по ссылке:  https://podari-zhizn.ru/main/node/31269","вкусомания"
19984,2018-04-01,"в ""Азбуке вкуса"" , ""Глобус Гурме"" качественные продукты, дорогие правда","конкуренты"
19985,2018-04-01,"Разыскивается сосед! Освобождается комната в двушке на ВДНХ** Разыскивается сосед! Освобождается комната в двушке на ВДНХ 10 минут пешком от метро ВДНХ, рядом скверы, парки, ботанический сад. Магазины Азбука вкуса, Перекресток, Вкусвилл. Комната просторная, светлая Мы: девочка и мальчик и кот. Все трое работают и спят в разных графиках: кто встает утром и ложится вечером, кто встает днем и идет спать ночью или под утро, а кто-то и вовсе особо не встает никуда (периодически меняемся) Если вам знакомо имя Villalobos - у вас фора","упоминание"
19986,2018-04-01,"а что у ВАС на обед? 🍃 АЗБУКА ВКУСА 🍃 - https://vk.com/album-70234463_247786696 h… Волшебный бульончик грибной 100 г 69 руб. ВД","ассортимент"
19987,2018-04-01,"И где же теперь вальяжно ходить москвичам?  https://thequestion.ru/questions/305846/govoryat-c…, что в «Пятерочку» москвичам ходить стыдно. Это правда? Почему тогда жителям других городов Чувство стыда переполняет мою московскую душу, когда я переступаю порог этого, с позволения сказать, магазина. Ходить среди этого отребья понаехавшего мне — потомственному москвичу в третьем поколении — не пристало! Посещаю исключительно такие приличные места, как Азбука Вкуса, Глобус Гурме. Только там можно найти качественные продукты, так любимые московской публикой. Иногда, конечно, приходитс","упоминание"
19988,2018-04-01,"А что Вы вообще хотели от бюджетного магазина?))) если хотите сервис, идите в какую нибудь азбукувкуса, там пакеты до тачки доносят, но и ценник другой) дешево и хорошо не бывает)","сервис"
19989,2018-04-01,"внимательно отнестись к выбору соевого соуса! Соевый соус без глютена есть! Там рисовая, как правило, мука вместо пшеничной. или вообще без муки. В супермаркетах и магазинах бг питания часто бывает Pearl River Bridge с пометкой без глютена или SOY-KING, в Азбуке Вкуса соевый соус YUTAKA, на айхерб знаменитый Kikkoman с пометкой и аминокислоты кокоса (тот же соевый соус, но на основе кокоса-без сои) а также жидкие аминокислоты Брегга которые считаются альтернативой соевому соусу (тоже без глютена), в магазинах финских продуктов их местные соевые соусы часто без глютена.","ассортимент"
19990,2018-04-01,"Наталья, это не показатель, кто то продукты и в Азбуке Вкуса берет)))","упоминание"
19991,2018-04-01,"Александр, Ну Вы сказали, что он спросом не пользуется, но на самом деле пользуется. Так что причем тут азбука вкуса?)","упоминание"
19992,2018-04-01,"конечно. Она спокойна и радостна. Приобретет уверенность в себе и некую наполненность. Потеряет мысль ""где взять деньги на самую себя?"" Должна уметь правильно распределять ресурсы. 💎Рабочий день будет умиротворенным. 💎Окружение сильно не поменяется, но вряд ли эта женщина будет тратить своё время и внимание на людей, которые постоянно ноют: ""Где взять деньги?"" С родственниками будут благостные отношения. Друзья останутся и захотят стремиться к лучшей жизни, осознавая что это возможно каждому. 💎Сноуборд, горные лыжи, возможно, мотоцикл, благотворительность. Распорядок дня сильно не изменится; мне нравится ложиться в 22.00 и вставать в 5.30-6.00 💎Изменится рацион питания: теперь я смогу все продукты покупать в ""Азбуке Вкуса"". Лучший бензин для своей машины. Создание комфорта и уюта вокруг себя и своих любимых людей ","упоминание"
19993,2018-04-01,"азбука вкуса ну и, конечно же, Пардес","конкуренты"
19994,2018-03-31,"В ""Азбуке Вкуса"" одно время и арбузы квадратные были по 18000 за штуку)) этот магазин не показатель)","цена"
19995,2018-03-31,"Очень хочу в беседу,все про лайкала,про коментировала 😻 Feel like Unicorn🦄🦄🦄 Ребята, вы любите единорогов? Эти нереально красивые существа вдохновили меня и команду @bite_russia на вот эту красоту! Я просто утопаю в этих полезных сладостях Slim Bite Unicorn. Это батончики и чувисы (моя отделньая любовь) — без лишней ерунды, вроде добавленного сахара и консервантов! Сладости, которые можно есть и не переживать, что потолстеешь или начнутся проблемы с кожей. Идеально! Всё это продаётся в магазинах Азбука вкуса, а в другие города можно заказать доставку на biofoodlab.ru, есть скидка 10% — напишите промокод MariaWay и вуаля, всё будет дешевле! Biofoodlab - Производитель полезных снеков для детей и взрослых Производитель полезных снеков для детей и взрослых http://biofoodlab.ru/","конкуренты"
19996,2018-03-31,"ще варианты - контейнер у ""Азбуки вкуса"" на Нахимова. Также берут одежду в церкви на Смоленском кладбище.","упоминание"
19997,2018-03-31,"а что у ВАС на обед? 🍃 АЗБУКА ВКУСА 🍃 - https://vk.com/album-70234463_247786696 h… Волшебный бульончик грибной 100 г 69 руб. ВД","ассортимент"
19998,2018-03-31,"45 кг. Соответственно, килограмм Лифляндской, к примеру, говядины стоил тогда около 0,31 рублей. Сегодня «Мякоть из фермерской говядины (тазобедренная часть)» в магазине «Азбука вкуса» стоит 757 рублей за килограмм; в «демократичном» же «Ашане» цена составляет 300 рублей за кило. Значит, средняя рыночная стоимость килограмма говядины в Москве (без экономических корректировок) равняется 528 рублям 50 копейкам. Стало быть, рубль 1838 года стоил бы сегодня примерно 1700 современных российских рублей. А значит, сегодня при тех же договоренностях мы","цена"
19999,2018-03-31,"45 кг. Соответственно, килограмм Лифляндской, к примеру, говядины стоил тогда около 0,31 рублей. Сегодня «Мякоть из фермерской говядины (тазобедренная часть)» в магазине «Азбука вкуса» стоит 757 рублей за килограмм; в «демократичном» же «Ашане» цена составляет 300 рублей за кило. Значит, средняя рыночная стоимость килограмма говядины в Москве (без экономических корректировок) равняется 528 рублям 50 копейкам. Стало быть, рубль 1838 года стоил бы сегодня примерно 1700 современных российских рублей. А значит, сегодня при тех же договоренностях мы","цена"
20000,2018-03-31,"а что у ВАС на обед? 🍃 АЗБУКА ВКУСА 🍃 - https://vk.com/album-70234463_247786696 h… Волшебный бульончик грибной 100 г 69 руб. ВД","ассортимент"
20001,2018-03-31,"В москве в ""азбуке вкуса'"" сейчас манго из тая стоит 1170 руб за кило. Сегодня видела. Аж пожалела, что манго не люблю. )))) надо было напихиваться в Тае. Задарма то, чё🙃","цена"
20002,2018-03-31,"Я работаю в местном магазине для обеспеченных людей. Со стороны мы выглядим так вообще лакшери. Простой люд стесняется к нам заходить в основном. Этакий аналог «Азбуки Вкуса» в Москве, но даже дороже. Покупатели, соответственно, при деньгах и при понтах, причём понты растут соразмерно их благосостоянию. Обычная история для нас - это высокомерие, хамство и ушлость. Экономить стараются на всём, каждую копейку в чеке считают. Если халява, так они первые. Так вот, больше половины магазина отдано под элитный алкоголь, проводим дегустации и","конкуренты"
20003,2018-03-31,"Анна, это, конечно, хороший стиль- обливать человека грязью не представляя , кто он на самом деле. Я вам по-моему написала про ФБК РосЯму и РосПил. Это и есть реальные дела Навального и его движения . Про клубнику, Азбуку вкуса , корпоративы, Дом2 и другие дела Собчак и Грудинина я не упоминала","упоминание"
20004,2018-03-31,"Запомнить бы уже всем хозяюшкам, что ничего хорошего из микроволновки не выходит, кроме подогретого купленного в азбуке вкуса пирога","ассортимент"
20005,2018-03-31,"богатые не пересекаются в нищебродных магазинах с бедными, для бедноты Пятёрочка, для богатых Азбука Вкуса и проч. Так что скорее всего сказка.","конкуренты"
20006,2018-03-31,"Азбука есть далеко не во всех городах. Да и по небольшим городам зачастую уравниловка по магазинам идёт. Так что пересечься вполне реально.","упоминание"
20007,2018-03-31,"вкусно пахнет булочками из соседнего отдела. Они уже порезанные, тридцать видов — не выбрать. Я будто оказываюсь в прежней жизни, состоящей из работы и дома, из выходных и будней. Я будто в «Азбукевкуса», лето. Сейчас выйду, а там мой самокат припаркован. Я будто в России или даже Европе, или Австралии. Где с потолка дуют кондиционеры, и ни за что не надо торговаться. Где расплачиваются банковскими картами, где молоко хранится дольше людей. Где есть отдельный прилавок с сырами. Я иду вдоль стены с кукурузными хлопьями. На меня смотрят","упоминание"
20008,2018-03-31,"В Семье и дикси больше просрочки, чем в какой другой сети. Что-то не устраивает? Плати бабки и иди в Азбуку Вкуса, там жопу клиентам лижут. Выбор всегда есть.","сервис"
20009,2018-03-31,"Я работаю в местном магазине для обеспеченных людей. Со стороны мы выглядим так вообще лакшери. Простой люд стесняется к нам заходить в основном. Этакий аналог «Азбуки Вкуса» в Москве, но даже дороже. Покупатели, соответственно, при деньгах и при понтах, причём понты растут соразмерно их благосостоянию. Обычная история для нас - это высокомерие, хамство и ушлость. Экономить стараются на всём, каждую копейку в чеке считают. Если халява, так они первые. Так вот, больше половины магазина отдано под элитный алкоголь, проводим дегустации и","конкуренты"
20010,2018-03-31,"Светлана, я отовариваюсь только в глобус груме на кутузе и в азбуке вкуса на Рублевке. У нас в мск в ЗАО не отоваривают. Так то","упоминание"
20011,2018-03-31,"В Азбуке Вкуса! Вытянутой формы-Тайский недавно еда очень хороший, но по цене 2000-2500","цена"
20012,2018-03-31," нас рядом с домом в магазине («Халк», это не сеть) и муж покупает где-то рядом с работой, тоже не сетевой. В Ашане не знаю, очень давно не была там. Точно видела в «Азбуке вкуса»","конкуренты"
20013,2018-03-31,"В пятерочке продают, но хз какие они. Я б из азбуки вкуса попробовала, у них несезонные продукты обычно хорошие","конкуренты"
20014,2018-03-31,"азбука вкуса","ассортимент"
20015,2018-03-31,"По азбукам вкуса рассекают наверное.","упоминание"
20016,2018-04-01,"По мне - так тоже не похож) Однако - чизкейк! И википедия подтверждает)","ассортимент"
20017,2018-04-01,"Он в тесте между коржами! ) А 500+ р за состав!","цена"
20018,2018-04-01,"Я работаю в местном магазине для обеспеченных людей. Со стороны мы выглядим так вообще лакшери. Простой люд стесняется к нам заходить в основном. Этакий аналог «Азбуки Вкуса» в Москве, но даже дороже. Покупатели, соответственно, при деньгах и при понтах, причём понты растут соразмерно их благосостоянию. Обычная история для нас - это высокомерие, хамство и ушлость. С*ка, экономить стараются на всём, каждую копейку в чеке считают. Если халява, так они первые. Так вот, больше половины магазина отда","конкуренты"
20019,2018-04-01,"В Азбуке Вкуса вытянутые тайские арбузы очень вкусные и хорошие! Если есть финансы, то","качество продукции"
20020,2018-04-01,"Дарья https://www.baby.ru/u/usr1110342/ В марте? Мне в марте с 15 числа, в детском мире на можайском шоссе где азбука вкуса","упоминание"
20021,2018-04-02,"розницы - сайт. За май наш сайт посетило более 300 тысяч человек. Это неплохо для монобренда. Байеры вбивают слово «самокат», видят статью «Как выбрать самокат», попадают на наш сайт, видят вверху большую надпись«Оптовикам» http://www.razor-russia.ru/dealers/, заходят и оставляют заявку. И таких заявок у нас поток. Мы хорошо раскрутили сайт, и большинство наших крупных контрактов, например, с Ozon или «Азбукой вкуса», как раз из интернета.  Мой рабочий день Я достаточно много работаю ночью. Например, в час ночи посылаю письма, смотрю отзывы на","упоминание"
20022,2018-04-02,"В первом: 200 гр. мягкого творога (лактика или Агуша)+2 ст.л. рисовой муки (Fitparad, Гарнец, Азбука вкуса или iherb)+1 яйцо. Из зернистого (братья чебурашкины, Дворянское гнездо, myfresh.ru или из брикета останкинское)+1 ст.л. рисовой или овсяной муки. Можно с яйцом или без. Обжариваю на кокосовом масле 3. Блинчики. Овсяноблин: 1/2 банана, 1 яйцо (можно без него), 40 гр овсянки, 40 гр. мягкого творога или кефира, можно ещё 1 ч.л.какао. Все перемолоть и пожарить. Тонкие блинчики на 2 порции: 80 гр цз муки+1 яйцо+1 ст.л. кокосового масла","конкуренты"
20023,2018-04-02,"-ресторанный бизнес — Inc.). Кофейня Maybe.coffee продает гранолу, а Point 242 — готовит на ее основе десерты. — Мечта всех производителей в нашем сегменте — встать на полку в «Азбуке Вкуса». Попасть туда несложно — и так же просто вылететь через месяц. Нужно увеличить объем производства как минимум в 3 раза для бесперебойной поставки в такую мощную сеть, — говорит Наумова. Андрей Голубков, руководитель пресс-службы сети магазинов «Азбука Вкуса»: Гранола — модный продукт. На эту категорию есть спрос, и он растет год от года, как часть","упоминание"
20024,2018-04-01,"Азбука вкуса, Зеленоград","упоминание"
20025,2018-04-01,"которым потребитель доказывает рублем.  Кофе на вынос Сегмент кофеен развивается крайне динамично, при этом его главный драйвер роста – кофе на вынос. По данным исследовательской компании NPD, процент заказов последнего увеличился в 2016 году на 35%. При этом в исследовании говорится, что 75% заказов приходится на рабочее время, из которых в утренние часы совершается 25% всех продаж кофе.  Ритейлеры стараются не оставаться в стороне. Например, сети «Я Любимый», «Виктория» и «АзбукаВкуса» открывают собственные кофейные точки внутри магазина. ","конкуренты"
20026,2018-04-01,"которым потребитель доказывает рублем.  Кофе на вынос Сегмент кофеен развивается крайне динамично, при этом его главный драйвер роста – кофе на вынос. По данным исследовательской компании NPD, процент заказов последнего увеличился в 2016 году на 35%. При этом в исследовании говорится, что 75% заказов приходится на рабочее время, из которых в утренние часы совершается 25% всех продаж кофе.  Ритейлеры стараются не оставаться в стороне. Например, сети «Я Любимый», «Виктория» и «АзбукаВкуса» открывают собственные кофейные точки внутри магазина. Те","конкуренты"
20027,2018-04-01,"Мне казалось, что я его видела в азбуке вкуса один раз, но потом не нашла.☹️ Купила там loic raison в итоге. Брют понравился, а traditionnel уже не очень.","ассортимент"
20028,2018-04-01,"клиентов в банке. Поделились https://blogs.oracle.com/russia/azbuka_vkusa_interview успешным опытом использования омниканальной модели в розничной сети и в «Азбуке вкуса». По словам ее представителей, их программа лояльности в режиме реального времени оценивает потребление каждого клиента и на основе этого предлагает товары персонально для него – на сайте или прямо в магазине. Персональные предложения интегрируются во все сервисы и настраиваются под каждого клиента. 3. Искусственный интеллект для решения конкретных задач Маркетолога не должно","сервис"
20029,2018-04-02,"Вы серьезно думаете что в Азбуке вкуса какое-то особое качество? Вы заблуждаетесь. :)","качество продукции"
20030,2018-04-02,"Всем поух же... Мне по крайней мере - 101% Или ты думаешь Азбука вкуса по противопожарным мероприятиям - сильно лучше? Ты заблуждаешься. Скажем так - основное отличае в том что ты не прешься за 50км от дома чтоб купить что-то на рупь дешевле, а тупо идешь и покупаешь в магазине шаговой доступности.","сервис"
20031,2018-04-02,"Никакого особого качества. Те же продукты, что и везде, просто дороже раза в полтора. И выбор, прямо скажем, убогий.","необоснованная цена"
20032,2018-04-02,"Люди, что за больше 100 тыс. рублей получают, я к Вам. Только к Вам. И ни к кому больше, можно рядом постоять то, а? Ни в Ашане, ни в другом ТЦ вас не встретить. Почему нет? Встретить. > Может в Азбукевкуса, а? Это не просто больше 100к - это сильно больше 100к, 500к+ может быть, ну минимум - 300к+","упоминание"
20033,2018-04-01,"ооо! я думал их хватало только на инвалидные такси и продуктовые заказы... Слава Собянину! собственно я понял, кто главные покупатели азбук вкуса :)","упоминание"
20034,2018-04-01,"В Азбуке все же не весь хлеб по 150 - есть от 40 и дороже https://av.ru/g/00004309?&sort=price-asc И на Якиманке есть Дикси, Магнолия, еще Пятерочка на Полянке","цена"
20035,2018-04-01,"Понял, буду иметь ввиду. Тут речь пока о нескольких закусках буквально, когда самим времени готовить не будет. Скорее всего попробую Азбуку Вкуса для начала. Ершу не доверяю, поскольку это сетевой проект Деллоса, а у него в сетях все очень печально на мой вкус, особенно в Тануки.","конкуренты"
20036,2018-04-01,"к сожалению, Азбука теперь захватывает все новые площади торговые... В ТК Охотный ряд теперь тоже Азбука Вкуса","управление компанией"
20037,2018-04-01,"Даже не слышала никогда такого названия. :) В Азбуке вкуса заказывала. В принципе, неплохо было, местами даже вкусно. С уткой возьмите обязательно!","качество продукции"
20038,2018-04-01,"Ага, Даниловский рынок - это круто. АЗБУКА ВКУСА- отдыхает со своими мизерными ценами ;-)","необоснованная цена"
20039,2018-04-01,"Кто из москвичей не знает Смоленский гастроном на углу Арбата и Смоленской площади? Последние годы там действовал супермаркет сети ""Седьмой континент"". Очень его любила! И Петю приучила туда заглядывать, стали мы его в два сердца любить. Но наш возлюбленный умер. В конце ноября прошлого года. Снимок из архива.  http://kraeved1147.ru/papa-mozhet/  Мы сильно приуныли, узнав, что теперь на этом месте будет ""Азбука вкуса"". Уровень цен в ""Седьмом"" и в ""Азбуке"", как стоимость номера в трёхзвёздочном и пятизвёздочном отелях. Но покупателей никто не","необоснованная цена"
