"","X1","title","movie_id","rating","genres","popularity","runtime","movie_year","production_companies","production_countries","keywords","cast","director"
"131",131,"From Hell",2734,3.2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",26.134678,122,2001,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Underworld Entertainment"", ""id"": 476}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","[{""id"": 1465, ""name"": ""loss of family""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 4007, ""name"": ""jack the ripper""}]",NA,"AlbertHughes AllenHughes"
"132",132,"Kicking & Screaming",3441,3.2962962962963,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",8.99269,95,2005,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 2200, ""name"": ""generations confilct""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 8864, ""name"": ""amateur soccer""}, {""id"": 223149, ""name"": ""soccer coach""}]",NA,NA
"133",133,"The Hitchhiker's Guide to the Galaxy",528,3.09859154929577,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",51.742065,109,2005,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Everyman Pictures"", ""id"": 2242}, {""name"": ""Hammer & Tongs"", ""id"": 2243}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 211, ""name"": ""bureaucracy""}, {""id"": 392, ""name"": ""england""}, {""id"": 630, ""name"": ""dolphin""}, {""id"": 803, ""name"": ""android""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4270, ""name"": ""galaxy""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11546, ""name"": ""hitchhiker""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 177144, ""name"": ""everyman""}, {""id"": 177145, ""name"": ""hyperspace""}, {""id"": 177146, ""name"": ""meaning of life""}, {""id"": 178640, ""name"": ""based on radio show""}, {""id"": 192962, ""name"": ""alien attack""}, {""id"": 221652, ""name"": ""bathrobe""}, {""id"": 221653, ""name"": ""destruction of earth""}, {""id"": 221654, ""name"": ""intergalactic travel""}, {""id"": 221655, ""name"": ""islington england""}, {""id"": 221656, ""name"": ""talking robot""}]","MartinFreeman MosDef SamRockwell WarwickDavis ZooeyDeschanel","GarthJennings"
"134",134,"The Pledge",3309,3.03125,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",12.495436,123,2001,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Clyde Is Hungry Films"", ""id"": 12263}, {""name"": ""Pledge Productions"", ""id"": 12264}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 6044, ""name"": ""promise""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 13151, ""name"": ""drawing""}, {""id"": 177996, ""name"": ""porcupine""}, {""id"": 187327, ""name"": ""pledge""}, {""id"": 187328, ""name"": ""retirement party""}, {""id"": 187329, ""name"": ""criminal profile""}]","BenicioDelToro","SeanPenn"
"135",135,"All the Pretty Horses",2182,3.27272727272727,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",7.524671,117,2000,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 246, ""name"": ""dancing""}, {""id"": 316, ""name"": ""chess""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1909, ""name"": ""coffin""}, {""id"": 2325, ""name"": ""wrong accusal""}, {""id"": 2752, ""name"": ""ranch""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 9849, ""name"": ""beating""}, {""id"": 9890, ""name"": ""jail""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 156795, ""name"": ""lasso""}, {""id"": 156796, ""name"": ""cautery""}]","HenryThomas MattDamon Pen\u00e9lopeCruz","BillyBobThornton"
"136",136,"Bangkok Dangerous",1070,3.5,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",14.813057,99,2000,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Initial Entertainment Group"", ""id"": 704}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""Blue Star Pictures"", ""id"": 2779}, {""name"": ""Living Films"", ""id"": 2877}, {""name"": ""Bangkok Dangerous"", ""id"": 2878}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 782, ""name"": ""assassin""}, {""id"": 1293, ""name"": ""asia""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1635, ""name"": ""deaf-mute""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 3432, ""name"": ""bangkok""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 4488, ""name"": ""apprentice""}, {""id"": 5824, ""name"": ""video surveillance""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12391, ""name"": ""boat chase""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 41644, ""name"": ""gunshot""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 195295, ""name"": ""motorcycle chase""}, {""id"": 226409, ""name"": ""crisis of conscience""}]","CharlieYeung NicolasCage ShahkritYamnarm","DannyPang OxidePangChun"
"137",137,"Rambo: First Blood Part II",118,3.38888888888889,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",38.653969,96,1985,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carolco Pictures"", ""id"": 14723}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 279, ""name"": ""usa""}, {""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2019, ""name"": ""liberation of prisoners""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 33705, ""name"": ""agent""}, {""id"": 197602, ""name"": ""denunciation""}]","AndyWood CharlesNapier GeorgeCheung JuliaNickson MartinKove RichardCrenna StevenBerkoff SylvesterStallone VoyoGoric WilliamGhent","GeorgeP.Cosmatos"
"138",138,"Heaven's Gate",2673,1,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",5.380124,219,1980,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""The Criterion Collection"", ""id"": 10932}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 680, ""name"": ""montana""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 1502, ""name"": ""marshal""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 5948, ""name"": ""studies""}, {""id"": 9031, ""name"": ""idealist""}]","BradDourif ChristopherWalken IsabelleHuppert JeffBridges JohnHurt JosephCotten KrisKristofferson PaulKoslo RonnieHawkins SamWaterston","MichaelCimino"
"139",139,"Unleashed",631,3.58333333333333,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",25.999888,103,2005,"[{""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Clubdeal"", ""id"": 2748}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Qian Yian International"", ""id"": 66739}, {""name"": ""Danny the Dog Prods Ltd."", ""id"": 66740}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 779, ""name"": ""martial arts""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 10714, ""name"": ""serial killer""}]","BobHoskins JetLi MorganFreeman","LouisLeterrier"
"140",140,"Along Came Polly",2391,3.26158940397351,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",33.238296,90,2004,"[{""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Loofah Productions"", ""id"": 53626}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 966, ""name"": ""beach""}, {""id"": 2676, ""name"": ""honeymoon""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 3817, ""name"": ""chance""}, {""id"": 4999, ""name"": ""risk""}, {""id"": 6192, ""name"": ""relation""}, {""id"": 9398, ""name"": ""long island""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 11510, ""name"": ""unfaithfulness""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15478, ""name"": ""art gallery""}, {""id"": 33940, ""name"": ""dance class""}, {""id"": 165301, ""name"": ""opposites attract""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 169276, ""name"": ""commitment""}, {""id"": 173497, ""name"": ""dance club""}, {""id"": 175357, ""name"": ""neurotic""}, {""id"": 188645, ""name"": ""bagpipes""}, {""id"": 190084, ""name"": ""chance encounter""}, {""id"": 226219, ""name"": ""insurance risk manager""}]","AlecBaldwin BenStiller DebraMessing JenniferAniston PhilipSeymourHoffman","JohnHamburg"
"141",141,"The Mirror Has Two Faces",4214,3.35714285714286,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.844926,126,1996,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Phoenix Pictures"", ""id"": 11317}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 572, ""name"": ""sex""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208709, ""name"": ""columbia university""}]",NA,NA
"142",142,"The Mothman Prophecies",3434,3.33333333333333,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",14.733513,119,2002,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 4949, ""name"": ""warning""}, {""id"": 6622, ""name"": ""tumor""}, {""id"": 8232, ""name"": ""west virginia""}, {""id"": 9955, ""name"": ""urban legend""}, {""id"": 10170, ""name"": ""premonition""}, {""id"": 10904, ""name"": ""telephone call""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 14742, ""name"": ""psychic""}, {""id"": 15198, ""name"": ""car wreck""}, {""id"": 208397, ""name"": ""death of wife""}, {""id"": 230413, ""name"": ""mothman""}, {""id"": 238137, ""name"": ""mysterious events""}, {""id"": 238138, ""name"": ""chemical plant""}]","LauraLinney RichardGere","MarkPellington"
"143",143,"The Sixth Sense",4306,4.36222222222222,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",73.085576,107,1999,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 516, ""name"": ""child abuse""}, {""id"": 1335, ""name"": ""sense of guilt""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 2800, ""name"": ""psychology""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 9457, ""name"": ""single""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 208349, ""name"": ""child""}, {""id"": 210530, ""name"": ""spiritism""}]","BruceWillis HaleyJoelOsment","M.NightShyamalan"
"144",144,"Scream 3",2376,3.5,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",24.992057,116,2000,"[{""name"": ""Konrad Pictures"", ""id"": 85}, {""name"": ""Craven-Maddalena Films"", ""id"": 1600}, {""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 2546, ""name"": ""mask""}, {""id"": 2573, ""name"": ""metal detector""}, {""id"": 2793, ""name"": ""film director""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 13124, ""name"": ""scream""}, {""id"": 14676, ""name"": ""series of murders""}]","CourteneyCox NeveCampbell","WesCraven"
"145",145,"Back to the Future Part III",851,3.96774193548387,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",45.769562,118,1990,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""U-Drive Productions"", ""id"": 20448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 386, ""name"": ""railroad robber""}, {""id"": 387, ""name"": ""california""}, {""id"": 951, ""name"": ""delorean""}, {""id"": 957, ""name"": ""indian territory""}, {""id"": 999, ""name"": ""sports car""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 1544, ""name"": ""locomotive""}, {""id"": 1582, ""name"": ""saloon""}, {""id"": 2284, ""name"": ""horseback riding""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10511, ""name"": ""western""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 13008, ""name"": ""train""}, {""id"": 155573, ""name"": ""wild west""}, {""id"": 156234, ""name"": ""cavalry""}]","ChristopherLloyd MarySteenburgen MichaelJ.Fox","RobertZemeckis"
"146",146,"Dracula",3740,3.52631578947368,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",45.022964,128,1931,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Osiris Films"", ""id"": 2019}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 596, ""name"": ""adultery""}, {""id"": 2158, ""name"": ""maze""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 155301, ""name"": ""rough sex""}, {""id"": 156112, ""name"": ""wake""}, {""id"": 160292, ""name"": ""religious conflict""}, {""id"": 169618, ""name"": ""bestiality""}, {""id"": 169620, ""name"": ""correspondence""}, {""id"": 169621, ""name"": ""vampire sex""}, {""id"": 169626, ""name"": ""autonomous shadow""}, {""id"": 225470, ""name"": ""vlad""}, {""id"": 231407, ""name"": ""fang vamp""}]","AnthonyHopkins GaryOldman WinonaRyder","FrancisFordCoppola"
"147",147,"The Talented Mr. Ripley",2009,3.39130434782609,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",31.385257,139,1999,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Timnick Films"", ""id"": 679}, {""name"": ""Mirage Enterprises"", ""id"": 932}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 110, ""name"": ""venice""}, {""id"": 131, ""name"": ""italy""}, {""id"": 237, ""name"": ""gay""}, {""id"": 242, ""name"": ""new york""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 848, ""name"": ""double life""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 1913, ""name"": ""atlantic ocean""}, {""id"": 2547, ""name"": ""new identity""}, {""id"": 3152, ""name"": ""planned murder""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3342, ""name"": ""yacht""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 3843, ""name"": ""inferiority""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 4214, ""name"": ""beguilement""}, {""id"": 4951, ""name"": ""rejection""}, {""id"": 4952, ""name"": ""inferiority complex""}, {""id"": 4953, ""name"": ""ocean liner""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 10329, ""name"": ""wealth""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 155624, ""name"": ""envy""}]","GwynethPaltrow JudeLaw MattDamon","AnthonyMinghella"
"148",148,"Ray",886,4.18064516129032,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",21.743321,152,2004,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bristol Bay Productions"", ""id"": 2233}, {""name"": ""Baldwin Entertainment Group"", ""id"": 2234}, {""name"": ""Anvil Films"", ""id"": 8833}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 577, ""name"": ""black people""}, {""id"": 634, ""name"": ""soul""}, {""id"": 727, ""name"": ""country music""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1416, ""name"": ""jazz""}, {""id"": 1741, ""name"": ""blindness and impaired vision""}, {""id"": 2495, ""name"": ""georgia""}, {""id"": 2635, ""name"": ""overdose""}, {""id"": 2776, ""name"": ""bus ride""}, {""id"": 4746, ""name"": ""record producer""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 5707, ""name"": ""childhood trauma""}, {""id"": 5708, ""name"": ""gospel""}, {""id"": 5711, ""name"": ""indianapolis""}, {""id"": 5716, ""name"": ""record label""}, {""id"": 5718, ""name"": ""recording studio""}]","JamieFoxx KerryWashington ReginaKing","TaylorHackford"
"149",149,"Shall We Dance?",1860,3.75,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",14.231899,107,1995,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 931, ""name"": ""jealousy""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1342, ""name"": ""dancing master""}]","JenniferLopez RichardGere StanleyTucci SusanSarandon","PeterChelsom"
"150",150,"Pay It Forward",313,3.60489510489511,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",24.313684,122,2000,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 161868, ""name"": ""child's point of view""}, {""id"": 166625, ""name"": ""candlelight vigil""}, {""id"": 170365, ""name"": ""good deed""}, {""id"": 170375, ""name"": ""exotic dancer""}, {""id"": 170378, ""name"": ""schoolteacher""}, {""id"": 170380, ""name"": ""extra credit assignment""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 170389, ""name"": ""junior high school""}, {""id"": 170390, ""name"": ""burn injury""}, {""id"": 187056, ""name"": ""woman director""}]","HaleyJoelOsment HelenHunt KevinSpacey","MimiLeder"
"151",151,"Fever Pitch",4354,2.16666666666667,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9.965073,103,1997,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Wildgaze Films"", ""id"": 1508}, {""name"": ""Alan Greenspan Productions"", ""id"": 6401}, {""name"": ""Mars Media Beteiligungs"", ""id"": 6402}, {""name"": ""Flower Films (II)"", ""id"": 19813}, {""name"": ""ELC Productions Ltd."", ""id"": 73953}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1480, ""name"": ""baseball""}, {""id"": 3419, ""name"": ""fanatic""}, {""id"": 5625, ""name"": ""relationship problems""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 155725, ""name"": ""red sox""}, {""id"": 155726, ""name"": ""fenway park""}]","DrewBarrymore JimmyFallon","BobbyFarrelly PeterFarrelly"
"152",152,"The Shadow",993,3.5,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",8.178203,108,1994,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 3363, ""name"": ""hypnosis""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 155494, ""name"": ""radio series""}, {""id"": 189115, ""name"": ""invisibility""}, {""id"": 190034, ""name"": ""the shadow""}]",NA,NA
"153",153,"Sweet November",148,3.31578947368421,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",19.372805,119,2001,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1022, ""name"": ""workaholic""}, {""id"": 5904, ""name"": ""dogsitter""}]",NA,"PatO'Connor"
"154",154,"Life or Something Like It",353,3.14893617021277,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8.980846,103,2002,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Monarchy Enterprises S.a.r.l."", ""id"": 77845}, {""name"": ""Atchity Entertainment International (AEI)"", ""id"": 81134}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[]",NA,"StephenHerek"
"155",155,"Impostor",216,3.23809523809524,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",9.579975,102,2000,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Marty Katz Productions"", ""id"": 12552}, {""name"": ""Mojo Films"", ""id"": 21635}, {""name"": ""PK Pictures"", ""id"": 21636}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 803, ""name"": ""android""}, {""id"": 9951, ""name"": ""alien""}]",NA,"GaryFleder"
"156",156,"Just Visiting",2366,2.5,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",10.844882,88,2001,"[{""name"": ""Gaumont"", ""id"": 9}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Bruin Grip Services"", ""id"": 5330}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 4379, ""name"": ""time travel""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 33396, ""name"": ""remake of french film""}, {""id"": 186760, ""name"": ""alternate timeline""}, {""id"": 227887, ""name"": ""flatulence""}]",NA,"JeanMariePoir\u00e9"
