Id,OwnerUserId,CreationDate,ParentId,Score,IsAcceptedAnswer,Body
1371144,164965,2009-09-03T02:26:06Z,1343442,1,FALSE,"<p>I'm not sure yet how to answer an answer, but there is an updated version of Ranke's vim r-plugin called r-plugin2 available <a href=""http://www.vim.org/scripts/script.php?script_id=2628"" rel=""nofollow noreferrer"">here</a>. It seems more user-friendly and robust than the original.</p>
"
1372767,143476,2009-09-03T11:04:49Z,1358238,8,TRUE,"<p>To answer your question in a general sense (regarding parameter estimation in R) without considering the specifics of the equations you pointed out, I think you are looking for nls() or optim()... 'nls' is my first choice as it provides error estimates for each estimated parameter and when it fails I use 'optim'. If you have your x,y variables:</p>

<pre><code>out &lt;- tryCatch(nls( y ~ A+B*x+C*x*x, data = data.frame(x,y), 
                start = c(A=0,B=1,C=1) ) ,
                error=function(e) 
                optim( c(A=0,B=1,C=1), function(p,x,y)  
                      sum((y-with(as.list(p),A + B*x + C*x^2))^2), x=x, y=y) )
</code></pre>

<p>to get the coefficients, something like</p>

<pre><code>getcoef &lt;- function(x) if(class(x)==""nls"") coef(x) else x$par
getcoef(out)
</code></pre>

<p>If you want the standard errors in the case of 'nls', </p>

<pre><code>summary(out)$parameters
</code></pre>

<p>The help files and r-help mailing list posts contain many discussions regarding specific minimization algorithms implemented by each (the default used in each example case above) and their appropriateness for the specific form of the equation at hand. Certain algorithms can handle box constraints, and another function called constrOptim() will handle a set of linear constraints. This website may also help:</p>

<p><a href=""http://cran.r-project.org/web/views/Optimization.html"" rel=""noreferrer"">http://cran.r-project.org/web/views/Optimization.html</a></p>
"
1374740,143305,2009-09-03T17:10:01Z,1374609,3,FALSE,"<p>Have a look at Max Kuhn's <a href=""http://cran.r-project.org/package=caret"" rel=""nofollow noreferrer""><strong>caret</strong></a> which is designed to support exactly this: <em>Classification and Regression Training</em> as per its title.  </p>

<p>It wraps around Random Forest as well as numerous other packages, and has ample documentation, including this <a href=""http://www.jstatsoft.org/v28/i05/"" rel=""nofollow noreferrer"">JSS paper</a>.</p>

<p>Besides caret, you can of course just use the <code>predict</code> method on the model you get returned as this example from the help page suggests:</p>

<pre><code> data(iris)
 set.seed(111)
 ind &lt;- sample(2, nrow(iris), replace = TRUE, prob=c(0.8, 0.2))
 iris.rf &lt;- randomForest(Species ~ ., data=iris[ind == 1,])
 iris.pred &lt;- predict(iris.rf, iris[ind == 2,])
 table(observed = iris[ind==2, ""Species""], predicted = iris.pred)
</code></pre>

<p>Instead of a random sample using <code>ind</code>, just subset the data yourself into training and validation sets.</p>
"
1377014,143377,2009-09-04T03:04:08Z,1376967,3,FALSE,"<p>I think you need to provide more information. This seems to work:</p>

<pre><code> pg &lt;- ggplot(dd, aes(Predicted_value)) ## need aesthetics in the ggplot
 pg &lt;- pg + geom_density() 
 ## gotta provide the arguments of the dnorm
 pg &lt;- pg + stat_function(fun=dnorm, colour='red',            
            args=list(mean=mean(dd$Predicted_value), sd=sd(dd$Predicted_value)))
 ## wrap it!
 pg &lt;- pg + facet_wrap(~State_CD)
 pg
</code></pre>

<p>We are providing the same mean and sd parameter for every panel. Getting panel specific means and standard deviations is left as an exercise to the reader* ;) </p>

<p>'*' In other words, not sure how it can be done...</p>
"
1377025,143305,2009-09-04T03:11:53Z,1377003,8,FALSE,"<p>dnorm(0, mean=4, sd=10) does <em>not</em> give you thr probability of such a point occurring. To quote Wikipedia on <a href=""http://en.wikipedia.org/wiki/Probability_density_function"" rel=""nofollow noreferrer"">probability density function</a></p>

<blockquote>
  <p>In probability theory, a probability
  density function (pdf)—often referred
  to as a probability distribution
  function<a href=""http://en.wikipedia.org/wiki/Probability_density_function"" rel=""nofollow noreferrer"">1</a>—or density, of a random
  variable is a function that describes
  the density of probability at each
  point in the sample space. The
  probability of a random variable
  falling within a given set is given by
  the integral of its density over the
  set.</p>
</blockquote>

<p>and the probability you mention is </p>

<pre><code>R&gt; pnorm(0, 4, 10)
[1] 0.3446
</code></pre>

<p>or a 34.46% chance of getting a value equal to or smaller than 0 from a N(4, 10) distribution.</p>

<p>As for your Perl question:  If you know how to do it in R, but need it from Perl, maybe you need to write a Perl extension based on R's libRmath (provided in Debian by the package r-mathlib) to get those functions to Perl?  This does not require the R interpreter.</p>

<p>Otherwise, you could try the GNU GSL or the Cephes libraries for access to these special functions. </p>
"
1377047,143377,2009-09-04T03:19:36Z,1377003,3,TRUE,"<p>Why not something along these lines (I am writing in R, but it could be done in  perl with  Statistics::Distribution):</p>

<pre><code>dn &lt;- function(x=0 # value
               ,mean=0 # mean 
               ,sd=1 # sd
               ,sc=10000 ## scale the precision
               ) {
  res &lt;- (pnorm(x+1/sc, mean=mean, sd=sd)-pnorm(x, mean=mean, sd=sd))*sc
  res
}
&gt; dn(0,4,10,10000)
0.03682709
&gt; dn(2.02,2,.24)
1.656498
</code></pre>

<p>[edit:1] I should mention that this approximation can get pretty horrible at the far tails. it might  or might not matter depending on your application.</p>

<p>[edit:2] @foolishbrat Turned the code into a function. The result should always be positive. Perhaps you are forgetting that in the perl module you mention the function returns the upper probability 1-F, and R returns F?</p>

<p>[edit: 3] fixed a copy and paste error.</p>
"
1377254,160314,2009-09-04T04:41:14Z,1376967,1,FALSE,"<p>I think your best bet is to draw the line manually with geom_line.</p>

<pre><code>dd&lt;-data.frame(matrix(rnorm(144, mean=2, sd=2),72,2),c(rep(""A"",24),rep(""B"",24),rep(""C"",24)))
colnames(dd) &lt;- c(""x_value"", ""Predicted_value"",  ""State_CD"")
dd$Predicted_value&lt;-dd$Predicted_value*as.numeric(dd$State_CD) #make different by state

##Calculate means and standard deviations by level
means&lt;-as.numeric(by(dd[,2],dd$State_CD,mean))
sds&lt;-as.numeric(by(dd[,2],dd$State_CD,sd))

##Create evenly spaced evaluation points +/- 3 standard deviations away from the mean
dd$vals&lt;-0
for(i in 1:length(levels(dd$State_CD))){
    dd$vals[dd$State_CD==levels(dd$State_CD)[i]]&lt;-seq(from=means[i]-3*sds[i], 
                            to=means[i]+3*sds[i],
                            length.out=sum(dd$State_CD==levels(dd$State_CD)[i]))
}
##Create normal density points
dd$norm&lt;-with(dd,dnorm(vals,means[as.numeric(State_CD)],
                        sds[as.numeric(State_CD)]))


pg &lt;- ggplot(dd, aes(Predicted_value)) 
pg &lt;- pg + geom_density() 
pg &lt;- pg + geom_line(aes(x=vals,y=norm),colour=""red"") #Add in normal distribution
pg &lt;- pg + facet_wrap(~State_CD,scales=""free"")
pg
</code></pre>
"
1377280,143476,2009-09-04T04:50:48Z,1377248,2,FALSE,"<ol>
<li><p>You can use write.table() instead of write() to use with the arguments specified above. The latter is suited for printing matrices (but may require specifying ncol or transposing the input matrix) but the former is more general and I use it for both matrices and data frames.</p></li>
<li><p>You can replace</p>

<p>err_prob &lt;- pnorm(dat$V4,mean=meanl, sd=stdevl)</p>

<p>problist &lt;- cbind(problist,err_prob)</p></li>
</ol>

<p>with</p>

<pre><code>assign(sprintf(""err_prob%d"",lmer),pnorm(dat$V4,mean=meanl, sd=stdevl))
problist &lt;- eval(parse(text=sprintf(""cbind(problist,err_prob%d)"", lmer)))
</code></pre>

<p>The last line parses the character string as an expression and then evaluates it. You can alternatively do </p>

<pre><code>colnames(problist) &lt;- sprintf(""err_prob%d"",1:10)
</code></pre>

<p>a posteriori</p>
"
1377306,160314,2009-09-04T05:02:16Z,1377248,4,TRUE,"<p>First off, no need for the semi-colons, R knows that the end of the line is a break.</p>

<p><pre><code>
for (lmer in 1:10){
    meanl &lt;- lmer
    stdevl &lt;- (0.17*sqrt(lmer))
    err_prob &lt;- pnorm(dat$V4,mean=meanl, sd=stdevl)
    problist &lt;- cbind(problist,err_prob)
}
colnames(problist)&lt;-paste(""errorprob"",1:10,sep="""")
dat &lt;- cbind(dat,problist)
write.table(dat, file=""output.txt"", sep=""\t"",append=F)
</pre></code></p>

<ol>
<li><p>I believe that you are looking for the write.table function</p></li>
<li><p>Use the colnames function</p></li>
</ol>
"
1377678,149223,2009-09-04T07:21:28Z,1374842,0,TRUE,"<p>In case anyone else encounters this problem I'm posting my own workaround here. </p>

<p>I define targets in my Makevars and copy the libraries directly (ie answer 1). The variable R_LIBRARY_DIR provides the temporary location where the package is being built.</p>

<p>My Makevars now looks something like this</p>

<pre><code>OBJECTS = 

LIBSINSTDIR=$(R_LIBRARY_DIR)/myPackage/libs/

#ARCHFLAG is set in the configure script to i386 or ppc as appropriate
JNIINSTDIR=$(LIBSINSTDIR)/@ARCHFLAG@/

.PHONY: all

all: $(SHLIB) jnilib 

jnilib: object1.o object2.o
   $(CXX) -bundle $(JAVA_LIBS) $(JAVA_CPPFLAGS) -o libmyPackage.jnilib object1.o object2.o
   mkdir -p $(JNIINSTDIR)
   cp libmyPackage.jnilib $(JNIINSTDIR)
</code></pre>
"
1377841,13164,2009-09-04T08:04:26Z,1377003,0,FALSE,"<p>Here's how you can do the same thing you're doing with R in Perl using the <a href=""http://search.cpan.org/dist/Math-SymbolicX-Statistics-Distributions/lib/Math/SymbolicX/Statistics/Distributions.pm"" rel=""nofollow noreferrer"">Math::SymbolicX::Statistics::Distributions</a> module from CPAN:</p>

<pre><code>use strict; use warnings;

use Math::SymbolicX::Statistics::Distributions qw/normal_distribution/;

my $norm = normal_distribution(qw/mean sd/);
print $norm-&gt;value(mean =&gt; 4, sd =&gt; 10, x =&gt; 0), ""\n"";

# curry it with the parameter values
$norm-&gt;implement(mean =&gt; 4, sd =&gt; 10);
print $norm-&gt;value(x =&gt; 0),""\n""; # prints the same as above
</code></pre>

<p>The normal_distribution() function from that module is a generator for functions. $norm will be a <a href=""http://search.cpan.org/dist/Math-Symbolic/lib/Math/Symbolic.pm"" rel=""nofollow noreferrer"">Math::Symbolic</a> (::Operator) object that you can modify. For example with <em>implement</em>, which, in the above example, replaces the two parameter variables with constants.</p>

<p>Note, however as Dirk pointed out, that you probably want the cumulative function of the normal distribution. Or more generally the integral in a certain range.</p>

<p>Unfortunately, Math::Symbolic can't do integration symbolically. Therefore, you'd have to resort to numerical integration with the likes of <a href=""http://search.cpan.org/dist/Math-Integral-Romberg/lib/Math/Integral/Romberg.pm"" rel=""nofollow noreferrer"">Math::Integral::Romberg</a>. (Alternatively, search CPAN for an implementation of the error function.) This may be slow, but it's still easy to do. Add this to the above snippet:</p>

<pre><code>use Math::Integral::Romberg 'integral';

my ($int_sub) = $norm-&gt;to_sub(); # compile to a faster Perl sub
print $int_sub-&gt;(0),""\n"";  # same number as above

print ""p="" . integral($int_sub, -100., 0) . ""\n"";
# -100 is an arbitrary, small number
</code></pre>

<p>This should give you the ~0.344578258389676 from Dirk's answer.</p>
"
1379074,16632,2009-09-04T12:56:59Z,1376967,31,TRUE,"<p><code>stat_function</code> is designed to overlay the same function in every panel.  (There's no obvious way to match up the parameters of the function with the different panels).</p>

<p>As Ian suggests, the best way is to generate the normal curves yourself, and plot them as a <em>separate</em> dataset (this is where you were going wrong before - merging just doesn't make sense for this example and if you look carefully you'll see that's why you're getting the strange sawtooth pattern). </p>

<p>Here's how I'd go about solving the problem:</p>

<pre><code>dd &lt;- data.frame(
  predicted = rnorm(72, mean = 2, sd = 2),
  state = rep(c(""A"", ""B"", ""C""), each = 24)
) 

grid &lt;- with(dd, seq(min(predicted), max(predicted), length = 100))
normaldens &lt;- ddply(dd, ""state"", function(df) {
  data.frame( 
    predicted = grid,
    density = dnorm(grid, mean(df$predicted), sd(df$predicted))
  )
})

ggplot(dd, aes(predicted))  + 
  geom_density() + 
  geom_line(aes(y = density), data = normaldens, colour = ""red"") +
  facet_wrap(~ state) 
</code></pre>
"
1379899,143305,2009-09-04T15:17:05Z,1379549,9,TRUE,"<p>A few other R users I talked to use a 'one-directory-per-project' setup, and a simple Makefile.  As you suspected, that works well with Emacs/ESS.  </p>

<p>I tend to just call a simple shell script <code>sweave</code> which I wrote before before 'R CMD Sweave' was added (as I find re-creating or copying the Makefile unappealing, YMMV).  I also use Emacs and an auto-refreshing pdf viewer (like  <code>okular</code> or <code>kpdf</code>).  Emacs23 can preview pdf files directly too but I have yet to switch my work flow to that.</p>

<pre><code>edd@ron:~$ cat bin/sweave
#!/bin/bash -e

function errorexit () {
    echo ""Error: $1""
    exit 1
}

function filetest () {
    if [ ! -f $1 ]; then
       errorexit ""File $1 not found""
    fi
    return 0
}


if [ ""$#"" -lt 1 ]; then
    errorexit ""Need to specify argument file""
fi


BASENAME=$(basename $1 .Rnw)

RNWFILE=$BASENAME.Rnw
filetest $RNWFILE
echo ""library(tools); Sweave(\""$RNWFILE\"")"" \
      | R --no-save --no-restore --slave

LATEXFILE=$BASENAME.tex
filetest $LATEXFILE &amp;&amp; pdflatex $LATEXFILE
</code></pre>
"
1380476,119314,2009-09-04T17:08:30Z,1377130,1,FALSE,"<p>I also question the problem with masked arrays.  Here are a couple of examples:</p>

<pre><code>import numpy as np
data = np.ma.masked_array(np.arange(10))
data[5] = np.ma.masked # Mask a specific value

data[data&gt;6] = np.ma.masked # Mask any value greater than 6

# Same thing done at initialization time
init_data = np.arange(10)
data = np.ma.masked_array(init_data, mask=(init_data &gt; 6))
</code></pre>
"
1380530,2140,2009-09-04T17:22:16Z,1377130,1,FALSE,"<p>Masked arrays are the anwswer, as DpplerShift describes. For quick and dirty use, you can use fancy indexing with boolean arrays:</p>

<pre><code>&gt;&gt;&gt; import numpy as np
&gt;&gt;&gt; data = np.arange(10)
&gt;&gt;&gt; valid_idx = data % 2 == 0 #pretend that even elements are missing

&gt;&gt;&gt; # Get non-missing data
&gt;&gt;&gt; data[valid_idx]
array([0, 2, 4, 6, 8])
</code></pre>

<p>You can now use valid_idx as a quick mask on other data as well</p>

<pre><code>&gt;&gt;&gt; comparison = np.arange(10) + 10
&gt;&gt;&gt; comparison[valid_idx]
array([10, 12, 14, 16, 18])
</code></pre>
"
1380976,163053,2009-09-04T18:59:31Z,1379549,6,FALSE,"<p>You can do everything that you suggest there with the StatET plugin for Eclipse.  That's what I use for Sweave development; it understands both latex and R very well, including syntax highlighting, etc.</p>

<p>You can get it here: <a href=""http://www.walware.de/goto/statet"" rel=""nofollow noreferrer"">http://www.walware.de/goto/statet</a>.</p>

<p>Longhow Lam has written a nice guide: <a href=""http://www.splusbook.com/Rintro/R_Eclipse_StatET.pdf"" rel=""nofollow noreferrer"">http://www.splusbook.com/Rintro/R_Eclipse_StatET.pdf</a>.</p>

<p><a href=""http://www.statalgo.com/?p=93"" rel=""nofollow noreferrer"">http://www.statalgo.com/?p=93</a></p>
"
1381350,160314,2009-09-04T20:16:35Z,1380694,7,TRUE,"<p>using the nlme library...</p>

<p>Answering your stated question, you can create a random intecept mixed effect model using the following code:</p>

<pre><code>&gt; library(nlme)
&gt; m1 &lt;- lme(Score ~ Condition + Time + Condition*Time,
+ data = myDat, random = ~ 1 | Subject)
&gt; summary(m1)
Linear mixed-effects model fit by REML
 Data: myDat 
       AIC      BIC    logLik
  31.69207 37.66646 -9.846036

Random effects:
 Formula: ~1 | Subject
         (Intercept)  Residual
StdDev: 5.214638e-06 0.3151035

Fixed effects: Score ~ Condition + Time + Condition * Time 
                   Value Std.Error DF  t-value p-value
(Intercept)    0.6208333 0.2406643 14 2.579666  0.0218
Condition      0.7841667 0.3403507  6 2.303996  0.0608
Time           0.9900000 0.1114059 14 8.886423  0.0000
Condition:Time 0.0637500 0.1575517 14 0.404629  0.6919
 Correlation: 
               (Intr) Condtn Time  
Condition      -0.707              
Time           -0.926  0.655       
Condition:Time  0.655 -0.926 -0.707

Standardized Within-Group Residuals:
       Min         Q1        Med         Q3        Max 
-1.5748794 -0.6704147  0.2069426  0.7467785  1.5153752 

Number of Observations: 24
Number of Groups: 8 
</code></pre>

<p>The intercept variance is basically 0, indicating no within subject effect, so this model is not capturing the between time relationship well. A random intercept model is rarely the type of model you want for a repeated measures design.  A random intercept model assumes that the correlations between all time points are equal. i.e. the correlation between time 1 and time 2 is the same as between time 1 and time 3. Under normal circumstances (perhaps not those generating your fake data) we would expect the later to be less than the former. An auto regressive structure is usually a better way to go. </p>

<pre><code>&gt; m2&lt;-gls(Score ~ Condition + Time + Condition*Time,
+ data = myDat, correlation = corAR1(form = ~ Time | Subject))
&gt; summary(m2)
Generalized least squares fit by REML
  Model: Score ~ Condition + Time + Condition * Time 
  Data: myDat 
       AIC      BIC    logLik
  25.45446 31.42886 -6.727232

Correlation Structure: AR(1)
 Formula: ~Time | Subject 
 Parameter estimate(s):
       Phi 
-0.5957973 

Coefficients:
                   Value Std.Error   t-value p-value
(Intercept)    0.6045402 0.1762743  3.429543  0.0027
Condition      0.8058448 0.2492895  3.232566  0.0042
Time           0.9900000 0.0845312 11.711652  0.0000
Condition:Time 0.0637500 0.1195452  0.533271  0.5997

 Correlation: 
               (Intr) Condtn Time  
Condition      -0.707              
Time           -0.959  0.678       
Condition:Time  0.678 -0.959 -0.707

Standardized residuals:
       Min         Q1        Med         Q3        Max 
-1.6850557 -0.6730898  0.2373639  0.8269703  1.5858942 

Residual standard error: 0.2976964 
Degrees of freedom: 24 total; 20 residual
</code></pre>

<p>Your data is showing a -.596 between time point correlation, which seems odd. normally there should, at a minimum be a positive correlation between time points. How was this data generated?</p>

<p>addendum:</p>

<p>With your new data we know that the data generating process is equivalent to a random intercept model (though that is not the most realistic for a longitudinal study. The visualization shows that the effect of time seems to be fairly linear, so we should feel comfortable treating it as a numeric variable.</p>

<pre><code>&gt; library(nlme)
&gt; m1 &lt;- lme(Score ~ Condition + as.numeric(Time) + Condition*as.numeric(Time),
+ data = myDat, random = ~ 1 | Subject)
&gt; summary(m1)
Linear mixed-effects model fit by REML
 Data: myDat 
       AIC      BIC    logLik
  38.15055 44.12494 -13.07527

Random effects:
 Formula: ~1 | Subject
        (Intercept)  Residual
StdDev:   0.2457355 0.3173421

Fixed effects: Score ~ Condition + as.numeric(Time) + Condition * as.numeric(Time) 
                                  Value Std.Error DF   t-value p-value
(Intercept)                    1.142500 0.2717382 14  4.204415  0.0009
ConditionYes                   1.748333 0.3842958  6  4.549447  0.0039
as.numeric(Time)               0.575000 0.1121974 14  5.124898  0.0002
ConditionYes:as.numeric(Time) -0.197500 0.1586710 14 -1.244714  0.2337
 Correlation: 
                              (Intr) CndtnY as.(T)
ConditionYes                  -0.707              
as.numeric(Time)              -0.826  0.584       
ConditionYes:as.numeric(Time)  0.584 -0.826 -0.707

Standardized Within-Group Residuals:
        Min          Q1         Med          Q3         Max 
-1.44560367 -0.65018585  0.01864079  0.52930925  1.40824838 

Number of Observations: 24
Number of Groups: 8 
</code></pre>

<p>We see a significant Condition effect, indicating that the 'yes' condition tends to have higher scores (by about 1.7), and a significant time effect, indicating that both groups go up over time. Supporting the plot, we find no differential effect of time between the two groups (the interaction). i.e. the slopes are the same.</p>
"
1381503,16632,2009-09-04T20:54:36Z,1380694,6,FALSE,"<p>It's not an answer to your question, but you might find this visualisation of your data informative.</p>

<pre><code>library(ggplot2)
qplot(Time, Score, data = myDat, geom = ""line"", 
  group = Subject, colour = factor(Condition))
</code></pre>

<p><img src=""https://i.stack.imgur.com/Anndj.png"" alt=""Data visulation""></p>
"
1382334,158065,2009-09-05T03:02:51Z,1382288,11,TRUE,"<p>Look at the parameters <code>xaxs</code> and <code>yaxs</code> (under <code>?par</code>).  By default the axis contains the data range plus 4% on either side.  If you override the parameter, then you can get an axis exactly equal to the data range.  Cf:</p>

<pre><code>&gt; curve(x^2)

&gt; curve(x^2, xaxs=""i"", yaxs=""i"")
</code></pre>
"
1382912,164965,2009-09-05T09:53:31Z,1379549,1,FALSE,"<p>I use the ""one-directory-per-project"" and  Makefile approach as well. I also include commands to create output in HTML, which can then be converted to OOo and MS Word, using tth. This is important for me since a lot of my collaborators are MS Office users and are resistant to using the PDF output. I learned a lot about how to do this from Frank Harrell's twiki at Vanderbilt.</p>

<p>Personally I use gvim as my editor of choice and running <em>make</em> from there is quite simple, as it is from Emacs. </p>
"
1383070,26575,2009-09-05T11:13:00Z,1377003,1,FALSE,"<p>As others have pointed out, you probably want the cumulative distribution function. This can be obtained via the <a href=""http://en.wikipedia.org/wiki/Error_function"" rel=""nofollow noreferrer"">error function</a> (shifted by the mean and scaled by the standard deviation of your normal distribution), which exists in the standard math library and is made accessible in Perl by <a href=""http://search.cpan.org/perldoc?Math::Libm"" rel=""nofollow noreferrer"">Math::Libm</a>.</p>
"
1384349,158065,2009-09-05T21:54:29Z,1384025,5,TRUE,"<p><code>expression(lab)</code> doesn't actually evaluate <code>lab</code> so you end up with all the labels being <code>lab</code>.  Instead, you could change that line to:</p>

<pre><code>text(0.5, 0.5, parse(text=lab), cex=cex, font=font)
</code></pre>

<p>which will do what you want.  Note that the <code>pairs</code> function also accepts a labels argument, so this would work too:</p>

<pre><code>pairs(dat, labels=c(expression(alpha), expression(beta), expression(gamma)))
</code></pre>
"
1385926,16632,2009-09-06T15:28:50Z,1385873,3,FALSE,"<p>One approach is to use the reshape package to create a data.frame with years in columns and names in rows:</p>

<pre><code>library(reshape)
cast(d, name ~ year, value = ""numbers"")
</code></pre>

<p>You could then use <code>complete.cases</code> to extract the rows of interest.</p>
"
1385930,16632,2009-09-06T15:31:17Z,1385873,2,FALSE,"<p>If there is only one record per year, just count up the number of times each person appears in the dataset:</p>

<pre><code>counts &lt;- as.data.frame(table(name = d$name))
</code></pre>

<p>Then look for everyone who appeared twice:</p>

<pre><code>subset(counts, Freq == 2)
</code></pre>
"
1386053,83761,2009-09-06T16:26:30Z,1385873,1,FALSE,"<p>Here's another solution that uses just base R and doesn't make any assumptions about the number of records a person has per year:</p>

<pre><code>d &lt;- data.frame(cbind(numbers = rnorm(10), 
                      year = rep(c(2008, 2009), 5),
                      name = c(""john"", ""David"", ""Tom"", ""Kristin"",
                               ""Lisa"",""Eve"",""David"",""Tom"",""Kristin"",
                               ""Lisa"")))
# split data into 2 data.frames (1 for each year)
by.year &lt;- split(d, d$year, drop=T)

# find the names that appear in both years
keep &lt;- intersect(by.year[['2008']]$name, by.year[['2009']]$name)
# Or, if you had several years, use Reduce as a more general solution:
keep &lt;- Reduce(intersect, lapply(by.year, '[[', 'name'))

# show the rows of the original dataset only if their $name field
# is in our 'keep' vector
d[d$name %in% keep,]
</code></pre>
"
1386227,168747,2009-09-06T17:43:09Z,1385873,11,TRUE,"<p>Simple way:</p>

<pre><code>subset(
    d,
    name %in% intersect(name[year==2008], name[year==2009])
)
</code></pre>
"
1386804,143305,2009-09-06T21:43:57Z,1386767,19,FALSE,"<p>The <a href=""http://ess.r-project.org"" rel=""noreferrer""><strong>ESS</strong></a> mode for Emacs has the following to say in its manual:</p>

<h1>13.7 Rdired</h1>

<p>Ess-rdired provides a dired-like buffer for viewing, editing and
plotting objects in your current R session.  If you are used to using
the dired (directory editor) facility in Emacs, this mode gives you
similar functionality for R objects.</p>

<p>To get started, first make sure you can load ess-rdired.  Add the
following to your .emacs and then restart emacs.  </p>

<pre><code> (autoload 'ess-rdired ""ess-rdired""  
   ""View *R* objects in a dired-like buffer."" t)  
</code></pre>

<p>Start an R session with `M-x R' and then store a few variables, such
as:</p>

<pre><code> s &lt;- sin(seq(from=0, to=8*pi, length=100))
 x &lt;- c(1, 4, 9)
 y &lt;- rnorm(20)
 z &lt;- TRUE
</code></pre>

<p>Then use `M-x ess-rdired' to create a buffer listing the objects in
your current environment and display it in a new window:</p>

<pre><code>             mode length
   s      numeric    100
   x      numeric      3
   y      numeric     20
   z      logical      1
</code></pre>

<p>Type <code>C-h m</code> or <code>?</code> to get a list of the keybindings for this mode.
For example, with your point on the line of a variable, <code>p</code> will plot
the object, <code>v</code> will view it, and <code>d</code> will mark the object for deletion
(<code>x</code> will actually perform the deletion).</p>
"
1386816,NA,2009-09-06T21:48:36Z,1386767,5,FALSE,"<p><a href=""http://stat.ethz.ch/R-manual/R-patched/library/utils/html/str.html"" rel=""noreferrer"">str()</a> is very useful. Specifying <code>give.attr=FALSE</code> hides attributes.</p>

<pre><code>&gt; str(diamonds)
'data.frame':   53940 obs. of  10 variables:
 $ carat  : num  0.23 0.21 0.23 0.29 0.31 0.24 0.24 0.26 0.22 0.23 ...
 $ cut    : Factor w/ 5 levels ""Fair"",""Good"",..: 5 4 2 4 2 3 3 3 1 3 ...
 $ color  : Factor w/ 7 levels ""D"",""E"",""F"",""G"",..: 2 2 2 6 7 7 6 5 2 5 ...
 $ clarity: Factor w/ 8 levels ""I1"",""SI2"",""SI1"",..: 2 3 5 4 2 6 7 3 4 5 ...
 $ depth  : num  61.5 59.8 56.9 62.4 63.3 62.8 62.3 61.9 65.1 59.4 ...
 $ table  : num  55 61 65 58 58 57 57 55 61 61 ...
 $ price  : int  326 326 327 334 335 336 336 337 337 338 ...
 $ x      : num  3.95 3.89 4.05 4.2 4.34 3.94 3.95 4.07 3.87 4 ...
 $ y      : num  3.98 3.84 4.07 4.23 4.35 3.96 3.98 4.11 3.78 4.05 ...
 $ z      : num  2.43 2.31 2.31 2.63 2.75 2.48 2.47 2.53 2.49 2.39 ...
</code></pre>
"
1386909,143305,2009-09-06T22:37:39Z,1386767,16,TRUE,"<p>The <code>lsos()</code> function shown in <a href=""https://stackoverflow.com/questions/1358003/tricks-to-manage-the-available-memory-in-an-r-session"">this SO questions</a> is also a primitive object browser:</p>

<pre><code>R&gt; lsos()
               Type  Size Rows Columns
ls.objects function 11792   NA      NA
lsos       function  1112   NA      NA
s           numeric   824  100      NA
y           numeric   184   20      NA
x           numeric    56    3      NA
z           logical    32    1      NA
R&gt; 
</code></pre>
"
1387407,160588,2009-09-07T03:11:09Z,1386767,3,FALSE,"<p>The rkward R IDE has an inbuilt object browser/editor which seems quite useful, however I haven't used it much myself</p>

<p>screenshots <a href=""http://sourceforge.net/apps/mediawiki/rkward/index.php?title=Screenshots#Browsing_.2F_Editing_Data"" rel=""nofollow noreferrer"">here</a></p>
"
1389153,28169,2009-09-07T12:21:25Z,1389123,1,FALSE,"<p><a href=""http://www.revolution-computing.com/products/windows-64bit.php"" rel=""nofollow noreferrer"">These folks</a> claimed they ""ported"" 1,500 packages to create their 64-bit version of R. If that's true, then the level of effort required might be part of the explanation why there is no free version available.</p>

<p>If you're not asking for a free download, the same source seems to be offering it, although commercially.</p>
"
1389480,143305,2009-09-07T13:39:36Z,1389123,5,TRUE,"<p><em>Update</em></p>

<p>Current versions of R for Windows (since R 2.11) do come with 64-bit executables.</p>

<p>In the past no suitable free compiler was available. Quoting from the old R-on-Windows FAQ (taken from the sources and hence with texinfo markup):</p>

<blockquote>
  <p>To build a 64-bit version on 64-bit Windows you will need a suitable 
  compiler, and experiments with the Mingw64 port of @code{binutils} and
  @code{gcc} have failed to produce a working version on R.  You are of
  course welcome to try a commercial compiler@footnote{such as those from
  Intel and PGI: there is no Fortran compiler in the Microsoft set, but
  @code{f2c} could be used.}, and pre-compiled versions using such
  compilers are available from R redistributors.</p>
</blockquote>

<p>REvolution Computing had a Windows 64 bit version in their commercial / enterprise product before the official R gained 64-bit support.</p>
"
