airport_name,link,title,author,author_country,date,content,experience_airport,date_visit,type_traveller,overall_rating,queuing_rating,terminal_cleanliness_rating,terminal_seating_rating,terminal_signs_rating,food_beverages_rating,airport_shopping_rating,wifi_connectivity_rating,airport_staff_rating,recommended
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,Kevin Tunnicliffe,United Kingdom,2013-01-14,Quick passage through security today which makes a nice change. Duty free boasting 40% sale but frankly the prices seemed no different.,NA,NA,NA,10,5,5,NA,NA,NA,4,NA,NA,1
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,Kevin Tunnicliffe,United Kingdom,2012-08-14,"The experiences of departing and arriving at Birmingham were quite different. Departing was a bit of a nightmare. Even with fast track the queues were slow and security staff picky and pedantic. Belt shoes and so forth removed they seemed to be checking almost all hand luggage which slowed the security process down considerably. We were told this was so that this was so the process looked fair and they could not be accused of picking on certain profile groups and subjects. Snaking through the expensive ""Duty Free"" area is a pain as it prolongs the journey through to departures. On the other hand we landed about 40 minutes behind schedule but the e-gates were empty and we were through in seconds (lines for the traditional passport control were pretty full). Baggage on the carousel within a couple of minutes and we were on the road about 35 minutes after landing which is pretty good by any standards. My scoring is an average of the low score for departures and an excellent score for arrivals.",NA,NA,NA,6,4,5,NA,NA,NA,4,NA,NA,1
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,Stuart Ward,United Kingdom,2011-07-10,Scheduled Monarch flight to Almeria. I've been using BHX for about 30 yrs mainly for holiday flights. Pre Booked car park meant a short walk to check in hall check in was relatively painless  I was worried about the security queues but we went through in about 10 mins (Thursday midday) even the security operator mentioned about how quiet it was. It's like Manchester now as you have to fight your way through duty free but on the other side there's plenty of seats and shops/restaurants. There's no announcements of flight departures but plenty of screens telling you of progress so no problem. Overall it did what it promised yes prices in restaurants are higher but show me an airport that doesn't.,NA,NA,NA,4,5,3,NA,NA,NA,3,NA,NA,0
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,Kevin Tunnicliffe,United Kingdom,2011-06-19,Usually I am travelling Business Class with Emirates so after security it is straight to the lounge. This time we were travelling on a charter airline so had chance to look round and savour all the airport has to offer. Check in accomplished in less than 10 mins and security only 5 mins or so more. A breeze. We had no problem finding a choice of seating and settled into Wetherspoons for a beer and a coffee. Of course because it is an airport and they can the prices were way over the top. Choice of shops was good but prices were not a lot better if at all than on the High Street. Duty free in the UK seems to have gone downhill rapidly over recent years. Boarding was good and efficient with plenty of screens around to tell you about the flight so no worries about missing the boarding call. Very good. On return the immigration desks were well manned and we were through and into baggage reclaim in under ten minutes of getting off the plane. Luggage was starting to arrive onto the belt as we came through so that was excellent.,NA,NA,NA,5,5,5,NA,NA,NA,5,NA,NA,0
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,D Jones,Spain,2011-06-04,Thought the improvements would make things better. Departing on Ryanair and everyone now passes through the same security area. The queues are as bad as before and this was at 05.30! When will the authorities at this airport take a good look at this area? Passengers should not have to queue for such a long time. Landed on Monarch and went though a ridiculous procedure of walking to a building going up stairs walking along a corridor and back down some stairs then back outside to the waiting bus - adjacent to the aircraft what was that all about!,NA,NA,NA,3,1,3,NA,NA,NA,3,NA,NA,0
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,B Whitaker,United Kingdom,2011-04-20,I read the reviews with regard to security queues posted in October 2010. The position now is perhaps even worse. I travelled out of Birmingham in January and again in the first week of March. Each time we queued for about 45 minutes to get to the security screening. At 5.30 in the morning you don't expect to be greeted by any queues! I dread to think what the situation will be this Easter weekend or in the summer. The problem is easy to see and the designer of the security area wants sacking. You cannot pick up a tray until you get to the X-ray machines so there is no way to start preparing to remove liquids belt jewellery coat boots laptop coins and everything else that has to go in the tray. Hence the delay. Once through there are only a couple of tables and chairs so you struggle with the largest tray imaginable and have to sit on the floor to put everything back again. When will the airport authorities realise that they have made a huge mistake and address this problem. And don't even start me on charging to drop off airport users.,NA,NA,NA,3,1,3,NA,NA,NA,3,NA,NA,0
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,A Marks,United Kingdom,2010-09-11,I have flown from Birmingham Airport both european and middle east (UAE) flight on quite a regular basis over the last two year. Birmingham is a lovely airport not small but not huge. Every thing you need is there and the shops in departures are normal not just high end over priced clothes and hand bags! I've only had one 20 minute delay and airport staff have been great. The only gripe is the NCP parking on site although not the airports direct fault the website says its covered and a 2 minute walk to the terminal its open air and a 10-12 min walk at a brisk pace or 5 mins on the free bus (every 5-8 mins or so) still better then Heathrow or Gatwick.,NA,NA,NA,5,5,5,NA,NA,NA,5,NA,NA,0
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,A Walker,United Kingdom,2010-08-17,Birmingham Airport seems to be going down the road of ripping customers off at every opportunity. Firstly you have to pay £1 just to drop someone off. They charge Â£3 per 15 minutes if you dare take more than 15 mins at the drop-off area. It used to be free but according to one of the police officers at the airport due to anti-terror measures the charges were brought in along with a new drop-off area. The airport luggage trollies cost £1 (you don't get your £1 back). The plastic bags cost £1 at the security point. Upon arrival at the airport baggage always takes about an hour to arrive in the baggage reclaim area and you are stung again for a £1 luggage trolley. My suitcase had its wheels damaged which meant we had no choice but to buy a luggage trolley. I will not be flying out of BHX again.,NA,NA,NA,2,5,3,NA,NA,NA,3,NA,NA,0
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,David Jones,United Kingdom,2010-05-25,Not nice when arriving at terminal 2. If more than one plane lands at the same time you are forced to endure a claustrophobia inducing queue in a dark passageway to get to passport control. Terminal 1 is better but security queues can be very long. Passport control here is also bad especially if you arrive at the same time as the Emirates flight. I have often flown on Monarch and been kept waiting for and airbridge shuttle bus etc. Shops and facilities are ok.,NA,NA,NA,3,1,3,NA,NA,NA,3,NA,NA,0
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,Kevin Tunnicliffe,United Kingdom,2010-02-28,They need to sort out the priority service for security. The entry is clearly marked but merges for the first check with the normal line which causes resentment amongst passengers who have had to queue. This is even worse when you get through to the screening. It could be though out a lot better. That said the screening was efficient and quick on our return our baggage came off the belt within a minute of getting to the reclaim hall and we were on our way home within 30 minutes of leaving the aircraft. Sort out the screening and the outrageous charges for dropping passengers off.,NA,NA,NA,4,5,3,NA,NA,NA,3,NA,NA,0
birmingham-airport,/airport-reviews/birmingham-airport,Birmingham Airport customer review,Peter Cullen,NA,2009-07-12,My first use of this airport since 2004 and I was pleasantly impressed it has improved since then. It started when I arrived at the long-stay car park which I had pre-booked to be told I had been 'upgraded' to medium term at no extra cost. So a two minute walk to the terminal. However note very carefully where you have parked if you use these car parks the numbering system is very confusing (at least to me) - I wrote it down correctly but it took me ages to find my car again on my return. As others have noted there are plenty of shops and cafes and also seating. If you arrive early you can use the viewing terrace free too. No major queues anywhere on departure or arrival a good experience.,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0
blackpool-airport,/airport-reviews/blackpool-airport,Blackpool Airport customer review,B Martin,United Kingdom,2012-09-23,We arrived at the airport in plenty of time yet it took over an hour to get through security 2 flights were trying to get through at the same time. UKBA were inefficient one passenger was taken to a separate room and everything just stopped! There were 2 scanners but only one in use with half a dozen staff stood around doing very little. Our flight was 8.35am and we had to leave home at 5.30am did not have time to buy any mags or newspapers as most of our flight had already boarded. The £10 surcharge for each passenger means it would be cheaper to pay for car parking we have been flying from Blackpool for over 5 years and the improvement fee does not seem to be spent anywhere that we could see so as far as I am concerned it was a con. Our flight home was delayed an hour from Alicante.,NA,NA,NA,2,1,3,NA,NA,NA,2,NA,NA,0
blackpool-airport,/airport-reviews/blackpool-airport,Blackpool Airport customer review,N Brown,NA,2009-06-26,It was only after I booked a flight from Blackpool airport that I discovered our family would each have to pay £10 passenger Airport Development Fee which I think is too high. I now wish we'd chosen Manchester airport which does not charge passengers extra just to reach the departure gate. Blackpool airport is OK as it is without the 'enhancements' which are not always worth the extra expense.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
blackpool-airport,/airport-reviews/blackpool-airport,Blackpool Airport customer review,Andrew Bennett,NA,2006-11-02,I used this airport for the first time last week and am not so enthusiastic as previous contributors. I arrived in the dark on a wet and windy morning and had great difficulty in locating an empty parking space in the ill-lit long stay area and was then faced with a quite long walk on an uneven muddy and potholed path to the terminal building. Monitor screens gave no information about flights until about two minutes before boarding. On the return journey it took half an hour for baggage to be brought all of 200 yards from the plane to the carousel at a time when there was no other activity whatsoever on the tarmac. Durham Tees Vally which I use regularly and must be of a similar size and level of busy-ness seems a much better-organised and more efficient airport: or was I just unlucky this time?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
bocas-del-toro-airport,/airport-reviews/bocas-del-toro-airport,Bocas Del Toro Airport customer review,Andre Franca,Brazil,2012-12-25,BDT-PAC. The airport is located on the Colon island you can actually walk into town but still taxis will charge you only 2 usd that's nothing really! There's only one building very small one x-ray and two counters one for each airline there are no carousels you'll have to wait them to offload your bags so you can pick them up on arrivals hall on departure the airline staff will open your bags to search for dangerous goods etc. The airport was under refurbishment but I believe it will soon need a better upgrade!,NA,NA,NA,5,4,3,NA,NA,NA,2,NA,NA,1
bodrum-airport,/airport-reviews/bodrum-airport,Bodrum Airport customer review,Robert Ellis,United Kingdom,2011-08-22,Nice little airport if only one flight is in we arrived in departures 3 hrs before take off to find our Thomson flight had only one check-in open. This led to a queue which snaked around the airport interfering with other customers. Eventually 2 other desks were opened but no staff manned them for 20 mins this caused numerous fall outs among customers.,NA,NA,NA,1,1,3,NA,NA,NA,1,NA,NA,0
bodrum-airport,/airport-reviews/bodrum-airport,Bodrum Airport customer review,E Wright,NA,2009-05-21,Can only echo all the comments of the ridiculous costs of tea / coffee / refreshments. I would strongly suggest not buying from the cafe in the upstairs departure lounge which is probably the biggest rip-off in 30 years of air travel. To make things worse we were delayed 3 hrs returning to Gatwick - eventually leaving at 0600 from our check in at 0100 - and I still wouldn't buy a tea for £4.,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0
bodrum-airport,/airport-reviews/bodrum-airport,Bodrum Airport customer review,Simon Boxall,NA,2008-08-10,One piece of advice: buy bottles of water and snacks in supermarkets before you leave - the airport prices are ridiculous. Over £5 for a small cup of coke and £4.30 for a bottle of water! Don't even get me started on the price of burgers and fries! If you're flight is delayed - good luck!,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0
bogota-airport,/airport-reviews/bogota-airport,Bogota Airport customer review,F Vernier,France,2015-06-04,All new nice but wifi not working properly in national hall terminal 1 and no quasi no charging place. Fast security check.,NA,NA,NA,8,5,5,NA,NA,NA,3,NA,NA,1
bogota-airport,/airport-reviews/bogota-airport,Bogota Airport customer review,C Choi,Norway,2011-04-17,You get processed fairly quickly but that's about the only thing positive I can say about our experience there. An embarrassingly small selection of low-quality overpriced (by Colombian standards) food and duty free stores staffed by the MOST arrogant rude lazy and generally useless people we have met in Colombia which was quite a shock after all the simply wonderful and friendly people we have met throughout our travels there. Left a rather sour taste in our mouths really. Can't recommend anything other than just checking in waiting and getting out of there ASAP. Overall the worst airport we've ever had the misfortune of using.,NA,NA,NA,1,3,3,NA,NA,NA,1,NA,NA,0
bogota-airport,/airport-reviews/bogota-airport,Bogota Airport customer review,Richard Winger,NA,2010-08-23,BOG is turning into a total disaster under the twin pressures of increasing passenger loads and a long overdue incredibly slow renovation. Inbound immigration is often understaffed and the wait can be upwards of an hour. Domestic connections on the main local airline Avianca require another long wait for a long ride to their domestic terminal. Because the buses don't run frequently enough they are always packed and uncomfortable. Outbound if you are a premium passenger check in at Avianca is efficient. If you are just a normal person count an hour to get to the check in desk. Security and outbound immigration have improved and are now mostly quick. Avianca's international lounge renovated only two years ago is already run down with minimum food and beverage offerings but blaring TV sets all over the place. The second security check on US bound flights is a free for all. Surprisingly Avianca the main carrier at the airport has except for check in no fast track for premium passengers so regardless of how much you pay for your ticket or what elite status you have you stand in line with everybody else. Very democratic certainly but not very effective if the carrier wants to position Bogota as a hub for business travel into South America.,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0
bogota-airport,/airport-reviews/bogota-airport,Bogota Airport customer review,Harold Bush,NA,2008-04-11,I travelled to Bogotá from Miami (AA) and Madrid (IB). The airport has improved enormously and is being extended. Immigration is still slow on arrival but it is better. Nice that the officers now smile and welcome visitors to the country. On departure allow an extra 30 minutes if travelling in the early mornings or mid-afternoons. To avoid queuing on the day of travel to get exemption from paying the extra tax get the stamp on arrival at the desk located next to the toilet in the baggage hall (sadly very rarely there is someone there; very strange; even at 2-7 pm when most flights arrive from Europe and the Americas). You cannot take baggage trolleys outside the terminal but there are plenty of porters to help. Apparently this is a way to help them. No problem with that except that they are always in a hurry and will leave you for another customer if your baggage do not arrive quickly.,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
bogota-airport,/airport-reviews/bogota-airport,Bogota Airport customer review,Jean-Louis Vergaert,NA,2004-07-08,El Dorado Airport shows its age and there can be some long walking due to lack of walkways but it is relatively efficient. Before passing through passport controls you can enjoy good food and natural fruit juices at very reasonable prices. Security is usually fast and I always enjoy being questioned the friendly military (always mention your Colombian girl-friend!). Taxi's are cheap and very well organized providing good security in a country with such a bad reputation! But the great warning sign is the confusion between the terminals - you are better to be sure of which one you must go to because there is no indication and many exceptions to the common rule of the Avianca Puerto Aereo.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
bogota-airport,/airport-reviews/bogota-airport,Bogota Airport customer review,Harold Bush,NA,2003-08-14,I fly into Bogotá-ElDorado about three times a year from London. Immigration control and customs officers are friendly to foreigners; they are rude to Colombians. They are from Colombia's secret police DAS and one has the impression that they assume all Colombians passing through the airport are drug dealers or criminals. If you are Colombian with a second passport use it on entering or leaving the country because it will be much easier. Be prepared to be searched more than three times before boarding. This is good. Security is extreme and queues tend to be very long. Check-in can be a real nightmare. It tend to be very slow. Duty free is very expensive. In fact some goods are cheaper in downtown Bogotá. Trolleys in arrivals hall cannot be taken outside; a really stupid thing. Why put them there in the first place? It is a good airport by international standard with plenty of fast food restaurants and nice shops to purchase great coffee (but before duty free).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
boise-airport,/airport-reviews/boise-airport,Boise Airport customer review,M McManus,United Kingdom,2012-10-10,The airport is a small regional airport. However there is a nice souvenir shop and a decent number of places to eat given its modest size. One thing you will see in the airport is life size cardboard cut outs of the famous Boise State American Football team the town's most famous export. There is a bus link from the airport to downtown but when I went it appeared to be having serious delays. A cab into downtown is not too expensive. The queuing times are very quick as this airport never really gets too busy as it is small.,NA,NA,NA,7,5,4,NA,NA,NA,3,NA,NA,1
bologna-marconi-airport,/airport-reviews/bologna-marconi-airport,Bologna Marconi Airport customer review,J Howell,United Kingdom,2013-06-30,We were due to catch a flight at 10.25am on Sat 29 June 2013. The queue to check in the Easyjet flight was lengthy but nothing to compare to the queue for passport control. There was no proper queue so passengers were joining the line from all directions. There were only 2 customs officers checking passports which they scrutinised in considerable detail. At 10am we were nowhere near the front of the queue and there was no representative from Easy Jet to assist. We were all stressed that we would miss our flight. Eventually an indistinct announcement told Easyjet passengers to move to the front of the queue which we all tried to do. This was not popular with other passengers. We boarded the flight 5 minutes late. A horrible experience.,NA,NA,NA,NA,1,3,NA,NA,NA,2,NA,NA,0
bologna-marconi-airport,/airport-reviews/bologna-marconi-airport,Bologna Marconi Airport customer review,Peter Cullen,United Kingdom,2012-05-15,No major complaints this is an efficient and convenient airport. Queues for immigration check-in and security all less than 2 minutes and luggage retrieval about 5 minutes. Having read previous comments we took taxis to and from the city centre - about €15 each way which for four people is very reasonable. One slight gripe the coffee was not hot - but this seems to be the way it is in Bologna.,NA,NA,NA,9,5,4,NA,NA,NA,4,NA,NA,1
bologna-marconi-airport,/airport-reviews/bologna-marconi-airport,Bologna Marconi Airport customer review,A Caltabiano,Italy,2010-06-16,Bologna Marconi My experience has always been below average of previous comments. Long queues at check in. Toilets / WC are insufficient: very few and very small dirty at any time of the day and used by people as smoking rooms. Arrival area is particularly unwelcoming. Price of the Aerobus to/from city centre is high related to the distance; frequency anyway very good.,NA,NA,NA,2,1,1,NA,NA,NA,3,NA,NA,0
bologna-marconi-airport,/airport-reviews/bologna-marconi-airport,Bologna Marconi Airport customer review,Paul Harvey,NA,2010-05-25,From landing to being on the airport bus to town (5 euro) took only 10 mins. A very clean and easy to use airport. the bus took about 20 mins into town and went to the centre of town first before heading north to the station (convenient if you are staying in the town centre). An easy airport and a pleasure to use.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
bologna-marconi-airport,/airport-reviews/bologna-marconi-airport,Bologna Marconi Airport customer review,F Dellera,NA,2009-11-15,Arrived from FRA baggage delivery was quick and efficient I strongly appreciated the police kiosk inside the airport taking care of troublemakers or drunk passengers that sometimes bother other people. This airport really needs a better layout for the outdoor bus terminal which gets a bit cramped when an entire aircraft needs to get into the city asap.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
bologna-marconi-airport,/airport-reviews/bologna-marconi-airport,Bologna Marconi Airport customer review,A O'Connor,NA,2007-06-19,They have updated the terminal but check in appalling. 1 assistant checking in a plane of 160 people. Eventually a second desk opened but it took me 1 hour and 40 minutes to get checked in. Would have come close to missing my flight had it not been delayed by half an hour. No book or newspaper shop beyond passport control for non-Schengen departures and only one place to buy water etc which had a huge queue. Won't be using BLQ again.,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
bologna-marconi-airport,/airport-reviews/bologna-marconi-airport,Bologna Marconi Airport customer review,Federico Muscogiuri,NA,2004-07-18,Small airport. Not many amenities but efficient and well linked to the city centre by a cheap and frequent bus service. A larger duty free shop and jetbridges would be a most welcome addition. Other than that it's ok for a city the size of Bologna.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
bordeaux-airport,/airport-reviews/bordeaux-airport,Bordeaux Airport customer review,A Johnson,United Kingdom,2013-06-30,Billi Terminal is truly awful. Not even any toilets before security control. Virtually no seats at the gate. Rude and disinterested unhelpful staff. The terminal is just a poorly built shed.,NA,NA,NA,NA,1,4,NA,NA,NA,1,NA,NA,0
bordeaux-airport,/airport-reviews/bordeaux-airport,Bordeaux Airport customer review,Peter Cullen,United Kingdom,2010-06-09,The new low-cost terminal is awful. Not quite as bad as the inhuman misery of Marseilles- Provence but not far off it. Laughably it is called Billi - are we supposed to feel better about being treated like cattle if the shed has a stupid name? As you enter leave your dignity at the door you are now a piece of self-loading freight. They have not wasted money on seats information screens (there appeared to be one) staff computers and other luxuries. Surprisingly they have found the money for a 'duty free' shop (most prices seemed higher than in the supermarket). You will stand in queues with your luggage to show your boarding pass passport and of course a good 20 minutes at the 'gate' (ie a door). What really puzzles me is why they have done this; I have used the main terminal at Bordeaux several times with low cost airlines and found it perfectly adequate and not overstretched - why is 'Billi' necessary? I can only assume it is about putting people in their place and if you are a low- cost passenger that place is beneath contempt. If the people who design these horrible places read this have you ever tried using one of your terminals under normal circumstances? Probably not you are too busy enjoying the business class lounge. If you are responsible for managing one ditto and put someone who knows what they are doing in charge; also invest in some new technology - checking people by hand went out about 20 years ago at most airports. If you are a passenger complain write reviews and fight against this they have nothing to do with efficiency and everything to do with increasing profits through sub-standard facilities.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
boston-logan-airport,/airport-reviews/boston-logan-airport,Boston Logan Airport customer review,R Gonzaga,Malaysia,2014-08-26,Departed from Boston on Southwest to Baltimore. Check in area was empty but it looked inadequate for a peak time departures. Southwest use the E pier which seems to be isolated from other parts of the airport. Efficient TSA checks with friendly staff and good banter. The waiting area itself was somewhat dismal with little seating and few options for food: Dunkin Donuts and another bar. Otherwise other facilities were well maintained and clean.,NA,NA,NA,7,5,4,NA,NA,NA,3,NA,NA,1
boston-logan-airport,/airport-reviews/boston-logan-airport,Boston Logan Airport customer review,C Luca,United States,2013-09-01,BOS-FCO Terminal E 29 July 2013. Check in was very fast. Security at the airport only took around 5-10 minutes. The departures level at Logan is very nice. There are many food options and facilities of your choice with many spectacular views of the planes gates and runways. A lot of seating near all gates. Boarding to Rome took around 15 minutes. FCO-BOS Terminal E 22 August 2013. Arrived at Terminal E on time from our flight. When got to US Customs it was very busy but only a few desks were available. Took around 15-20 minutes. Then we see this big line of people in a zig zag line to get to the arrivals level. Many passengers were frustrated with the crazy line. It went by fast though and we finally exited to the Arrivals level. Was very clean and was happy to be back in Boston.,NA,NA,NA,9,5,5,NA,NA,NA,4,NA,NA,1
boston-logan-airport,/airport-reviews/boston-logan-airport,Boston Logan Airport customer review,J Smith,United States,2013-08-18,The security lines are very long and you have to go out and be re-screened at each terminal. Airlines have people in the area trying to help. TSA could care less. Typical government bureaucracy.,NA,NA,NA,5,1,4,NA,NA,NA,1,NA,NA,0
boston-logan-airport,/airport-reviews/boston-logan-airport,Boston Logan Airport customer review,E Biafore,United States,2012-04-29,Flew BDA-BOS-DTW with a 3 hour layover in BOS. For a major airport facilities very basic. Eating places limited to a couple of fast-food places and restaurants with very very limited menus. Other than that airport was clean and staff were okay.,NA,NA,NA,5,3,4,NA,NA,NA,2,NA,NA,0
boston-logan-airport,/airport-reviews/boston-logan-airport,Boston Logan Airport customer review,David Jones,Spain,2012-02-15,Arrival at Terminal E was ok with a 20 minute wait for immigration. Excellent connections to get to the city. Departure Terminal B departure lounge is like a fast food court. TSA brutal making sarcastic remarks and making fun of passengers. They seem power crazy and are quite intimidating. I was berated for asking a question with the agent telling me off for speaking to him whilst he was checking the screen. There was nobody else to ask and they pause it often enough so could he not have done that then? Great time in Boston but marred by TSA on departure.,NA,NA,NA,6,4,5,NA,NA,NA,3,NA,NA,1
boston-logan-airport,/airport-reviews/boston-logan-airport,Boston Logan Airport customer review,Peter Nakhili,United States,2011-07-01,Boston's Logan International Airport is a fairly decent airport. It offers a variety of regional and international flights. The parking is a hassle and is expensive in my opinion. Other than that they have buses and shuttles that will take you to terminals car rental places and hotels. The terminals are easy to navigate as is the whole airport. There is usually a long line at the security check but moves fast and is no problem. Taxiing on the the tarmac is a different story. There are lines and they cane take long. Once I had to sit at the gate on the plane for an hour after arriving from New York's JFK Airport. Only a couple of flaws.,NA,NA,NA,3,3,5,NA,NA,NA,3,NA,NA,0
boston-logan-airport,/airport-reviews/boston-logan-airport,Boston Logan Airport customer review,A Johnson,NA,2007-08-08,BOS is my home airportt. I find it a perfectly functional airport but not terribly exciting. Some terminals (A E Landside) are newly renovated and quite nice while others (B) are in need of work. I've always been able to check in quickly and baggage delivery has usually been prompt. There are an adequate assortment of shops and restaurants though some of them are landside rather than airside (such as the Boston Landing area in Terminal C). I've found the TSA staff at this airport to be among the more professional and efficient in the country. Coming off international flights clearing customs is a matter of hit or miss. I've made it from the plane to the curb in less that 15 minutes but other times it's taken an hour. Transit access to this airport from downtown has improved since the institution of the Silver Line though it is still a bus subject to the same pitfalls of traffic and slow boarding as the Massport shuttle to the Blue Line.,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
bourgas-airport,/airport-reviews/bourgas-airport,Bourgas Airport customer review,Markus Flatscher,NA,2008-06-03,A smart little airport. The baggage claim on our arrival took quite long because the baggage- conveyor-belts are very small. Check-in one week later was very quick. Despite its size the airport is a bit confusing because of its soviet architecture.,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,P Blakey,United Kingdom,2014-09-28,What a shambles! I flew to Antalya on the Thursday Thomson flight two weeks ago. After last year we decided to get to the airport at 11.20am for the 2.15pm flight. Check-in (fast bag drop?) opened at 11.35 we were 3rd in the line so we were through quickly despite only one functioning check-in agent. After a nice relaxed lunch we sat down in the gate area with 5 mins to boarding and were joined by an old lady who was distressed as she had arrived at 12.00 to be faced with the slow check-in and security. This was our experience last year. The old lady had just enough time to use the toilet before boarding. A neighbour of ours went a week later and they took 1 3/4 hours to get through. What a shame our local airport is a disgrace they don't care about their customers just maximum profit. Try to find an alternative airport or check-in like we did 3hrs ahead.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,P Roberts,United Kingdom,2013-07-31,Bournemouth airport. Rip off for clear bags. Charges. You have to pay £2.50 to even drop off at the door - ie. you can't drop off. You then have to pay £1 for clear plastic bags for liquid!,NA,NA,NA,NA,3,2,NA,NA,NA,4,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,J Spencer,United Kingdom,2012-08-28,I had my first experience at Bournemouth recently flying to Ibiza and I have to say I thought it great - such a relief to be in a virtually empty airport! Everything was clean well spaced out and well thought out all services were quick and convenient and I actually quite liked the food I had in the 'pub'! And a great duty free. In all I thought a really simple clean quick un-stressful airport. Compared to Stansted etc it was a breeze.,NA,NA,NA,10,5,5,NA,NA,NA,5,NA,NA,1
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,J Murray,United Kingdom,2012-02-22,Drop off and collection charges? This is a shameless extortion to filch every last penny from customers! They only get away with it because there is no alternative you have a captive audience and take advantage. The major airports do not charge neither does Southampton a point not missed by me and my travelling companions.,NA,NA,NA,2,2,2,NA,NA,NA,2,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,B Jones,United Kingdom,2012-02-15,"I drove a friend from Portsmouth to Bournemouth this morning. I couldn't believe that I had to pay £2.50 just to drop her off at the terminal. This is extortion. When I questioned the guy on the security barrier he said ""you've got 30 minutes so you can buy a coffee"". I said I need to get back to work so only want to drop my friend off. Shocking particularly the bollards placed to try and prevent customers walking the 100yds in. It doesn't work - people were still walking in. I will most certainly never use Bournemouth airport myself - its Gatwick/Heathrow or Southampton for me.",NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,P Martin,United Kingdom,2011-10-27,I echo others astonishment at the draconian policy of extorting money from all who drop off or collect passengers at the airport. I also pose this thought: the airport has contrary to every usual current policy deliberately made walking along the approach road more dangerous forcing pedestrians onto the road. So when an accident happens and a pedestrian is injured as a result how will the courts respond? Will the airport by virtue of its policy in this matter be liable to pay damages?,NA,NA,NA,1,4,4,NA,NA,NA,3,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,N Brown,United Kingdom,2011-07-28,I was very disappointed to see that Bournemouth airport have introduced a charge of £2.50 to both drop off and pick up passengers. How short sighted - this will lead to people not using the airport and will leave a very sour taste in the mouth of those who do.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,D Taylor,United Kingdom,2011-06-27,I used to regard Bournemouth as a lovely airport so easy to use. Not now! I had to take a friend to the airport who walks with a cane just to drop her off for a flight with no baggage. £2.50 for 45 seconds and the same when collecting her! I could see her 10 feet away as she left the arrivals terminal but had to go through the barrier for her to climb in and then pay £2.50 to drive out. In my opinion this is ransom money and nothing short of extortion. Imagine the outcry if they did this at Heathrow or Gatwick.,NA,NA,NA,1,3,3,NA,NA,NA,3,NA,NA,0
bournemouth-airport,/airport-reviews/bournemouth-airport,Bournemouth Airport customer review,J Kelly,NA,2009-02-23,I park at Bournemouth every week and feel ripped off with the excessive car parking charges.£42 for 4 days.,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
